,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
2614,optimized_test_Stress_C_32_1,137.53376007080078,76.09496307373047,2245.5699462890625,1044.4921569824219,2019-08-05 13:46:15.309,2019-08-05 13:46:34.320,1,3503.6908264160156,7007.381652832031,optxDahu29xng,19.011,175.18454132080078,optimized,test,Stress,C,32,optimized test
2677,optimized_test_Stress_C_32_2,137.92049407958984,75.92741394042969,2273.359100341797,1035.5382995605469,2019-08-05 13:46:37.324,2019-08-05 13:46:56.337,2,3522.7453079223633,7045.490615844727,optxDahu29xng,19.013,176.13726539611815,optimized,test,Stress,C,32,optimized test
2741,optimized_test_Stress_C_32_3,138.10777282714844,75.85884857177734,2284.2255249023438,1036.4089050292969,2019-08-05 13:46:59.341,2019-08-05 13:47:18.350,3,3534.6010513305664,7069.202102661133,optxDahu29xng,19.009,176.73005256652831,optimized,test,Stress,C,32,optimized test
2806,optimized_test_Stress_C_32_4,138.51528930664062,75.96876525878906,2316.1566162109375,1038.5906066894531,2019-08-05 13:47:21.355,2019-08-05 13:47:40.367,4,3569.2312774658203,7138.462554931641,optxDahu29xng,19.012,178.46156387329103,optimized,test,Stress,C,32,optimized test
2869,optimized_test_Stress_C_32_5,138.4656524658203,76.43514251708984,2316.1591796875,1067.6988525390625,2019-08-05 13:47:43.371,2019-08-05 13:48:02.383,5,3598.7588272094727,7197.517654418945,optxDahu29xng,19.012,179.93794136047364,optimized,test,Stress,C,32,optimized test
2933,optimized_test_Stress_C_32_6,138.38208770751953,76.35066223144531,2327.8704528808594,1047.6877746582031,2019-08-05 13:48:05.387,2019-08-05 13:48:24.399,6,3590.2909774780273,7180.581954956055,optxDahu29xng,19.012,179.51454887390136,optimized,test,Stress,C,32,optimized test
2997,optimized_test_Stress_C_32_7,131.35667419433594,72.35164642333984,2212.176544189453,987.5426635742188,2019-08-05 13:48:27.403,2019-08-05 13:48:45.414,7,3403.4275283813477,6806.855056762695,optxDahu29xng,18.011,179.12776465164987,optimized,test,Stress,C,32,optimized test
3060,optimized_test_Stress_C_32_8,131.40011596679688,71.92743682861328,2228.7249450683594,992.7541809082031,2019-08-05 13:48:49.419,2019-08-05 13:49:07.429,8,3424.8066787719727,6849.613357543945,optxDahu29xng,18.01,180.25298309326172,optimized,test,Stress,C,32,optimized test
3123,optimized_test_Stress_C_32_9,131.57594299316406,72.01850128173828,2225.031768798828,1011.4115295410156,2019-08-05 13:49:11.434,2019-08-05 13:49:29.445,9,3440.037742614746,6880.075485229492,optxDahu29xng,18.011,181.05461803235505,optimized,test,Stress,C,32,optimized test
3185,optimized_test_Stress_C_32_10,138.4419403076172,75.96849060058594,2329.7855224609375,1054.9703369140625,2019-08-05 13:49:32.449,2019-08-05 13:49:51.466,10,3599.166290283203,7198.332580566406,optxDahu29xng,19.017,179.95831451416015,optimized,test,Stress,C,32,optimized test
3248,optimized_test_Stress_C_32_11,138.5994644165039,75.71810913085938,2348.2710876464844,1059.1978759765625,2019-08-05 13:49:54.470,2019-08-05 13:50:13.482,11,3621.78653717041,7243.57307434082,optxDahu29xng,19.012,181.0893268585205,optimized,test,Stress,C,32,optimized test
3313,optimized_test_Stress_C_32_12,138.66644287109375,75.9300765991211,2348.0416870117188,1077.2611083984375,2019-08-05 13:50:16.486,2019-08-05 13:50:35.501,12,3639.899314880371,7279.798629760742,optxDahu29xng,19.015,181.99496574401854,optimized,test,Stress,C,32,optimized test
3376,optimized_test_Stress_C_32_13,138.93647003173828,75.83795928955078,2360.486328125,1066.389892578125,2019-08-05 13:50:38.506,2019-08-05 13:50:57.518,13,3641.650650024414,7283.301300048828,optxDahu29xng,19.012,182.0825325012207,optimized,test,Stress,C,32,optimized test
3440,optimized_test_Stress_C_32_14,138.8211212158203,76.18267822265625,2357.748565673828,1058.7930603027344,2019-08-05 13:51:00.522,2019-08-05 13:51:19.532,14,3631.545425415039,7263.090850830078,optxDahu29xng,19.01,181.57727127075196,optimized,test,Stress,C,32,optimized test
3504,optimized_test_Stress_C_32_15,138.79862213134766,76.40550231933594,2354.166259765625,1054.8490600585938,2019-08-05 13:51:22.537,2019-08-05 13:51:41.549,15,3624.2194442749023,7248.438888549805,optxDahu29xng,19.012,181.21097221374512,optimized,test,Stress,C,32,optimized test
