,benchmark,cpu,mode1,mode2,target
5,CG,1847.7366027832031,C-states On,cacheclean,cacheclean_normal_CG_C_32_13
4,CG,1856.7675476074216,C-states On,cacheclean,cacheclean_normal_CG_C_32_12
3,CG,1860.4292602539065,C-states On,cacheclean,cacheclean_normal_CG_C_32_11
2,CG,1864.4042663574216,C-states On,cacheclean,cacheclean_normal_CG_C_32_100
1,CG,1874.4142761230469,C-states On,cacheclean,cacheclean_normal_CG_C_32_10
28,CG,2013.1788635253906,C-states On,cacheclean,cacheclean_normal_CG_C_32_34
29,CG,1889.9963684082031,C-states On,cacheclean,cacheclean_normal_CG_C_32_35
30,CG,1865.7058715820312,C-states On,cacheclean,cacheclean_normal_CG_C_32_36
31,CG,1883.3148498535159,C-states On,cacheclean,cacheclean_normal_CG_C_32_37
59,CG,1917.4681396484373,C-states On,cacheclean,cacheclean_normal_CG_C_32_62
58,CG,1887.1518859863281,C-states On,cacheclean,cacheclean_normal_CG_C_32_61
57,CG,1889.740173339844,C-states On,cacheclean,cacheclean_normal_CG_C_32_60
56,CG,1870.887756347656,C-states On,cacheclean,cacheclean_normal_CG_C_32_6
55,CG,2037.8294982910159,C-states On,cacheclean,cacheclean_normal_CG_C_32_59
54,CG,1875.3002319335935,C-states On,cacheclean,cacheclean_normal_CG_C_32_58
53,CG,2021.4480590820312,C-states On,cacheclean,cacheclean_normal_CG_C_32_57
52,CG,1894.268798828125,C-states On,cacheclean,cacheclean_normal_CG_C_32_56
51,CG,1856.9295043945312,C-states On,cacheclean,cacheclean_normal_CG_C_32_55
50,CG,1889.323181152344,C-states On,cacheclean,cacheclean_normal_CG_C_32_54
49,CG,1885.3489685058594,C-states On,cacheclean,cacheclean_normal_CG_C_32_53
48,CG,2045.5628967285159,C-states On,cacheclean,cacheclean_normal_CG_C_32_52
47,CG,1879.581970214844,C-states On,cacheclean,cacheclean_normal_CG_C_32_51
422,EP,7976.943237304687,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_29
46,CG,1885.380126953125,C-states On,cacheclean,cacheclean_normal_CG_C_32_50
44,CG,2017.1719970703125,C-states On,cacheclean,cacheclean_normal_CG_C_32_49
43,CG,1874.300537109375,C-states On,cacheclean,cacheclean_normal_CG_C_32_48
42,CG,2048.531616210937,C-states On,cacheclean,cacheclean_normal_CG_C_32_47
41,CG,1880.4866638183594,C-states On,cacheclean,cacheclean_normal_CG_C_32_46
40,CG,1916.8843994140625,C-states On,cacheclean,cacheclean_normal_CG_C_32_45
39,CG,1883.1684875488281,C-states On,cacheclean,cacheclean_normal_CG_C_32_44
38,CG,1859.2795104980469,C-states On,cacheclean,cacheclean_normal_CG_C_32_43
37,CG,1906.5484008789065,C-states On,cacheclean,cacheclean_normal_CG_C_32_42
36,CG,1881.2249450683594,C-states On,cacheclean,cacheclean_normal_CG_C_32_41
35,CG,1895.1234741210935,C-states On,cacheclean,cacheclean_normal_CG_C_32_40
34,CG,1857.6537475585935,C-states On,cacheclean,cacheclean_normal_CG_C_32_4
33,CG,1882.0630493164065,C-states On,cacheclean,cacheclean_normal_CG_C_32_39
32,CG,1902.7425537109373,C-states On,cacheclean,cacheclean_normal_CG_C_32_38
45,CG,2026.8939819335935,C-states On,cacheclean,cacheclean_normal_CG_C_32_5
548,LU,6744.347137451172,C-states On,cacheclean,normal_cacheclean_LU_C_64_52
423,EP,7847.614074707031,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_3
425,EP,8487.1171875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_31
515,LU,6730.9078369140625,C-states On,cacheclean,normal_cacheclean_LU_C_64_22
514,LU,6937.17822265625,C-states On,cacheclean,normal_cacheclean_LU_C_64_21
513,LU,6718.199768066406,C-states On,cacheclean,normal_cacheclean_LU_C_64_20
512,LU,6713.976623535156,C-states On,cacheclean,normal_cacheclean_LU_C_64_2
511,LU,6734.912109375,C-states On,cacheclean,normal_cacheclean_LU_C_64_19
510,LU,6744.846130371094,C-states On,cacheclean,normal_cacheclean_LU_C_64_18
509,LU,6751.138824462891,C-states On,cacheclean,normal_cacheclean_LU_C_64_17
508,LU,6760.604553222656,C-states On,cacheclean,normal_cacheclean_LU_C_64_16
507,LU,6738.378326416016,C-states On,cacheclean,normal_cacheclean_LU_C_64_15
506,LU,6756.6634521484375,C-states On,cacheclean,normal_cacheclean_LU_C_64_14
505,LU,6964.808898925781,C-states On,cacheclean,normal_cacheclean_LU_C_64_13
504,LU,6734.834716796875,C-states On,cacheclean,normal_cacheclean_LU_C_64_12
503,LU,6762.814392089844,C-states On,cacheclean,normal_cacheclean_LU_C_64_11
502,LU,6965.7645263671875,C-states On,cacheclean,normal_cacheclean_LU_C_64_100
501,LU,6744.453277587891,C-states On,cacheclean,normal_cacheclean_LU_C_64_10
500,LU,6736.627288818359,C-states On,cacheclean,normal_cacheclean_LU_C_64_1
499,EP,8207.287902832031,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_99
498,EP,7335.3082275390625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_98
497,EP,7869.8653564453125,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_97
496,EP,8227.561584472656,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_96
495,EP,7966.354187011719,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_95
494,EP,8145.48779296875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_94
493,EP,8192.782623291016,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_93
492,EP,7539.383941650391,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_92
491,EP,7643.3818359375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_91
490,EP,7431.46337890625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_90
489,EP,7918.9166259765625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_9
516,LU,6514.118469238281,C-states On,cacheclean,normal_cacheclean_LU_C_64_23
488,EP,8021.243896484375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_89
517,LU,6764.007232666016,C-states On,cacheclean,normal_cacheclean_LU_C_64_24
519,LU,6736.1695556640625,C-states On,cacheclean,normal_cacheclean_LU_C_64_26
546,LU,6751.545379638672,C-states On,cacheclean,normal_cacheclean_LU_C_64_50
545,LU,6752.589599609375,C-states On,cacheclean,normal_cacheclean_LU_C_64_5
544,LU,6762.910186767578,C-states On,cacheclean,normal_cacheclean_LU_C_64_49
543,LU,6731.857391357422,C-states On,cacheclean,normal_cacheclean_LU_C_64_48
542,LU,6963.022735595703,C-states On,cacheclean,normal_cacheclean_LU_C_64_47
541,LU,6742.4901123046875,C-states On,cacheclean,normal_cacheclean_LU_C_64_46
540,LU,6761.447021484375,C-states On,cacheclean,normal_cacheclean_LU_C_64_45
539,LU,6759.0780029296875,C-states On,cacheclean,normal_cacheclean_LU_C_64_44
538,LU,6757.9404296875,C-states On,cacheclean,normal_cacheclean_LU_C_64_43
537,LU,6976.747344970703,C-states On,cacheclean,normal_cacheclean_LU_C_64_42
536,LU,6737.6937255859375,C-states On,cacheclean,normal_cacheclean_LU_C_64_41
535,LU,6745.165008544922,C-states On,cacheclean,normal_cacheclean_LU_C_64_40
534,LU,6749.855651855469,C-states On,cacheclean,normal_cacheclean_LU_C_64_4
533,LU,6750.183441162109,C-states On,cacheclean,normal_cacheclean_LU_C_64_39
532,LU,6762.1015625,C-states On,cacheclean,normal_cacheclean_LU_C_64_38
531,LU,6762.660125732422,C-states On,cacheclean,normal_cacheclean_LU_C_64_37
530,LU,6516.412261962891,C-states On,cacheclean,normal_cacheclean_LU_C_64_36
529,LU,6756.4312744140625,C-states On,cacheclean,normal_cacheclean_LU_C_64_35
528,LU,6748.474792480469,C-states On,cacheclean,normal_cacheclean_LU_C_64_34
527,LU,6752.701873779297,C-states On,cacheclean,normal_cacheclean_LU_C_64_33
526,LU,6747.419982910156,C-states On,cacheclean,normal_cacheclean_LU_C_64_32
525,LU,6761.978546142578,C-states On,cacheclean,normal_cacheclean_LU_C_64_31
524,LU,6729.293365478516,C-states On,cacheclean,normal_cacheclean_LU_C_64_30
523,LU,6720.792327880859,C-states On,cacheclean,normal_cacheclean_LU_C_64_3
522,LU,6763.123626708984,C-states On,cacheclean,normal_cacheclean_LU_C_64_29
521,LU,6517.5213623046875,C-states On,cacheclean,normal_cacheclean_LU_C_64_28
520,LU,6766.489593505859,C-states On,cacheclean,normal_cacheclean_LU_C_64_27
518,LU,6746.3004150390625,C-states On,cacheclean,normal_cacheclean_LU_C_64_25
487,EP,8350.542724609375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_88
486,EP,8522.865936279297,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_87
485,EP,8492.545837402344,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_86
452,EP,7716.236389160156,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_56
451,EP,8206.09243774414,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_55
450,EP,7980.912536621094,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_54
449,EP,7698.270202636719,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_53
448,EP,8198.70458984375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_52
447,EP,8081.6243896484375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_51
446,EP,8201.683044433594,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_50
445,EP,7704.234375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_5
444,EP,7790.451416015625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_49
443,EP,8310.808715820312,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_48
442,EP,7816.028045654297,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_47
441,EP,7987.968292236328,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_46
440,EP,7614.208099365234,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_45
439,EP,8428.693237304688,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_44
438,EP,7703.654632568359,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_43
437,EP,8489.015716552734,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_42
436,EP,8606.05419921875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_41
435,EP,7921.687896728516,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_40
434,EP,8169.6920166015625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_4
433,EP,7432.946990966797,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_39
432,EP,8127.141754150391,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_38
431,EP,7892.22314453125,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_37
430,EP,7531.502990722656,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_36
429,EP,8192.545806884766,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_35
428,EP,7922.428192138672,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_34
427,EP,7837.740325927734,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_33
426,EP,7608.1317138671875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_32
453,EP,7944.098693847656,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_57
454,EP,8445.43490600586,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_58
455,EP,8248.004974365234,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_59
456,EP,8320.664459228516,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_6
484,EP,8493.915985107422,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_85
483,EP,7751.816802978516,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_84
482,EP,8066.6861572265625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_83
481,EP,7727.364013671875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_82
480,EP,7550.343475341797,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_81
479,EP,7742.665893554687,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_80
478,EP,7944.925323486328,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_8
477,EP,7537.098693847656,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_79
476,EP,7525.087677001953,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_78
475,EP,7943.068695068359,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_77
474,EP,8107.8255615234375,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_76
473,EP,7777.315093994141,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_75
472,EP,8348.310638427734,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_74
424,EP,8101.0654296875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_30
471,EP,7809.956176757812,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_73
469,EP,7842.295013427734,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_71
468,EP,7848.051910400391,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_70
467,EP,7811.743103027344,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_7
466,EP,7786.937072753906,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_69
465,EP,7540.586120605469,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_68
464,EP,7802.69140625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_67
463,EP,8286.312530517578,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_66
462,EP,8324.948669433594,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_65
461,EP,8207.412200927734,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_64
460,EP,7698.613189697266,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_63
459,EP,7695.093444824219,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_62
458,EP,8259.980743408203,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_61
457,EP,7974.802154541016,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_60
470,EP,7841.653564453125,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_72
798,EP,7805.1097412109375,C-states On,normal,normal_normal_EP_B_1_50p_98
799,EP,7649.313690185547,C-states On,normal,normal_normal_EP_B_1_50p_99
800,LU,6502.172454833984,C-states On,normal,normal_normal_LU_C_64_1
1141,LU,6715.289825439453,C-states On,reboot,normal_reboot_LU_C_64_46
1140,LU,6722.0284423828125,C-states On,reboot,normal_reboot_LU_C_64_45
1139,LU,6729.657623291016,C-states On,reboot,normal_reboot_LU_C_64_44
1138,LU,6701.108306884766,C-states On,reboot,normal_reboot_LU_C_64_43
1137,LU,6709.11328125,C-states On,reboot,normal_reboot_LU_C_64_42
1136,LU,6469.02685546875,C-states On,reboot,normal_reboot_LU_C_64_41
1135,LU,6725.586730957031,C-states On,reboot,normal_reboot_LU_C_64_40
1134,LU,6505.934295654297,C-states On,reboot,normal_reboot_LU_C_64_4
1133,LU,6705.715301513672,C-states On,reboot,normal_reboot_LU_C_64_39
1132,LU,6719.481170654297,C-states On,reboot,normal_reboot_LU_C_64_38
1131,LU,6712.122009277344,C-states On,reboot,normal_reboot_LU_C_64_37
1130,LU,6715.088104248047,C-states On,reboot,normal_reboot_LU_C_64_36
1129,LU,6724.103485107422,C-states On,reboot,normal_reboot_LU_C_64_35
1128,LU,6714.473480224609,C-states On,reboot,normal_reboot_LU_C_64_34
1127,LU,6740.048431396484,C-states On,reboot,normal_reboot_LU_C_64_33
1126,LU,6715.448516845703,C-states On,reboot,normal_reboot_LU_C_64_32
1125,LU,6507.351745605469,C-states On,reboot,normal_reboot_LU_C_64_31
1124,LU,6705.335968017578,C-states On,reboot,normal_reboot_LU_C_64_30
1123,LU,6713.687072753906,C-states On,reboot,normal_reboot_LU_C_64_3
1122,LU,6710.755584716797,C-states On,reboot,normal_reboot_LU_C_64_29
1121,LU,6718.2261962890625,C-states On,reboot,normal_reboot_LU_C_64_28
1120,LU,6506.685821533203,C-states On,reboot,normal_reboot_LU_C_64_27
1119,LU,6704.814636230469,C-states On,reboot,normal_reboot_LU_C_64_26
1118,LU,6706.032623291016,C-states On,reboot,normal_reboot_LU_C_64_25
1117,LU,6505.044036865234,C-states On,reboot,normal_reboot_LU_C_64_24
1116,LU,6506.221710205078,C-states On,reboot,normal_reboot_LU_C_64_23
1115,LU,6508.333404541016,C-states On,reboot,normal_reboot_LU_C_64_22
1142,LU,6729.404846191406,C-states On,reboot,normal_reboot_LU_C_64_47
1114,LU,6508.281677246094,C-states On,reboot,normal_reboot_LU_C_64_21
1143,LU,6718.603302001953,C-states On,reboot,normal_reboot_LU_C_64_48
1145,LU,6715.008544921875,C-states On,reboot,normal_reboot_LU_C_64_5
1172,LU,6720.923645019531,C-states On,reboot,normal_reboot_LU_C_64_74
1171,LU,6508.636444091797,C-states On,reboot,normal_reboot_LU_C_64_73
1170,LU,6710.058624267578,C-states On,reboot,normal_reboot_LU_C_64_72
1169,LU,6707.078521728516,C-states On,reboot,normal_reboot_LU_C_64_71
1168,LU,6506.620513916016,C-states On,reboot,normal_reboot_LU_C_64_70
1167,LU,6509.159576416016,C-states On,reboot,normal_reboot_LU_C_64_7
1166,LU,6724.286315917969,C-states On,reboot,normal_reboot_LU_C_64_69
1165,LU,6715.786193847656,C-states On,reboot,normal_reboot_LU_C_64_68
1164,LU,6717.3310546875,C-states On,reboot,normal_reboot_LU_C_64_67
1163,LU,6700.401092529297,C-states On,reboot,normal_reboot_LU_C_64_66
1162,LU,6704.942962646484,C-states On,reboot,normal_reboot_LU_C_64_65
1161,LU,6717.143707275391,C-states On,reboot,normal_reboot_LU_C_64_64
1160,LU,6717.9405517578125,C-states On,reboot,normal_reboot_LU_C_64_63
1159,LU,6507.031524658203,C-states On,reboot,normal_reboot_LU_C_64_62
1158,LU,6507.734191894531,C-states On,reboot,normal_reboot_LU_C_64_61
1157,LU,6715.472808837891,C-states On,reboot,normal_reboot_LU_C_64_60
1156,LU,6497.880920410156,C-states On,reboot,normal_reboot_LU_C_64_6
1155,LU,6507.861785888672,C-states On,reboot,normal_reboot_LU_C_64_59
1154,LU,6730.9820556640625,C-states On,reboot,normal_reboot_LU_C_64_58
1153,LU,6712.4305419921875,C-states On,reboot,normal_reboot_LU_C_64_57
1152,LU,6706.714050292969,C-states On,reboot,normal_reboot_LU_C_64_56
1151,LU,6721.360443115234,C-states On,reboot,normal_reboot_LU_C_64_55
1150,LU,6724.247344970703,C-states On,reboot,normal_reboot_LU_C_64_54
1798,EP,7534.705810546875,C-states On,reboot,normal_reboot_EP_B_1_99
1148,LU,6711.1466064453125,C-states On,reboot,normal_reboot_LU_C_64_52
1147,LU,6741.790222167969,C-states On,reboot,normal_reboot_LU_C_64_51
1146,LU,6715.83837890625,C-states On,reboot,normal_reboot_LU_C_64_50
1144,LU,6719.6190185546875,C-states On,reboot,normal_reboot_LU_C_64_49
1113,LU,6507.1551513671875,C-states On,reboot,normal_reboot_LU_C_64_20
1112,LU,6715.927886962891,C-states On,reboot,normal_reboot_LU_C_64_2
1111,LU,6732.29296875,C-states On,reboot,normal_reboot_LU_C_64_19
1078,EP,7712.644439697266,C-states On,reboot,normal_reboot_EP_B_1_50p_8
1077,EP,7617.938537597656,C-states On,reboot,normal_reboot_EP_B_1_50p_79
1076,EP,7708.709075927734,C-states On,reboot,normal_reboot_EP_B_1_50p_78
1075,EP,7864.1380615234375,C-states On,reboot,normal_reboot_EP_B_1_50p_77
1074,EP,7522.380401611328,C-states On,reboot,normal_reboot_EP_B_1_50p_76
1073,EP,7393.403594970703,C-states On,reboot,normal_reboot_EP_B_1_50p_75
1072,EP,7461.146392822266,C-states On,reboot,normal_reboot_EP_B_1_50p_74
1071,EP,7528.123748779297,C-states On,reboot,normal_reboot_EP_B_1_50p_73
1070,EP,7452.7918701171875,C-states On,reboot,normal_reboot_EP_B_1_50p_72
1069,EP,8065.634765625,C-states On,reboot,normal_reboot_EP_B_1_50p_71
1068,EP,7616.923553466797,C-states On,reboot,normal_reboot_EP_B_1_50p_70
1067,EP,7737.004333496094,C-states On,reboot,normal_reboot_EP_B_1_50p_7
1066,EP,7409.0650634765625,C-states On,reboot,normal_reboot_EP_B_1_50p_69
1065,EP,7952.636291503906,C-states On,reboot,normal_reboot_EP_B_1_50p_68
1064,EP,7730.633972167969,C-states On,reboot,normal_reboot_EP_B_1_50p_67
1063,EP,7756.8255615234375,C-states On,reboot,normal_reboot_EP_B_1_50p_66
1062,EP,7727.650268554687,C-states On,reboot,normal_reboot_EP_B_1_50p_65
1061,EP,7634.329986572266,C-states On,reboot,normal_reboot_EP_B_1_50p_64
1060,EP,7493.078796386719,C-states On,reboot,normal_reboot_EP_B_1_50p_63
1059,EP,7503.067077636719,C-states On,reboot,normal_reboot_EP_B_1_50p_62
1058,EP,7937.270202636719,C-states On,reboot,normal_reboot_EP_B_1_50p_61
1057,EP,7513.826599121094,C-states On,reboot,normal_reboot_EP_B_1_50p_60
1056,EP,7937.244140625,C-states On,reboot,normal_reboot_EP_B_1_50p_6
1055,EP,7408.145324707031,C-states On,reboot,normal_reboot_EP_B_1_50p_59
1054,EP,7735.642517089844,C-states On,reboot,normal_reboot_EP_B_1_50p_58
1053,EP,7846.219757080078,C-states On,reboot,normal_reboot_EP_B_1_50p_57
1052,EP,7644.63134765625,C-states On,reboot,normal_reboot_EP_B_1_50p_56
1079,EP,7633.877868652344,C-states On,reboot,normal_reboot_EP_B_1_50p_80
1080,EP,7627.5216064453125,C-states On,reboot,normal_reboot_EP_B_1_50p_81
1081,EP,7559.947174072266,C-states On,reboot,normal_reboot_EP_B_1_50p_82
1082,EP,7507.498504638672,C-states On,reboot,normal_reboot_EP_B_1_50p_83
1110,LU,6506.02001953125,C-states On,reboot,normal_reboot_LU_C_64_18
1109,LU,6503.162109375,C-states On,reboot,normal_reboot_LU_C_64_17
1108,LU,6507.642059326172,C-states On,reboot,normal_reboot_LU_C_64_16
1107,LU,6706.737609863281,C-states On,reboot,normal_reboot_LU_C_64_15
1106,LU,6720.0926513671875,C-states On,reboot,normal_reboot_LU_C_64_14
1105,LU,6712.948547363281,C-states On,reboot,normal_reboot_LU_C_64_13
1104,LU,6507.770324707031,C-states On,reboot,normal_reboot_LU_C_64_12
1103,LU,6726.5859375,C-states On,reboot,normal_reboot_LU_C_64_11
1102,LU,5760.482208251953,C-states On,reboot,normal_reboot_LU_C_64_100
1101,LU,6729.6099853515625,C-states On,reboot,normal_reboot_LU_C_64_10
1100,LU,6743.776031494141,C-states On,reboot,normal_reboot_LU_C_64_1
1099,EP,7531.239227294922,C-states On,reboot,normal_reboot_EP_B_1_50p_99
1098,EP,7611.773193359375,C-states On,reboot,normal_reboot_EP_B_1_50p_98
1173,LU,6721.330169677734,C-states On,reboot,normal_reboot_LU_C_64_75
1097,EP,7620.699310302734,C-states On,reboot,normal_reboot_EP_B_1_50p_97
1095,EP,7561.664123535156,C-states On,reboot,normal_reboot_EP_B_1_50p_95
1094,EP,7579.449401855469,C-states On,reboot,normal_reboot_EP_B_1_50p_94
1093,EP,7822.1488037109375,C-states On,reboot,normal_reboot_EP_B_1_50p_93
1092,EP,7566.923370361328,C-states On,reboot,normal_reboot_EP_B_1_50p_92
1091,EP,7947.374084472656,C-states On,reboot,normal_reboot_EP_B_1_50p_91
1090,EP,7760.120819091797,C-states On,reboot,normal_reboot_EP_B_1_50p_90
1089,EP,7514.588775634766,C-states On,reboot,normal_reboot_EP_B_1_50p_9
1088,EP,7533.1090087890625,C-states On,reboot,normal_reboot_EP_B_1_50p_89
1087,EP,7923.026489257812,C-states On,reboot,normal_reboot_EP_B_1_50p_88
1086,EP,7765.5145263671875,C-states On,reboot,normal_reboot_EP_B_1_50p_87
1085,EP,7859.965789794922,C-states On,reboot,normal_reboot_EP_B_1_50p_86
1084,EP,7579.512176513672,C-states On,reboot,normal_reboot_EP_B_1_50p_85
1083,EP,7646.025299072266,C-states On,reboot,normal_reboot_EP_B_1_50p_84
1096,EP,7475.963806152344,C-states On,reboot,normal_reboot_EP_B_1_50p_96
1051,EP,7623.152191162109,C-states On,reboot,normal_reboot_EP_B_1_50p_55
1174,LU,6505.866912841797,C-states On,reboot,normal_reboot_LU_C_64_76
1176,LU,6505.033020019531,C-states On,reboot,normal_reboot_LU_C_64_78
66,LU,6761.4288330078125,C-states On,normal,normal_normal_LU_C_64_67
65,LU,6742.850158691406,C-states On,normal,normal_normal_LU_C_64_66
64,LU,6989.128662109375,C-states On,normal,normal_normal_LU_C_64_65
63,LU,6730.843505859375,C-states On,normal,normal_normal_LU_C_64_64
62,LU,6514.278045654297,C-states On,normal,normal_normal_LU_C_64_63
61,LU,6514.861785888672,C-states On,normal,normal_normal_LU_C_64_62
60,LU,6739.745147705078,C-states On,normal,normal_normal_LU_C_64_61
59,LU,6738.065765380859,C-states On,normal,normal_normal_LU_C_64_60
58,LU,6722.302001953125,C-states On,normal,normal_normal_LU_C_64_59
57,LU,6720.6912841796875,C-states On,normal,normal_normal_LU_C_64_58
56,LU,6512.6578369140625,C-states On,normal,normal_normal_LU_C_64_57
55,LU,6516.6524658203125,C-states On,normal,normal_normal_LU_C_64_56
54,LU,6515.6982421875,C-states On,normal,normal_normal_LU_C_64_55
53,LU,6514.5816650390625,C-states On,normal,normal_normal_LU_C_64_54
52,LU,6724.029113769531,C-states On,normal,normal_normal_LU_C_64_53
51,LU,6513.805511474609,C-states On,normal,normal_normal_LU_C_64_52
50,LU,6752.877990722656,C-states On,normal,normal_normal_LU_C_64_51
49,LU,6743.027770996094,C-states On,normal,normal_normal_LU_C_64_50
48,LU,6725.956115722656,C-states On,normal,normal_normal_LU_C_64_49
47,LU,6514.921295166016,C-states On,normal,normal_normal_LU_C_64_48
46,LU,6514.217498779297,C-states On,normal,normal_normal_LU_C_64_47
45,LU,6512.096130371094,C-states On,normal,normal_normal_LU_C_64_46
44,LU,6755.462554931641,C-states On,normal,normal_normal_LU_C_64_45
43,LU,6748.6717529296875,C-states On,normal,normal_normal_LU_C_64_44
42,LU,6727.4127197265625,C-states On,normal,normal_normal_LU_C_64_43
41,LU,6728.304595947266,C-states On,normal,normal_normal_LU_C_64_42
40,LU,6516.031768798828,C-states On,normal,normal_normal_LU_C_64_41
67,LU,6757.61083984375,C-states On,normal,normal_normal_LU_C_64_68
39,LU,6514.187835693359,C-states On,normal,normal_normal_LU_C_64_40
68,LU,6752.264434814453,C-states On,normal,normal_normal_LU_C_64_69
70,LU,6720.1453857421875,C-states On,normal,normal_normal_LU_C_64_71
97,LU,6723.848052978516,C-states On,normal,normal_normal_LU_C_64_98
96,LU,6517.223876953125,C-states On,normal,normal_normal_LU_C_64_97
95,LU,6514.376220703125,C-states On,normal,normal_normal_LU_C_64_96
94,LU,6756.821014404297,C-states On,normal,normal_normal_LU_C_64_95
93,LU,6729.472198486328,C-states On,normal,normal_normal_LU_C_64_94
92,LU,6516.384429931641,C-states On,normal,normal_normal_LU_C_64_93
91,LU,6732.449157714844,C-states On,normal,normal_normal_LU_C_64_92
90,LU,6516.44580078125,C-states On,normal,normal_normal_LU_C_64_91
89,LU,6513.481109619141,C-states On,normal,normal_normal_LU_C_64_90
88,LU,6749.202880859375,C-states On,normal,normal_normal_LU_C_64_89
87,LU,6760.659729003906,C-states On,normal,normal_normal_LU_C_64_88
86,LU,6516.490997314453,C-states On,normal,normal_normal_LU_C_64_87
85,LU,6724.2825927734375,C-states On,normal,normal_normal_LU_C_64_86
84,LU,6515.932922363281,C-states On,normal,normal_normal_LU_C_64_85
83,LU,6516.4090576171875,C-states On,normal,normal_normal_LU_C_64_84
82,LU,6514.164855957031,C-states On,normal,normal_normal_LU_C_64_83
