,benchmark,cpu,mode1,mode2,target
282,EP,11672.365814208984,C-states Off,normal,cstates_normal_EP_B_1_50p_83
275,EP,11683.344451904297,C-states Off,normal,cstates_normal_EP_B_1_50p_77
274,EP,11682.417694091797,C-states Off,normal,cstates_normal_EP_B_1_50p_76
273,EP,11684.173736572266,C-states Off,normal,cstates_normal_EP_B_1_50p_75
272,EP,11683.793975830078,C-states Off,normal,cstates_normal_EP_B_1_50p_74
283,EP,11681.13198852539,C-states Off,normal,cstates_normal_EP_B_1_50p_84
270,EP,11682.259063720703,C-states Off,normal,cstates_normal_EP_B_1_50p_72
271,EP,11683.069366455078,C-states Off,normal,cstates_normal_EP_B_1_50p_73
260,EP,11680.891723632812,C-states Off,normal,cstates_normal_EP_B_1_50p_63
257,EP,11682.88671875,C-states Off,normal,cstates_normal_EP_B_1_50p_60
258,EP,11681.770233154297,C-states Off,normal,cstates_normal_EP_B_1_50p_61
259,EP,11684.858825683594,C-states Off,normal,cstates_normal_EP_B_1_50p_62
269,EP,11683.62045288086,C-states Off,normal,cstates_normal_EP_B_1_50p_71
261,EP,11678.834930419922,C-states Off,normal,cstates_normal_EP_B_1_50p_64
262,EP,11679.095092773438,C-states Off,normal,cstates_normal_EP_B_1_50p_65
281,EP,11673.981994628906,C-states Off,normal,cstates_normal_EP_B_1_50p_82
264,EP,11574.43814086914,C-states Off,normal,cstates_normal_EP_B_1_50p_67
265,EP,11574.10433959961,C-states Off,normal,cstates_normal_EP_B_1_50p_68
266,EP,11568.02764892578,C-states Off,normal,cstates_normal_EP_B_1_50p_69
267,EP,11681.020690917969,C-states Off,normal,cstates_normal_EP_B_1_50p_7
268,EP,11683.46453857422,C-states Off,normal,cstates_normal_EP_B_1_50p_70
263,EP,11681.211730957031,C-states Off,normal,cstates_normal_EP_B_1_50p_66
196,LU,6731.704040527344,C-states On,cacheclean,normal_cacheclean_LU_C_64_97
198,LU,6712.533935546875,C-states On,cacheclean,normal_cacheclean_LU_C_64_99
199,LU,6766.804382324219,C-states On,cacheclean,normal_cacheclean_LU_C_64_100
699,CG,1942.5411376953125,C-states On,normal,normal_normal_CG_C_32_100
698,CG,2089.293365478516,C-states On,normal,normal_normal_CG_C_32_99
197,LU,6520.170257568359,C-states On,cacheclean,normal_cacheclean_LU_C_64_98
692,CG,1970.1546630859373,C-states On,normal,normal_normal_CG_C_32_93
696,CG,1936.8778076171875,C-states On,normal,normal_normal_CG_C_32_97
695,CG,1930.0451965332031,C-states On,normal,normal_normal_CG_C_32_96
694,CG,1938.071533203125,C-states On,normal,normal_normal_CG_C_32_95
693,CG,2086.233154296875,C-states On,normal,normal_normal_CG_C_32_94
195,LU,6751.052886962891,C-states On,cacheclean,normal_cacheclean_LU_C_64_96
691,CG,1938.4623107910159,C-states On,normal,normal_normal_CG_C_32_92
690,CG,1926.3136596679688,C-states On,normal,normal_normal_CG_C_32_91
697,CG,1949.5338134765625,C-states On,normal,normal_normal_CG_C_32_98
194,LU,6752.9036865234375,C-states On,cacheclean,normal_cacheclean_LU_C_64_95
182,LU,6715.579650878906,C-states On,cacheclean,normal_cacheclean_LU_C_64_83
192,LU,6513.1876220703125,C-states On,cacheclean,normal_cacheclean_LU_C_64_93
178,LU,6734.445831298828,C-states On,cacheclean,normal_cacheclean_LU_C_64_79
689,CG,1937.3386840820312,C-states On,normal,normal_normal_CG_C_32_90
177,LU,6752.480743408203,C-states On,cacheclean,normal_cacheclean_LU_C_64_78
179,LU,6754.5926513671875,C-states On,cacheclean,normal_cacheclean_LU_C_64_80
180,LU,6754.156219482422,C-states On,cacheclean,normal_cacheclean_LU_C_64_81
181,LU,6742.438049316406,C-states On,cacheclean,normal_cacheclean_LU_C_64_82
183,LU,6515.866424560547,C-states On,cacheclean,normal_cacheclean_LU_C_64_84
184,LU,6762.73486328125,C-states On,cacheclean,normal_cacheclean_LU_C_64_85
185,LU,6739.524841308594,C-states On,cacheclean,normal_cacheclean_LU_C_64_86
186,LU,6723.217193603516,C-states On,cacheclean,normal_cacheclean_LU_C_64_87
187,LU,6517.724853515625,C-states On,cacheclean,normal_cacheclean_LU_C_64_88
188,LU,6763.139617919922,C-states On,cacheclean,normal_cacheclean_LU_C_64_89
189,LU,6743.677337646484,C-states On,cacheclean,normal_cacheclean_LU_C_64_90
190,LU,6745.219390869141,C-states On,cacheclean,normal_cacheclean_LU_C_64_91
191,LU,6514.453887939453,C-states On,cacheclean,normal_cacheclean_LU_C_64_92
193,LU,6753.548370361328,C-states On,cacheclean,normal_cacheclean_LU_C_64_94
688,CG,1940.106689453125,C-states On,normal,normal_normal_CG_C_32_89
659,CG,1927.5077209472656,C-states On,normal,normal_normal_CG_C_32_60
686,CG,1934.8629150390625,C-states On,normal,normal_normal_CG_C_32_87
666,CG,1924.8253173828125,C-states On,normal,normal_normal_CG_C_32_67
665,CG,1936.658935546875,C-states On,normal,normal_normal_CG_C_32_66
664,CG,1940.6187438964844,C-states On,normal,normal_normal_CG_C_32_65
663,CG,1947.2214965820312,C-states On,normal,normal_normal_CG_C_32_64
662,CG,1929.8323974609373,C-states On,normal,normal_normal_CG_C_32_63
661,CG,1938.3940124511719,C-states On,normal,normal_normal_CG_C_32_62
660,CG,1960.2466125488281,C-states On,normal,normal_normal_CG_C_32_61
658,CG,1937.2588806152344,C-states On,normal,normal_normal_CG_C_32_59
657,CG,2109.6456298828125,C-states On,normal,normal_normal_CG_C_32_58
656,CG,1937.5738525390625,C-states On,normal,normal_normal_CG_C_32_57
655,CG,1938.3850402832031,C-states On,normal,normal_normal_CG_C_32_56
654,CG,2122.586944580078,C-states On,normal,normal_normal_CG_C_32_55
653,CG,1945.9897766113281,C-states On,normal,normal_normal_CG_C_32_54
176,LU,6725.153472900391,C-states On,cacheclean,normal_cacheclean_LU_C_64_77
652,CG,1932.9919128417969,C-states On,normal,normal_normal_CG_C_32_53
667,CG,1968.7866516113281,C-states On,normal,normal_normal_CG_C_32_68
687,CG,1942.3134460449216,C-states On,normal,normal_normal_CG_C_32_88
668,CG,1952.1876525878906,C-states On,normal,normal_normal_CG_C_32_69
670,CG,1937.4420166015625,C-states On,normal,normal_normal_CG_C_32_71
685,CG,1937.6784362792969,C-states On,normal,normal_normal_CG_C_32_86
684,CG,1933.9264221191406,C-states On,normal,normal_normal_CG_C_32_85
683,CG,1940.1713562011719,C-states On,normal,normal_normal_CG_C_32_84
682,CG,2084.3951721191406,C-states On,normal,normal_normal_CG_C_32_83
681,CG,1930.861267089844,C-states On,normal,normal_normal_CG_C_32_82
680,CG,1954.4866027832031,C-states On,normal,normal_normal_CG_C_32_81
679,CG,2095.487091064453,C-states On,normal,normal_normal_CG_C_32_80
678,CG,1933.4745178222656,C-states On,normal,normal_normal_CG_C_32_79
677,CG,1957.4399108886719,C-states On,normal,normal_normal_CG_C_32_78
676,CG,2103.849395751953,C-states On,normal,normal_normal_CG_C_32_77
675,CG,1961.3970336914065,C-states On,normal,normal_normal_CG_C_32_76
674,CG,1942.6314392089844,C-states On,normal,normal_normal_CG_C_32_75
673,CG,2091.690826416016,C-states On,normal,normal_normal_CG_C_32_74
672,CG,1945.4329833984373,C-states On,normal,normal_normal_CG_C_32_73
671,CG,1954.7008666992188,C-states On,normal,normal_normal_CG_C_32_72
669,CG,1939.1032104492188,C-states On,normal,normal_normal_CG_C_32_70
175,LU,6751.703277587891,C-states On,cacheclean,normal_cacheclean_LU_C_64_76
114,LU,6721.907287597656,C-states On,cacheclean,normal_cacheclean_LU_C_64_15
173,LU,6695.846405029297,C-states On,cacheclean,normal_cacheclean_LU_C_64_74
121,LU,6514.895202636719,C-states On,cacheclean,normal_cacheclean_LU_C_64_22
122,LU,6763.241546630859,C-states On,cacheclean,normal_cacheclean_LU_C_64_23
123,LU,6741.193176269531,C-states On,cacheclean,normal_cacheclean_LU_C_64_24
124,LU,6758.61376953125,C-states On,cacheclean,normal_cacheclean_LU_C_64_25
125,LU,6749.222503662109,C-states On,cacheclean,normal_cacheclean_LU_C_64_26
126,LU,6729.618682861328,C-states On,cacheclean,normal_cacheclean_LU_C_64_27
120,LU,6514.041076660156,C-states On,cacheclean,normal_cacheclean_LU_C_64_21
127,LU,6720.085021972656,C-states On,cacheclean,normal_cacheclean_LU_C_64_28
129,LU,6756.928070068359,C-states On,cacheclean,normal_cacheclean_LU_C_64_30
130,LU,6730.105926513672,C-states On,cacheclean,normal_cacheclean_LU_C_64_31
131,LU,6717.4090576171875,C-states On,cacheclean,normal_cacheclean_LU_C_64_32
132,LU,6724.158905029297,C-states On,cacheclean,normal_cacheclean_LU_C_64_33
133,LU,6969.96484375,C-states On,cacheclean,normal_cacheclean_LU_C_64_34
134,LU,6751.0931396484375,C-states On,cacheclean,normal_cacheclean_LU_C_64_35
128,LU,6754.8094482421875,C-states On,cacheclean,normal_cacheclean_LU_C_64_29
119,LU,6515.171569824219,C-states On,cacheclean,normal_cacheclean_LU_C_64_20
118,LU,6517.634490966797,C-states On,cacheclean,normal_cacheclean_LU_C_64_19
117,LU,6720.558135986328,C-states On,cacheclean,normal_cacheclean_LU_C_64_18
651,CG,1939.5536804199216,C-states On,normal,normal_normal_CG_C_32_52
102,LU,6517.094329833984,C-states On,cacheclean,normal_cacheclean_LU_C_64_3
103,LU,6515.363006591797,C-states On,cacheclean,normal_cacheclean_LU_C_64_4
104,LU,6512.253753662109,C-states On,cacheclean,normal_cacheclean_LU_C_64_5
105,LU,6759.615661621094,C-states On,cacheclean,normal_cacheclean_LU_C_64_6
106,LU,6731.849853515625,C-states On,cacheclean,normal_cacheclean_LU_C_64_7
107,LU,6734.768035888672,C-states On,cacheclean,normal_cacheclean_LU_C_64_8
108,LU,6739.543548583984,C-states On,cacheclean,normal_cacheclean_LU_C_64_9
109,LU,6761.297515869141,C-states On,cacheclean,normal_cacheclean_LU_C_64_10
110,LU,6720.588531494141,C-states On,cacheclean,normal_cacheclean_LU_C_64_11
111,LU,6759.894927978516,C-states On,cacheclean,normal_cacheclean_LU_C_64_12
112,LU,6755.546081542969,C-states On,cacheclean,normal_cacheclean_LU_C_64_13
113,LU,6752.945617675781,C-states On,cacheclean,normal_cacheclean_LU_C_64_14
115,LU,6767.020660400391,C-states On,cacheclean,normal_cacheclean_LU_C_64_16
116,LU,6739.683837890625,C-states On,cacheclean,normal_cacheclean_LU_C_64_17
135,LU,6740.306640625,C-states On,cacheclean,normal_cacheclean_LU_C_64_36
136,LU,6756.976226806641,C-states On,cacheclean,normal_cacheclean_LU_C_64_37
137,LU,6959.0982666015625,C-states On,cacheclean,normal_cacheclean_LU_C_64_38
138,LU,6758.113250732422,C-states On,cacheclean,normal_cacheclean_LU_C_64_39
158,LU,6755.317687988281,C-states On,cacheclean,normal_cacheclean_LU_C_64_59
159,LU,6757.267181396484,C-states On,cacheclean,normal_cacheclean_LU_C_64_60
160,LU,6708.395202636719,C-states On,cacheclean,normal_cacheclean_LU_C_64_61
161,LU,6947.869140625,C-states On,cacheclean,normal_cacheclean_LU_C_64_62
162,LU,6747.143035888672,C-states On,cacheclean,normal_cacheclean_LU_C_64_63
163,LU,6742.9130859375,C-states On,cacheclean,normal_cacheclean_LU_C_64_64
164,LU,6738.162811279297,C-states On,cacheclean,normal_cacheclean_LU_C_64_65
165,LU,6756.1104736328125,C-states On,cacheclean,normal_cacheclean_LU_C_64_66
166,LU,6751.948669433594,C-states On,cacheclean,normal_cacheclean_LU_C_64_67
167,LU,6743.148773193359,C-states On,cacheclean,normal_cacheclean_LU_C_64_68
168,LU,6732.425262451172,C-states On,cacheclean,normal_cacheclean_LU_C_64_69
169,LU,6735.144470214844,C-states On,cacheclean,normal_cacheclean_LU_C_64_70
170,LU,6517.7559814453125,C-states On,cacheclean,normal_cacheclean_LU_C_64_71
171,LU,6518.422760009766,C-states On,cacheclean,normal_cacheclean_LU_C_64_72
172,LU,6517.400665283203,C-states On,cacheclean,normal_cacheclean_LU_C_64_73
157,LU,6516.5447998046875,C-states On,cacheclean,normal_cacheclean_LU_C_64_58
174,LU,6759.783447265625,C-states On,cacheclean,normal_cacheclean_LU_C_64_75
156,LU,6728.550201416016,C-states On,cacheclean,normal_cacheclean_LU_C_64_57
154,LU,6761.655242919922,C-states On,cacheclean,normal_cacheclean_LU_C_64_55
139,LU,6513.999450683594,C-states On,cacheclean,normal_cacheclean_LU_C_64_40
140,LU,6763.44189453125,C-states On,cacheclean,normal_cacheclean_LU_C_64_41
141,LU,6739.523651123047,C-states On,cacheclean,normal_cacheclean_LU_C_64_42
142,LU,6512.5623779296875,C-states On,cacheclean,normal_cacheclean_LU_C_64_43
143,LU,6745.221832275391,C-states On,cacheclean,normal_cacheclean_LU_C_64_44
144,LU,6515.992370605469,C-states On,cacheclean,normal_cacheclean_LU_C_64_45
145,LU,6517.01123046875,C-states On,cacheclean,normal_cacheclean_LU_C_64_46
146,LU,6762.700256347656,C-states On,cacheclean,normal_cacheclean_LU_C_64_47
147,LU,6735.177307128906,C-states On,cacheclean,normal_cacheclean_LU_C_64_48
148,LU,6515.4365234375,C-states On,cacheclean,normal_cacheclean_LU_C_64_49
149,LU,6513.936096191406,C-states On,cacheclean,normal_cacheclean_LU_C_64_50
150,LU,6516.142120361328,C-states On,cacheclean,normal_cacheclean_LU_C_64_51
151,LU,6743.367279052734,C-states On,cacheclean,normal_cacheclean_LU_C_64_52
152,LU,6743.8560791015625,C-states On,cacheclean,normal_cacheclean_LU_C_64_53
153,LU,6513.813568115234,C-states On,cacheclean,normal_cacheclean_LU_C_64_54
155,LU,6732.264373779297,C-states On,cacheclean,normal_cacheclean_LU_C_64_56
650,CG,1924.0828552246094,C-states On,normal,normal_normal_CG_C_32_51
525,LU,6733.439880371094,C-states On,reboot,normal_reboot_LU_C_64_26
648,CG,1976.1363220214844,C-states On,normal,normal_normal_CG_C_32_49
552,LU,6717.161865234375,C-states On,reboot,normal_reboot_LU_C_64_53
551,LU,6716.170379638672,C-states On,reboot,normal_reboot_LU_C_64_52
550,LU,6726.812286376953,C-states On,reboot,normal_reboot_LU_C_64_51
549,LU,6746.321594238281,C-states On,reboot,normal_reboot_LU_C_64_50
548,LU,6510.9652099609375,C-states On,reboot,normal_reboot_LU_C_64_49
547,LU,6511.4698486328125,C-states On,reboot,normal_reboot_LU_C_64_48
553,LU,6715.1859130859375,C-states On,reboot,normal_reboot_LU_C_64_54
546,LU,6736.471252441406,C-states On,reboot,normal_reboot_LU_C_64_47
544,LU,6714.85791015625,C-states On,reboot,normal_reboot_LU_C_64_45
543,LU,6509.165588378906,C-states On,reboot,normal_reboot_LU_C_64_44
542,LU,6509.832305908203,C-states On,reboot,normal_reboot_LU_C_64_43
541,LU,6722.4251708984375,C-states On,reboot,normal_reboot_LU_C_64_42
540,LU,6512.518096923828,C-states On,reboot,normal_reboot_LU_C_64_41
539,LU,6710.062316894531,C-states On,reboot,normal_reboot_LU_C_64_40
545,LU,6719.915496826172,C-states On,reboot,normal_reboot_LU_C_64_46
554,LU,6512.333282470703,C-states On,reboot,normal_reboot_LU_C_64_55
555,LU,6723.497741699219,C-states On,reboot,normal_reboot_LU_C_64_56
556,LU,6719.767852783203,C-states On,reboot,normal_reboot_LU_C_64_57
571,LU,6511.553466796875,C-states On,reboot,normal_reboot_LU_C_64_72
570,LU,6508.412109375,C-states On,reboot,normal_reboot_LU_C_64_71
569,LU,6721.822662353516,C-states On,reboot,normal_reboot_LU_C_64_70
568,LU,6472.304840087891,C-states On,reboot,normal_reboot_LU_C_64_69
567,LU,6719.2481689453125,C-states On,reboot,normal_reboot_LU_C_64_68
566,LU,6717.020538330078,C-states On,reboot,normal_reboot_LU_C_64_67
565,LU,6511.636627197266,C-states On,reboot,normal_reboot_LU_C_64_66
564,LU,6514.761138916016,C-states On,reboot,normal_reboot_LU_C_64_65
563,LU,6726.3624267578125,C-states On,reboot,normal_reboot_LU_C_64_64
562,LU,6720.176116943359,C-states On,reboot,normal_reboot_LU_C_64_63
561,LU,6726.753997802734,C-states On,reboot,normal_reboot_LU_C_64_62
560,LU,6511.807281494141,C-states On,reboot,normal_reboot_LU_C_64_61
559,LU,6722.272125244141,C-states On,reboot,normal_reboot_LU_C_64_60
558,LU,6511.3388671875,C-states On,reboot,normal_reboot_LU_C_64_59
557,LU,6733.382019042969,C-states On,reboot,normal_reboot_LU_C_64_58
538,LU,6753.229217529297,C-states On,reboot,normal_reboot_LU_C_64_39
537,LU,6510.255676269531,C-states On,reboot,normal_reboot_LU_C_64_38
536,LU,6511.393798828125,C-states On,reboot,normal_reboot_LU_C_64_37
535,LU,6510.851776123047,C-states On,reboot,normal_reboot_LU_C_64_36
514,LU,6485.07763671875,C-states On,reboot,normal_reboot_LU_C_64_15
513,LU,6727.397308349609,C-states On,reboot,normal_reboot_LU_C_64_14
512,LU,6720.045837402344,C-states On,reboot,normal_reboot_LU_C_64_13
511,LU,6723.2633056640625,C-states On,reboot,normal_reboot_LU_C_64_12
510,LU,6717.091766357422,C-states On,reboot,normal_reboot_LU_C_64_11
509,LU,6718.341064453125,C-states On,reboot,normal_reboot_LU_C_64_10
508,LU,6716.504638671875,C-states On,reboot,normal_reboot_LU_C_64_9
507,LU,6715.237365722656,C-states On,reboot,normal_reboot_LU_C_64_8
506,LU,6720.1646728515625,C-states On,reboot,normal_reboot_LU_C_64_7
505,LU,6717.470916748047,C-states On,reboot,normal_reboot_LU_C_64_6
504,LU,6716.255828857422,C-states On,reboot,normal_reboot_LU_C_64_5
503,LU,6720.31982421875,C-states On,reboot,normal_reboot_LU_C_64_4
502,LU,6720.110504150391,C-states On,reboot,normal_reboot_LU_C_64_3
501,LU,6511.6236572265625,C-states On,reboot,normal_reboot_LU_C_64_2
500,LU,6720.739166259766,C-states On,reboot,normal_reboot_LU_C_64_1
515,LU,6720.04833984375,C-states On,reboot,normal_reboot_LU_C_64_16
572,LU,6511.126190185547,C-states On,reboot,normal_reboot_LU_C_64_73
516,LU,6719.962127685547,C-states On,reboot,normal_reboot_LU_C_64_17
518,LU,6721.108093261719,C-states On,reboot,normal_reboot_LU_C_64_19
534,LU,6720.036926269531,C-states On,reboot,normal_reboot_LU_C_64_35
533,LU,6511.818939208984,C-states On,reboot,normal_reboot_LU_C_64_34
532,LU,6716.443878173828,C-states On,reboot,normal_reboot_LU_C_64_33
531,LU,6511.109191894531,C-states On,reboot,normal_reboot_LU_C_64_32
530,LU,6719.862884521484,C-states On,reboot,normal_reboot_LU_C_64_31
529,LU,6718.272491455078,C-states On,reboot,normal_reboot_LU_C_64_30
528,LU,6720.999328613281,C-states On,reboot,normal_reboot_LU_C_64_29
527,LU,6722.390441894531,C-states On,reboot,normal_reboot_LU_C_64_28
526,LU,6724.973327636719,C-states On,reboot,normal_reboot_LU_C_64_27
524,LU,6716.323883056641,C-states On,reboot,normal_reboot_LU_C_64_25
523,LU,6724.522369384766,C-states On,reboot,normal_reboot_LU_C_64_24
522,LU,6718.975128173828,C-states On,reboot,normal_reboot_LU_C_64_23
521,LU,6719.1571044921875,C-states On,reboot,normal_reboot_LU_C_64_22
520,LU,6511.714660644531,C-states On,reboot,normal_reboot_LU_C_64_21
519,LU,6511.046661376953,C-states On,reboot,normal_reboot_LU_C_64_20
517,LU,6721.624847412109,C-states On,reboot,normal_reboot_LU_C_64_18
573,LU,6716.597564697266,C-states On,reboot,normal_reboot_LU_C_64_74
574,LU,6510.782989501953,C-states On,reboot,normal_reboot_LU_C_64_75
575,LU,6727.554412841797,C-states On,reboot,normal_reboot_LU_C_64_76
628,CG,1968.5824890136719,C-states On,normal,normal_normal_CG_C_32_29
627,CG,1937.6437683105469,C-states On,normal,normal_normal_CG_C_32_28
626,CG,1932.247314453125,C-states On,normal,normal_normal_CG_C_32_27
625,CG,1929.8273620605469,C-states On,normal,normal_normal_CG_C_32_26
624,CG,1945.952209472656,C-states On,normal,normal_normal_CG_C_32_25
623,CG,1934.5957336425781,C-states On,normal,normal_normal_CG_C_32_24
622,CG,1934.3630065917969,C-states On,normal,normal_normal_CG_C_32_23
621,CG,1933.508544921875,C-states On,normal,normal_normal_CG_C_32_22
620,CG,1934.4684753417969,C-states On,normal,normal_normal_CG_C_32_21
619,CG,1921.8718872070312,C-states On,normal,normal_normal_CG_C_32_20
618,CG,1958.8074035644531,C-states On,normal,normal_normal_CG_C_32_19
617,CG,2081.74658203125,C-states On,normal,normal_normal_CG_C_32_18
616,CG,1928.2424011230469,C-states On,normal,normal_normal_CG_C_32_17
615,CG,1931.7878112792969,C-states On,normal,normal_normal_CG_C_32_16
614,CG,1934.6329956054688,C-states On,normal,normal_normal_CG_C_32_15
629,CG,1929.7919006347656,C-states On,normal,normal_normal_CG_C_32_30
613,CG,1973.169372558593,C-states On,normal,normal_normal_CG_C_32_14
630,CG,2106.975128173828,C-states On,normal,normal_normal_CG_C_32_31
632,CG,1930.5306701660159,C-states On,normal,normal_normal_CG_C_32_33
647,CG,1916.1498107910159,C-states On,normal,normal_normal_CG_C_32_48
646,CG,1938.7328796386719,C-states On,normal,normal_normal_CG_C_32_47
645,CG,1950.6387023925781,C-states On,normal,normal_normal_CG_C_32_46
644,CG,2090.956756591797,C-states On,normal,normal_normal_CG_C_32_45
643,CG,1939.2544555664065,C-states On,normal,normal_normal_CG_C_32_44
642,CG,1935.9256591796875,C-states On,normal,normal_normal_CG_C_32_43
641,CG,2090.5138549804688,C-states On,normal,normal_normal_CG_C_32_42
640,CG,1957.3710021972656,C-states On,normal,normal_normal_CG_C_32_41
639,CG,1951.1961669921875,C-states On,normal,normal_normal_CG_C_32_40
638,CG,1929.049072265625,C-states On,normal,normal_normal_CG_C_32_39
637,CG,2081.8532104492188,C-states On,normal,normal_normal_CG_C_32_38
636,CG,1932.6608276367188,C-states On,normal,normal_normal_CG_C_32_37
635,CG,1931.7442321777344,C-states On,normal,normal_normal_CG_C_32_36
634,CG,2079.8417053222656,C-states On,normal,normal_normal_CG_C_32_35
633,CG,1955.183044433593,C-states On,normal,normal_normal_CG_C_32_34
631,CG,1933.2086181640625,C-states On,normal,normal_normal_CG_C_32_32
649,CG,1963.6672973632806,C-states On,normal,normal_normal_CG_C_32_50
612,CG,1932.9560852050781,C-states On,normal,normal_normal_CG_C_32_13
610,CG,2079.5382690429688,C-states On,normal,normal_normal_CG_C_32_11
590,LU,5955.799285888672,C-states On,reboot,normal_reboot_LU_C_64_91
589,LU,5791.627502441406,C-states On,reboot,normal_reboot_LU_C_64_90
588,LU,5770.498046875,C-states On,reboot,normal_reboot_LU_C_64_89
587,LU,5763.3026123046875,C-states On,reboot,normal_reboot_LU_C_64_88
586,LU,5791.740295410156,C-states On,reboot,normal_reboot_LU_C_64_87
585,LU,5769.991638183594,C-states On,reboot,normal_reboot_LU_C_64_86
584,LU,5784.280944824219,C-states On,reboot,normal_reboot_LU_C_64_85
583,LU,5762.231353759766,C-states On,reboot,normal_reboot_LU_C_64_84
582,LU,5791.9801025390625,C-states On,reboot,normal_reboot_LU_C_64_83
581,LU,5763.585052490234,C-states On,reboot,normal_reboot_LU_C_64_82
580,LU,5759.110992431641,C-states On,reboot,normal_reboot_LU_C_64_81
579,LU,6713.5745849609375,C-states On,reboot,normal_reboot_LU_C_64_80
578,LU,6720.008026123047,C-states On,reboot,normal_reboot_LU_C_64_79
577,LU,6513.579772949219,C-states On,reboot,normal_reboot_LU_C_64_78
576,LU,6716.573394775391,C-states On,reboot,normal_reboot_LU_C_64_77
591,LU,5767.1614990234375,C-states On,reboot,normal_reboot_LU_C_64_92
611,CG,1933.6219787597656,C-states On,normal,normal_normal_CG_C_32_12
592,LU,5768.815277099609,C-states On,reboot,normal_reboot_LU_C_64_93
594,LU,5762.086822509766,C-states On,reboot,normal_reboot_LU_C_64_95
609,CG,1958.9184875488281,C-states On,normal,normal_normal_CG_C_32_10
608,CG,1957.6935729980469,C-states On,normal,normal_normal_CG_C_32_9
607,CG,1935.0415649414065,C-states On,normal,normal_normal_CG_C_32_8
606,CG,2071.712432861328,C-states On,normal,normal_normal_CG_C_32_7
605,CG,1932.3115234375,C-states On,normal,normal_normal_CG_C_32_6
604,CG,1937.181091308593,C-states On,normal,normal_normal_CG_C_32_5
603,CG,1926.1810302734373,C-states On,normal,normal_normal_CG_C_32_4
602,CG,1917.7479553222656,C-states On,normal,normal_normal_CG_C_32_3
601,CG,1929.9995727539065,C-states On,normal,normal_normal_CG_C_32_2
600,CG,1931.8401794433594,C-states On,normal,normal_normal_CG_C_32_1
599,LU,5764.596221923828,C-states On,reboot,normal_reboot_LU_C_64_100
598,LU,5764.999755859375,C-states On,reboot,normal_reboot_LU_C_64_99
597,LU,5956.555725097656,C-states On,reboot,normal_reboot_LU_C_64_98
596,LU,5766.6839599609375,C-states On,reboot,normal_reboot_LU_C_64_97
595,LU,5761.164733886719,C-states On,reboot,normal_reboot_LU_C_64_96
593,LU,5955.262512207031,C-states On,reboot,normal_reboot_LU_C_64_94
0,CG,1900.5786437988281,C-states On,cacheclean,cacheclean_normal_CG_C_32_1
1249,EP,8032.469512939453,C-states On,normal,normal_normal_EP_B_1_50
1101,CG,1917.635192871093,C-states On,reboot,normal_reboot_CG_C_32_2
1372,EP,7417.030426025391,C-states On,cacheclean,normal_cacheclean_EP_B_1_73
1371,EP,7870.813690185547,C-states On,cacheclean,normal_cacheclean_EP_B_1_72
1370,EP,7793.166900634766,C-states On,cacheclean,normal_cacheclean_EP_B_1_71
1369,EP,8198.453063964844,C-states On,cacheclean,normal_cacheclean_EP_B_1_70
1368,EP,8418.432983398438,C-states On,cacheclean,normal_cacheclean_EP_B_1_69
1367,EP,7699.062225341797,C-states On,cacheclean,normal_cacheclean_EP_B_1_68
1366,EP,7920.616424560547,C-states On,cacheclean,normal_cacheclean_EP_B_1_67
1365,EP,8443.69985961914,C-states On,cacheclean,normal_cacheclean_EP_B_1_66
1364,EP,8782.234771728516,C-states On,cacheclean,normal_cacheclean_EP_B_1_65
1363,EP,8179.208923339844,C-states On,cacheclean,normal_cacheclean_EP_B_1_64
1362,EP,7861.453948974609,C-states On,cacheclean,normal_cacheclean_EP_B_1_63
1361,EP,7840.193603515625,C-states On,cacheclean,normal_cacheclean_EP_B_1_62
1360,EP,8145.548034667969,C-states On,cacheclean,normal_cacheclean_EP_B_1_61
1359,EP,8588.822143554688,C-states On,cacheclean,normal_cacheclean_EP_B_1_60
1358,EP,8050.391693115234,C-states On,cacheclean,normal_cacheclean_EP_B_1_59
1357,EP,8116.019622802734,C-states On,cacheclean,normal_cacheclean_EP_B_1_58
1356,EP,8031.1187744140625,C-states On,cacheclean,normal_cacheclean_EP_B_1_57
1355,EP,7570.349822998047,C-states On,cacheclean,normal_cacheclean_EP_B_1_56
1354,EP,7621.285736083984,C-states On,cacheclean,normal_cacheclean_EP_B_1_55
1353,EP,8851.20443725586,C-states On,cacheclean,normal_cacheclean_EP_B_1_54
1352,EP,7799.2557373046875,C-states On,cacheclean,normal_cacheclean_EP_B_1_53
1373,EP,8297.886627197266,C-states On,cacheclean,normal_cacheclean_EP_B_1_74
1351,EP,8187.179473876953,C-states On,cacheclean,normal_cacheclean_EP_B_1_52
1374,EP,8070.371856689453,C-states On,cacheclean,normal_cacheclean_EP_B_1_75
1376,EP,8045.7200927734375,C-states On,cacheclean,normal_cacheclean_EP_B_1_77
1397,EP,7692.320892333984,C-states On,cacheclean,normal_cacheclean_EP_B_1_98
1396,EP,7774.141632080078,C-states On,cacheclean,normal_cacheclean_EP_B_1_97
1395,EP,7788.555633544922,C-states On,cacheclean,normal_cacheclean_EP_B_1_96
1394,EP,8280.245147705078,C-states On,cacheclean,normal_cacheclean_EP_B_1_95
1393,EP,7788.070556640625,C-states On,cacheclean,normal_cacheclean_EP_B_1_94
1392,EP,7408.233337402344,C-states On,cacheclean,normal_cacheclean_EP_B_1_93
