,target,sensor,benchmark,mode,mode2,number,cpu
2077,normal_reboot_LU_C_64_79,allmodesxDahu11xn2,LU,normal,reboot,79,6720.008026123047
2078,normal_reboot_LU_C_64_8,allmodesxDahu11xn2,LU,normal,reboot,8,6715.237365722656
2079,normal_reboot_LU_C_64_80,allmodesxDahu11xn2,LU,normal,reboot,80,6713.5745849609375
2080,normal_reboot_LU_C_64_81,allmodesxDahu11xn2,LU,normal,reboot,81,5759.110992431641
2081,normal_reboot_LU_C_64_82,allmodesxDahu11xn2,LU,normal,reboot,82,5763.585052490234
2082,normal_reboot_LU_C_64_83,allmodesxDahu11xn2,LU,normal,reboot,83,5791.9801025390625
2083,normal_reboot_LU_C_64_84,allmodesxDahu11xn2,LU,normal,reboot,84,5762.231353759766
2084,normal_reboot_LU_C_64_85,allmodesxDahu11xn2,LU,normal,reboot,85,5784.280944824219
2085,normal_reboot_LU_C_64_86,allmodesxDahu11xn2,LU,normal,reboot,86,5769.991638183594
2086,normal_reboot_LU_C_64_87,allmodesxDahu11xn2,LU,normal,reboot,87,5791.740295410156
2087,normal_reboot_LU_C_64_88,allmodesxDahu11xn2,LU,normal,reboot,88,5763.3026123046875
2088,normal_reboot_LU_C_64_89,allmodesxDahu11xn2,LU,normal,reboot,89,5770.498046875
2089,normal_reboot_LU_C_64_9,allmodesxDahu11xn2,LU,normal,reboot,9,6716.504638671875
2090,normal_reboot_LU_C_64_90,allmodesxDahu11xn2,LU,normal,reboot,90,5791.627502441406
2091,normal_reboot_LU_C_64_91,allmodesxDahu11xn2,LU,normal,reboot,91,5955.799285888672
2092,normal_reboot_LU_C_64_92,allmodesxDahu11xn2,LU,normal,reboot,92,5767.1614990234375
2093,normal_reboot_LU_C_64_93,allmodesxDahu11xn2,LU,normal,reboot,93,5768.815277099609
2094,normal_reboot_LU_C_64_94,allmodesxDahu11xn2,LU,normal,reboot,94,5955.262512207031
2095,normal_reboot_LU_C_64_95,allmodesxDahu11xn2,LU,normal,reboot,95,5762.086822509766
2096,normal_reboot_LU_C_64_96,allmodesxDahu11xn2,LU,normal,reboot,96,5761.164733886719
2097,normal_reboot_LU_C_64_97,allmodesxDahu11xn2,LU,normal,reboot,97,5766.6839599609375
2098,normal_reboot_LU_C_64_98,allmodesxDahu11xn2,LU,normal,reboot,98,5956.555725097656
2099,normal_reboot_LU_C_64_99,allmodesxDahu11xn2,LU,normal,reboot,99,5764.999755859375
2100,patch_normal_CG_C_32_1,allmodesxDahu11xn2,CG,patch,normal,1,1914.5094604492188
2101,patch_normal_CG_C_32_10,allmodesxDahu11xn2,CG,patch,normal,10,1931.64208984375
2102,patch_normal_CG_C_32_100,allmodesxDahu11xn2,CG,patch,normal,100,2093.982696533203
2103,patch_normal_CG_C_32_11,allmodesxDahu11xn2,CG,patch,normal,11,1932.6002502441406
2104,patch_normal_CG_C_32_12,allmodesxDahu11xn2,CG,patch,normal,12,1928.1246948242188
2105,patch_normal_CG_C_32_13,allmodesxDahu11xn2,CG,patch,normal,13,1913.6421203613281
2106,patch_normal_CG_C_32_14,allmodesxDahu11xn2,CG,patch,normal,14,1931.4697265625
2107,patch_normal_CG_C_32_15,allmodesxDahu11xn2,CG,patch,normal,15,1935.7619934082031
2108,patch_normal_CG_C_32_16,allmodesxDahu11xn2,CG,patch,normal,16,1930.630645751953
2109,patch_normal_CG_C_32_17,allmodesxDahu11xn2,CG,patch,normal,17,1923.3245849609373
2110,patch_normal_CG_C_32_18,allmodesxDahu11xn2,CG,patch,normal,18,1938.8315124511719
2111,patch_normal_CG_C_32_19,allmodesxDahu11xn2,CG,patch,normal,19,1931.3945617675781
2112,patch_normal_CG_C_32_2,allmodesxDahu11xn2,CG,patch,normal,2,1915.2142333984373
2113,patch_normal_CG_C_32_20,allmodesxDahu11xn2,CG,patch,normal,20,1930.7607727050781
2114,patch_normal_CG_C_32_21,allmodesxDahu11xn2,CG,patch,normal,21,1913.072021484375
2115,patch_normal_CG_C_32_22,allmodesxDahu11xn2,CG,patch,normal,22,1961.237243652344
2116,patch_normal_CG_C_32_23,allmodesxDahu11xn2,CG,patch,normal,23,1932.9492492675781
2117,patch_normal_CG_C_32_24,allmodesxDahu11xn2,CG,patch,normal,24,1911.3844604492188
2118,patch_normal_CG_C_32_25,allmodesxDahu11xn2,CG,patch,normal,25,1947.0425720214844
2119,patch_normal_CG_C_32_26,allmodesxDahu11xn2,CG,patch,normal,26,1936.4337768554688
2120,patch_normal_CG_C_32_27,allmodesxDahu11xn2,CG,patch,normal,27,1932.4948425292969
2121,patch_normal_CG_C_32_28,allmodesxDahu11xn2,CG,patch,normal,28,1925.6318054199216
2122,patch_normal_CG_C_32_29,allmodesxDahu11xn2,CG,patch,normal,29,1931.2669677734373
2123,patch_normal_CG_C_32_3,allmodesxDahu11xn2,CG,patch,normal,3,1926.416931152344
2124,patch_normal_CG_C_32_30,allmodesxDahu11xn2,CG,patch,normal,30,1941.469787597656
2125,patch_normal_CG_C_32_31,allmodesxDahu11xn2,CG,patch,normal,31,1942.6596374511719
2126,patch_normal_CG_C_32_32,allmodesxDahu11xn2,CG,patch,normal,32,2083.6553649902344
2127,patch_normal_CG_C_32_33,allmodesxDahu11xn2,CG,patch,normal,33,1942.691467285156
2128,patch_normal_CG_C_32_34,allmodesxDahu11xn2,CG,patch,normal,34,1934.3851928710935
2129,patch_normal_CG_C_32_35,allmodesxDahu11xn2,CG,patch,normal,35,1929.4006958007806
2130,patch_normal_CG_C_32_36,allmodesxDahu11xn2,CG,patch,normal,36,2084.0067443847656
2131,patch_normal_CG_C_32_37,allmodesxDahu11xn2,CG,patch,normal,37,1945.1304321289065
2132,patch_normal_CG_C_32_38,allmodesxDahu11xn2,CG,patch,normal,38,1968.4761657714844
2133,patch_normal_CG_C_32_39,allmodesxDahu11xn2,CG,patch,normal,39,1932.7401123046875
2134,patch_normal_CG_C_32_4,allmodesxDahu11xn2,CG,patch,normal,4,1931.6453247070312
2135,patch_normal_CG_C_32_40,allmodesxDahu11xn2,CG,patch,normal,40,1917.0382080078125
2136,patch_normal_CG_C_32_41,allmodesxDahu11xn2,CG,patch,normal,41,1941.8017883300781
2137,patch_normal_CG_C_32_42,allmodesxDahu11xn2,CG,patch,normal,42,1964.8771667480469
2138,patch_normal_CG_C_32_43,allmodesxDahu11xn2,CG,patch,normal,43,1931.7207336425781
2139,patch_normal_CG_C_32_44,allmodesxDahu11xn2,CG,patch,normal,44,2078.2039489746094
2140,patch_normal_CG_C_32_45,allmodesxDahu11xn2,CG,patch,normal,45,1940.1860046386719
2141,patch_normal_CG_C_32_46,allmodesxDahu11xn2,CG,patch,normal,46,1939.7120361328125
2142,patch_normal_CG_C_32_47,allmodesxDahu11xn2,CG,patch,normal,47,1936.2106323242188
2143,patch_normal_CG_C_32_48,allmodesxDahu11xn2,CG,patch,normal,48,1914.999755859375
2144,patch_normal_CG_C_32_49,allmodesxDahu11xn2,CG,patch,normal,49,1937.9822998046875
2145,patch_normal_CG_C_32_5,allmodesxDahu11xn2,CG,patch,normal,5,1929.8536987304688
2146,patch_normal_CG_C_32_50,allmodesxDahu11xn2,CG,patch,normal,50,1941.1849365234373
2147,patch_normal_CG_C_32_51,allmodesxDahu11xn2,CG,patch,normal,51,1923.4084777832031
2148,patch_normal_CG_C_32_52,allmodesxDahu11xn2,CG,patch,normal,52,1935.862060546875
2149,patch_normal_CG_C_32_53,allmodesxDahu11xn2,CG,patch,normal,53,1937.8150024414065
2150,patch_normal_CG_C_32_54,allmodesxDahu11xn2,CG,patch,normal,54,1930.524200439453
2151,patch_normal_CG_C_32_55,allmodesxDahu11xn2,CG,patch,normal,55,2112.4496459960933
2152,patch_normal_CG_C_32_56,allmodesxDahu11xn2,CG,patch,normal,56,1968.893615722656
2153,patch_normal_CG_C_32_57,allmodesxDahu11xn2,CG,patch,normal,57,1928.4443054199216
2154,patch_normal_CG_C_32_58,allmodesxDahu11xn2,CG,patch,normal,58,1931.4974365234373
2155,patch_normal_CG_C_32_59,allmodesxDahu11xn2,CG,patch,normal,59,1940.5722351074216
2156,patch_normal_CG_C_32_6,allmodesxDahu11xn2,CG,patch,normal,6,1934.917236328125
2157,patch_normal_CG_C_32_60,allmodesxDahu11xn2,CG,patch,normal,60,1936.2806396484373
2158,patch_normal_CG_C_32_61,allmodesxDahu11xn2,CG,patch,normal,61,1921.285888671875
2159,patch_normal_CG_C_32_62,allmodesxDahu11xn2,CG,patch,normal,62,1938.2933044433594
2160,patch_normal_CG_C_32_63,allmodesxDahu11xn2,CG,patch,normal,63,1933.8347778320312
2161,patch_normal_CG_C_32_64,allmodesxDahu11xn2,CG,patch,normal,64,1930.2035827636719
2162,patch_normal_CG_C_32_65,allmodesxDahu11xn2,CG,patch,normal,65,2088.9947509765625
2163,patch_normal_CG_C_32_66,allmodesxDahu11xn2,CG,patch,normal,66,1941.0262145996094
2164,patch_normal_CG_C_32_67,allmodesxDahu11xn2,CG,patch,normal,67,1920.5303649902344
2165,patch_normal_CG_C_32_68,allmodesxDahu11xn2,CG,patch,normal,68,1936.0340270996094
2166,patch_normal_CG_C_32_69,allmodesxDahu11xn2,CG,patch,normal,69,1941.7350463867188
2167,patch_normal_CG_C_32_7,allmodesxDahu11xn2,CG,patch,normal,7,1935.50390625
2168,patch_normal_CG_C_32_70,allmodesxDahu11xn2,CG,patch,normal,70,1935.62353515625
2169,patch_normal_CG_C_32_71,allmodesxDahu11xn2,CG,patch,normal,71,2082.140625
2170,patch_normal_CG_C_32_72,allmodesxDahu11xn2,CG,patch,normal,72,1939.076934814453
2171,patch_normal_CG_C_32_73,allmodesxDahu11xn2,CG,patch,normal,73,1938.956970214844
2172,patch_normal_CG_C_32_74,allmodesxDahu11xn2,CG,patch,normal,74,1932.4976501464844
2173,patch_normal_CG_C_32_75,allmodesxDahu11xn2,CG,patch,normal,75,1917.0414733886719
2174,patch_normal_CG_C_32_76,allmodesxDahu11xn2,CG,patch,normal,76,1938.8208618164065
2175,patch_normal_CG_C_32_77,allmodesxDahu11xn2,CG,patch,normal,77,1931.9978942871094
2176,patch_normal_CG_C_32_78,allmodesxDahu11xn2,CG,patch,normal,78,1937.217834472656
2177,patch_normal_CG_C_32_79,allmodesxDahu11xn2,CG,patch,normal,79,1930.4962158203125
2178,patch_normal_CG_C_32_8,allmodesxDahu11xn2,CG,patch,normal,8,1933.0953369140625
2179,patch_normal_CG_C_32_80,allmodesxDahu11xn2,CG,patch,normal,80,1937.4144287109373
2180,patch_normal_CG_C_32_81,allmodesxDahu11xn2,CG,patch,normal,81,1927.1509704589844
2181,patch_normal_CG_C_32_82,allmodesxDahu11xn2,CG,patch,normal,82,1961.9306335449216
2182,patch_normal_CG_C_32_83,allmodesxDahu11xn2,CG,patch,normal,83,1954.5151977539065
2183,patch_normal_CG_C_32_84,allmodesxDahu11xn2,CG,patch,normal,84,1929.3468933105469
2184,patch_normal_CG_C_32_85,allmodesxDahu11xn2,CG,patch,normal,85,1931.6815490722656
2185,patch_normal_CG_C_32_86,allmodesxDahu11xn2,CG,patch,normal,86,1951.0050659179688
2186,patch_normal_CG_C_32_87,allmodesxDahu11xn2,CG,patch,normal,87,1925.765869140625
2187,patch_normal_CG_C_32_88,allmodesxDahu11xn2,CG,patch,normal,88,1961.778381347656
2188,patch_normal_CG_C_32_89,allmodesxDahu11xn2,CG,patch,normal,89,1950.3042907714844
2189,patch_normal_CG_C_32_9,allmodesxDahu11xn2,CG,patch,normal,9,1916.7635192871094
2190,patch_normal_CG_C_32_90,allmodesxDahu11xn2,CG,patch,normal,90,1919.5651550292969
2191,patch_normal_CG_C_32_91,allmodesxDahu11xn2,CG,patch,normal,91,1951.1418151855469
2192,patch_normal_CG_C_32_92,allmodesxDahu11xn2,CG,patch,normal,92,1935.5086059570312
2193,patch_normal_CG_C_32_93,allmodesxDahu11xn2,CG,patch,normal,93,1930.20263671875
2194,patch_normal_CG_C_32_94,allmodesxDahu11xn2,CG,patch,normal,94,1952.665771484375
2195,patch_normal_CG_C_32_95,allmodesxDahu11xn2,CG,patch,normal,95,1952.1370849609373
2196,patch_normal_CG_C_32_96,allmodesxDahu11xn2,CG,patch,normal,96,1925.1474914550781
2197,patch_normal_CG_C_32_97,allmodesxDahu11xn2,CG,patch,normal,97,1936.609130859375
2198,patch_normal_CG_C_32_98,allmodesxDahu11xn2,CG,patch,normal,98,1938.0242309570312
2199,patch_normal_CG_C_32_99,allmodesxDahu11xn2,CG,patch,normal,99,1939.7365417480469
2200,patch_normal_EP_B_1_50p_1,allmodesxDahu11xn2,EP,patch,normal,1,7688.789642333984
2201,patch_normal_EP_B_1_50p_10,allmodesxDahu11xn2,EP,patch,normal,10,8107.048614501953
2202,patch_normal_EP_B_1_50p_100,allmodesxDahu11xn2,EP,patch,normal,100,7610.257659912109
2203,patch_normal_EP_B_1_50p_11,allmodesxDahu11xn2,EP,patch,normal,11,7890.958648681641
2204,patch_normal_EP_B_1_50p_12,allmodesxDahu11xn2,EP,patch,normal,12,7659.363250732422
2205,patch_normal_EP_B_1_50p_13,allmodesxDahu11xn2,EP,patch,normal,13,7897.154327392578
2206,patch_normal_EP_B_1_50p_14,allmodesxDahu11xn2,EP,patch,normal,14,7389.185119628906
2207,patch_normal_EP_B_1_50p_15,allmodesxDahu11xn2,EP,patch,normal,15,7269.728698730469
2208,patch_normal_EP_B_1_50p_16,allmodesxDahu11xn2,EP,patch,normal,16,7322.727478027344
2209,patch_normal_EP_B_1_50p_17,allmodesxDahu11xn2,EP,patch,normal,17,7708.9659423828125
2210,patch_normal_EP_B_1_50p_18,allmodesxDahu11xn2,EP,patch,normal,18,7536.2476806640625
2211,patch_normal_EP_B_1_50p_19,allmodesxDahu11xn2,EP,patch,normal,19,7444.5150146484375
2212,patch_normal_EP_B_1_50p_2,allmodesxDahu11xn2,EP,patch,normal,2,7618.934173583984
2213,patch_normal_EP_B_1_50p_20,allmodesxDahu11xn2,EP,patch,normal,20,8064.696594238281
2214,patch_normal_EP_B_1_50p_21,allmodesxDahu11xn2,EP,patch,normal,21,7714.353942871094
2215,patch_normal_EP_B_1_50p_22,allmodesxDahu11xn2,EP,patch,normal,22,7578.901123046875
2216,patch_normal_EP_B_1_50p_23,allmodesxDahu11xn2,EP,patch,normal,23,7794.716827392578
2217,patch_normal_EP_B_1_50p_24,allmodesxDahu11xn2,EP,patch,normal,24,7816.141845703125
2218,patch_normal_EP_B_1_50p_25,allmodesxDahu11xn2,EP,patch,normal,25,8111.2728271484375
2219,patch_normal_EP_B_1_50p_26,allmodesxDahu11xn2,EP,patch,normal,26,7598.167175292969
2220,patch_normal_EP_B_1_50p_27,allmodesxDahu11xn2,EP,patch,normal,27,7620.620178222656
2221,patch_normal_EP_B_1_50p_28,allmodesxDahu11xn2,EP,patch,normal,28,7779.693603515625
2222,patch_normal_EP_B_1_50p_29,allmodesxDahu11xn2,EP,patch,normal,29,7905.052490234375
2223,patch_normal_EP_B_1_50p_3,allmodesxDahu11xn2,EP,patch,normal,3,7588.561218261719
2224,patch_normal_EP_B_1_50p_30,allmodesxDahu11xn2,EP,patch,normal,30,7502.097869873047
2225,patch_normal_EP_B_1_50p_31,allmodesxDahu11xn2,EP,patch,normal,31,7489.938140869141
2226,patch_normal_EP_B_1_50p_32,allmodesxDahu11xn2,EP,patch,normal,32,7843.290893554687
2227,patch_normal_EP_B_1_50p_33,allmodesxDahu11xn2,EP,patch,normal,33,7773.704132080078
2228,patch_normal_EP_B_1_50p_34,allmodesxDahu11xn2,EP,patch,normal,34,7529.4013671875
2229,patch_normal_EP_B_1_50p_35,allmodesxDahu11xn2,EP,patch,normal,35,7610.531097412109
2230,patch_normal_EP_B_1_50p_36,allmodesxDahu11xn2,EP,patch,normal,36,7751.7110595703125
2231,patch_normal_EP_B_1_50p_37,allmodesxDahu11xn2,EP,patch,normal,37,8006.985809326172
2232,patch_normal_EP_B_1_50p_38,allmodesxDahu11xn2,EP,patch,normal,38,7615.695709228516
2233,patch_normal_EP_B_1_50p_39,allmodesxDahu11xn2,EP,patch,normal,39,7671.660308837891
2234,patch_normal_EP_B_1_50p_4,allmodesxDahu11xn2,EP,patch,normal,4,8036.010070800781
2235,patch_normal_EP_B_1_50p_40,allmodesxDahu11xn2,EP,patch,normal,40,7925.803436279297
2236,patch_normal_EP_B_1_50p_41,allmodesxDahu11xn2,EP,patch,normal,41,7286.735870361328
2237,patch_normal_EP_B_1_50p_42,allmodesxDahu11xn2,EP,patch,normal,42,7458.629486083984
2238,patch_normal_EP_B_1_50p_43,allmodesxDahu11xn2,EP,patch,normal,43,8242.45703125
2239,patch_normal_EP_B_1_50p_44,allmodesxDahu11xn2,EP,patch,normal,44,7496.226440429687
2240,patch_normal_EP_B_1_50p_45,allmodesxDahu11xn2,EP,patch,normal,45,7619.006530761719
2241,patch_normal_EP_B_1_50p_46,allmodesxDahu11xn2,EP,patch,normal,46,7759.088287353516
2242,patch_normal_EP_B_1_50p_47,allmodesxDahu11xn2,EP,patch,normal,47,7511.788269042969
2243,patch_normal_EP_B_1_50p_48,allmodesxDahu11xn2,EP,patch,normal,48,8162.729919433594
2244,patch_normal_EP_B_1_50p_49,allmodesxDahu11xn2,EP,patch,normal,49,7696.695098876953
2245,patch_normal_EP_B_1_50p_5,allmodesxDahu11xn2,EP,patch,normal,5,7500.130065917969
2246,patch_normal_EP_B_1_50p_50,allmodesxDahu11xn2,EP,patch,normal,50,7973.428314208984
2247,patch_normal_EP_B_1_50p_51,allmodesxDahu11xn2,EP,patch,normal,51,7704.645202636719
2248,patch_normal_EP_B_1_50p_52,allmodesxDahu11xn2,EP,patch,normal,52,8037.53759765625
2249,patch_normal_EP_B_1_50p_53,allmodesxDahu11xn2,EP,patch,normal,53,7697.712158203125
2250,patch_normal_EP_B_1_50p_54,allmodesxDahu11xn2,EP,patch,normal,54,7675.794891357422
2251,patch_normal_EP_B_1_50p_55,allmodesxDahu11xn2,EP,patch,normal,55,7599.881195068359
2252,patch_normal_EP_B_1_50p_56,allmodesxDahu11xn2,EP,patch,normal,56,8036.708862304687
2253,patch_normal_EP_B_1_50p_57,allmodesxDahu11xn2,EP,patch,normal,57,7821.988037109375
2254,patch_normal_EP_B_1_50p_58,allmodesxDahu11xn2,EP,patch,normal,58,7544.337310791016
2255,patch_normal_EP_B_1_50p_59,allmodesxDahu11xn2,EP,patch,normal,59,7451.270294189453
2256,patch_normal_EP_B_1_50p_6,allmodesxDahu11xn2,EP,patch,normal,6,7455.651580810547
2257,patch_normal_EP_B_1_50p_60,allmodesxDahu11xn2,EP,patch,normal,60,7564.652893066406
2258,patch_normal_EP_B_1_50p_61,allmodesxDahu11xn2,EP,patch,normal,61,7801.177917480469
2259,patch_normal_EP_B_1_50p_62,allmodesxDahu11xn2,EP,patch,normal,62,7429.122100830078
2260,patch_normal_EP_B_1_50p_63,allmodesxDahu11xn2,EP,patch,normal,63,7789.510925292969
2261,patch_normal_EP_B_1_50p_64,allmodesxDahu11xn2,EP,patch,normal,64,7935.655487060547
2262,patch_normal_EP_B_1_50p_65,allmodesxDahu11xn2,EP,patch,normal,65,7603.955230712891
2263,patch_normal_EP_B_1_50p_66,allmodesxDahu11xn2,EP,patch,normal,66,7445.125091552734
2264,patch_normal_EP_B_1_50p_67,allmodesxDahu11xn2,EP,patch,normal,67,7672.020935058594
2265,patch_normal_EP_B_1_50p_68,allmodesxDahu11xn2,EP,patch,normal,68,7798.6793212890625
2266,patch_normal_EP_B_1_50p_69,allmodesxDahu11xn2,EP,patch,normal,69,7762.057189941406
2267,patch_normal_EP_B_1_50p_7,allmodesxDahu11xn2,EP,patch,normal,7,7679.294189453125
2268,patch_normal_EP_B_1_50p_70,allmodesxDahu11xn2,EP,patch,normal,70,8161.381927490234
2269,patch_normal_EP_B_1_50p_71,allmodesxDahu11xn2,EP,patch,normal,71,7780.419097900391
2270,patch_normal_EP_B_1_50p_72,allmodesxDahu11xn2,EP,patch,normal,72,7780.837585449219
2271,patch_normal_EP_B_1_50p_73,allmodesxDahu11xn2,EP,patch,normal,73,7737.544372558594
2272,patch_normal_EP_B_1_50p_74,allmodesxDahu11xn2,EP,patch,normal,74,7898.322357177734
2273,patch_normal_EP_B_1_50p_75,allmodesxDahu11xn2,EP,patch,normal,75,7985.292755126953
2274,patch_normal_EP_B_1_50p_76,allmodesxDahu11xn2,EP,patch,normal,76,7909.1083984375
2275,patch_normal_EP_B_1_50p_77,allmodesxDahu11xn2,EP,patch,normal,77,7648.063873291016
2276,patch_normal_EP_B_1_50p_78,allmodesxDahu11xn2,EP,patch,normal,78,7762.575225830078
2277,patch_normal_EP_B_1_50p_79,allmodesxDahu11xn2,EP,patch,normal,79,7451.440856933594
2278,patch_normal_EP_B_1_50p_8,allmodesxDahu11xn2,EP,patch,normal,8,7486.647155761719
2279,patch_normal_EP_B_1_50p_80,allmodesxDahu11xn2,EP,patch,normal,80,7606.150482177734
2280,patch_normal_EP_B_1_50p_81,allmodesxDahu11xn2,EP,patch,normal,81,7872.3062744140625
2281,patch_normal_EP_B_1_50p_82,allmodesxDahu11xn2,EP,patch,normal,82,7817.6959228515625
2282,patch_normal_EP_B_1_50p_83,allmodesxDahu11xn2,EP,patch,normal,83,7318.576995849609
2283,patch_normal_EP_B_1_50p_84,allmodesxDahu11xn2,EP,patch,normal,84,7608.783020019531
2284,patch_normal_EP_B_1_50p_85,allmodesxDahu11xn2,EP,patch,normal,85,7912.308197021484
2285,patch_normal_EP_B_1_50p_86,allmodesxDahu11xn2,EP,patch,normal,86,8017.498870849609
2286,patch_normal_EP_B_1_50p_87,allmodesxDahu11xn2,EP,patch,normal,87,7514.175109863281
2287,patch_normal_EP_B_1_50p_88,allmodesxDahu11xn2,EP,patch,normal,88,7894.215515136719
2288,patch_normal_EP_B_1_50p_89,allmodesxDahu11xn2,EP,patch,normal,89,7858.418792724609
2289,patch_normal_EP_B_1_50p_9,allmodesxDahu11xn2,EP,patch,normal,9,7876.65771484375
2290,patch_normal_EP_B_1_50p_90,allmodesxDahu11xn2,EP,patch,normal,90,8044.374053955078
2291,patch_normal_EP_B_1_50p_91,allmodesxDahu11xn2,EP,patch,normal,91,9048.562896728516
2292,patch_normal_EP_B_1_50p_92,allmodesxDahu11xn2,EP,patch,normal,92,7671.811676025391
2293,patch_normal_EP_B_1_50p_93,allmodesxDahu11xn2,EP,patch,normal,93,7430.868743896484
2294,patch_normal_EP_B_1_50p_94,allmodesxDahu11xn2,EP,patch,normal,94,7614.312286376953
2295,patch_normal_EP_B_1_50p_95,allmodesxDahu11xn2,EP,patch,normal,95,8121.308044433594
2296,patch_normal_EP_B_1_50p_96,allmodesxDahu11xn2,EP,patch,normal,96,7795.876922607422
2297,patch_normal_EP_B_1_50p_97,allmodesxDahu11xn2,EP,patch,normal,97,8000.071197509766
2298,patch_normal_EP_B_1_50p_98,allmodesxDahu11xn2,EP,patch,normal,98,8006.37060546875
2299,patch_normal_EP_B_1_50p_99,allmodesxDahu11xn2,EP,patch,normal,99,7604.294921875
2300,patch_normal_LU_C_64_1,allmodesxDahu11xn2,LU,patch,normal,1,6736.810272216797
2301,patch_normal_LU_C_64_10,allmodesxDahu11xn2,LU,patch,normal,10,6751.809387207031
2302,patch_normal_LU_C_64_100,allmodesxDahu11xn2,LU,patch,normal,100,6746.942443847656
2303,patch_normal_LU_C_64_11,allmodesxDahu11xn2,LU,patch,normal,11,6518.541656494141
2304,patch_normal_LU_C_64_12,allmodesxDahu11xn2,LU,patch,normal,12,6517.918243408203
2305,patch_normal_LU_C_64_13,allmodesxDahu11xn2,LU,patch,normal,13,6511.997161865234
2306,patch_normal_LU_C_64_14,allmodesxDahu11xn2,LU,patch,normal,14,6519.752746582031
2307,patch_normal_LU_C_64_15,allmodesxDahu11xn2,LU,patch,normal,15,6732.534637451172
2308,patch_normal_LU_C_64_16,allmodesxDahu11xn2,LU,patch,normal,16,6519.3677978515625
2309,patch_normal_LU_C_64_17,allmodesxDahu11xn2,LU,patch,normal,17,6735.004150390625
2310,patch_normal_LU_C_64_18,allmodesxDahu11xn2,LU,patch,normal,18,6515.744415283203
2311,patch_normal_LU_C_64_19,allmodesxDahu11xn2,LU,patch,normal,19,6519.703765869141
2312,patch_normal_LU_C_64_2,allmodesxDahu11xn2,LU,patch,normal,2,6727.969329833984
2313,patch_normal_LU_C_64_20,allmodesxDahu11xn2,LU,patch,normal,20,6730.182800292969
2314,patch_normal_LU_C_64_21,allmodesxDahu11xn2,LU,patch,normal,21,6744.8487548828125
2315,patch_normal_LU_C_64_22,allmodesxDahu11xn2,LU,patch,normal,22,6746.806945800781
2316,patch_normal_LU_C_64_23,allmodesxDahu11xn2,LU,patch,normal,23,6750.525573730469
2317,patch_normal_LU_C_64_24,allmodesxDahu11xn2,LU,patch,normal,24,6743.065246582031
2318,patch_normal_LU_C_64_25,allmodesxDahu11xn2,LU,patch,normal,25,6513.502044677734
2319,patch_normal_LU_C_64_26,allmodesxDahu11xn2,LU,patch,normal,26,6749.1407470703125
2320,patch_normal_LU_C_64_27,allmodesxDahu11xn2,LU,patch,normal,27,6513.667907714844
2321,patch_normal_LU_C_64_28,allmodesxDahu11xn2,LU,patch,normal,28,6515.222869873047
2322,patch_normal_LU_C_64_29,allmodesxDahu11xn2,LU,patch,normal,29,6743.503356933594
2323,patch_normal_LU_C_64_3,allmodesxDahu11xn2,LU,patch,normal,3,6738.905822753906
2324,patch_normal_LU_C_64_30,allmodesxDahu11xn2,LU,patch,normal,30,6748.751220703125
2325,patch_normal_LU_C_64_31,allmodesxDahu11xn2,LU,patch,normal,31,6760.864898681641
2326,patch_normal_LU_C_64_32,allmodesxDahu11xn2,LU,patch,normal,32,6757.110931396484
2327,patch_normal_LU_C_64_33,allmodesxDahu11xn2,LU,patch,normal,33,6517.132843017578
2328,patch_normal_LU_C_64_34,allmodesxDahu11xn2,LU,patch,normal,34,6732.420593261719
2329,patch_normal_LU_C_64_35,allmodesxDahu11xn2,LU,patch,normal,35,6519.187042236328
2330,patch_normal_LU_C_64_36,allmodesxDahu11xn2,LU,patch,normal,36,6738.977722167969
2331,patch_normal_LU_C_64_37,allmodesxDahu11xn2,LU,patch,normal,37,6745.058349609375
2332,patch_normal_LU_C_64_38,allmodesxDahu11xn2,LU,patch,normal,38,6517.363861083984
2333,patch_normal_LU_C_64_39,allmodesxDahu11xn2,LU,patch,normal,39,6746.014099121094
2334,patch_normal_LU_C_64_4,allmodesxDahu11xn2,LU,patch,normal,4,6749.002044677734
2335,patch_normal_LU_C_64_40,allmodesxDahu11xn2,LU,patch,normal,40,6516.34423828125
2336,patch_normal_LU_C_64_41,allmodesxDahu11xn2,LU,patch,normal,41,6514.889495849609
2337,patch_normal_LU_C_64_42,allmodesxDahu11xn2,LU,patch,normal,42,6738.344390869141
2338,patch_normal_LU_C_64_43,allmodesxDahu11xn2,LU,patch,normal,43,6755.2730712890625
2339,patch_normal_LU_C_64_44,allmodesxDahu11xn2,LU,patch,normal,44,6514.703033447266
2340,patch_normal_LU_C_64_45,allmodesxDahu11xn2,LU,patch,normal,45,6513.038177490234
2341,patch_normal_LU_C_64_46,allmodesxDahu11xn2,LU,patch,normal,46,6723.936065673828
2342,patch_normal_LU_C_64_47,allmodesxDahu11xn2,LU,patch,normal,47,6737.2164306640625
2343,patch_normal_LU_C_64_48,allmodesxDahu11xn2,LU,patch,normal,48,6751.85107421875
2344,patch_normal_LU_C_64_49,allmodesxDahu11xn2,LU,patch,normal,49,6755.005187988281
2345,patch_normal_LU_C_64_5,allmodesxDahu11xn2,LU,patch,normal,5,6754.074188232422
2346,patch_normal_LU_C_64_50,allmodesxDahu11xn2,LU,patch,normal,50,6518.20361328125
