,RAPL_ENERGY_DRAM_0,"RAPL_ENERGY_DRAM_0
",RAPL_ENERGY_DRAM_1,"RAPL_ENERGY_DRAM_1
",RAPL_ENERGY_DRAM_all,RAPL_ENERGY_PKG_0,"RAPL_ENERGY_PKG_0
",RAPL_ENERGY_PKG_1,"RAPL_ENERGY_PKG_1
",RAPL_ENERGY_PKG_all,begin,end,entryNumber,machineName,target,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
149,208.0039291381836,,47.540977478027344,,2377.7428131103516,1477.3261413574219,,644.8717651367188,,4755.485626220703,2019-07-15 08:49:02.704,2019-07-15 08:49:14.712,1,50pbistest,cstates_oneCPU_CG_C_32_1,12.008,365.80658663236176,cstates,oneCPU,CG,C,32,cstates oneCPU
193,194.07415008544922,,43.643890380859375,,2192.3684005737305,1379.1498718261719,,575.50048828125,,4384.736801147461,2019-07-15 08:49:17.716,2019-07-15 08:49:28.723,2,50pbistest,cstates_oneCPU_CG_C_32_2,11.007,365.3947334289551,cstates,oneCPU,CG,C,32,cstates oneCPU
232,208.4380874633789,,47.76874542236328,,2368.576400756836,1483.5946350097656,,628.7749328613281,,4737.152801513672,2019-07-15 08:49:31.727,2019-07-15 08:49:43.734,3,50pbistest,cstates_oneCPU_CG_C_32_3,12.007,364.3963693472055,cstates,oneCPU,CG,C,32,cstates oneCPU
275,195.84393310546875,,43.693992614746094,,2200.83016204834,1381.0447998046875,,580.2474365234375,,4401.66032409668,2019-07-15 08:49:46.738,2019-07-15 08:49:57.745,4,50pbistest,cstates_oneCPU_CG_C_32_4,11.007,366.80502700805664,cstates,oneCPU,CG,C,32,cstates oneCPU
315,194.88756561279297,,43.70690155029297,,2201.8594818115234,1381.3868103027344,,581.8782043457031,,4403.718963623047,2019-07-15 08:50:00.749,2019-07-15 08:50:11.756,5,50pbistest,cstates_oneCPU_CG_C_32_5,11.007,366.9765803019206,cstates,oneCPU,CG,C,32,cstates oneCPU
356,192.61711883544922,,43.777740478515625,,2188.56649017334,1368.6622924804688,,583.5093383789062,,4377.13298034668,2019-07-15 08:50:14.760,2019-07-15 08:50:25.766,6,50pbistest,cstates_oneCPU_CG_C_32_6,11.006,364.76108169555664,cstates,oneCPU,CG,C,32,cstates oneCPU
398,196.42591857910156,,43.67979431152344,,2205.5487365722656,1382.6234130859375,,582.8196105957031,,4411.097473144531,2019-07-15 08:50:29.771,2019-07-15 08:50:40.778,7,50pbistest,cstates_oneCPU_CG_C_32_7,11.007,367.5914560953776,cstates,oneCPU,CG,C,32,cstates oneCPU
438,193.65865325927734,,43.733367919921875,,2196.107353210449,1379.74755859375,,578.9677734375,,4392.214706420898,2019-07-15 08:50:43.782,2019-07-15 08:50:54.789,8,50pbistest,cstates_oneCPU_CG_C_32_8,11.007,366.0178922017415,cstates,oneCPU,CG,C,32,cstates oneCPU
477,209.7201690673828,,47.757904052734375,,2369.3981170654297,1488.7676696777344,,623.1523742675781,,4738.796234130859,2019-07-15 08:50:57.794,2019-07-15 08:51:09.803,9,50pbistest,cstates_oneCPU_CG_C_32_9,12.009,364.5227872408353,cstates,oneCPU,CG,C,32,cstates oneCPU
520,196.246826171875,,43.62128448486328,,2196.707405090332,1383.1740417480469,,573.6652526855469,,4393.414810180664,2019-07-15 08:51:12.807,2019-07-15 08:51:23.815,10,50pbistest,cstates_oneCPU_CG_C_32_10,11.008,366.1179008483887,cstates,oneCPU,CG,C,32,cstates oneCPU
560,193.8736572265625,,43.76555633544922,,2182.1696701049805,1373.1792602539062,,571.3511962890625,,4364.339340209961,2019-07-15 08:51:26.819,2019-07-15 08:51:37.832,11,50pbistest,cstates_oneCPU_CG_C_32_11,11.013,363.69494501749676,cstates,oneCPU,CG,C,32,cstates oneCPU
603,196.3368377685547,,43.910491943359375,,2193.1258087158203,1382.2307434082031,,570.6477355957031,,4386.251617431641,2019-07-15 08:51:41.836,2019-07-15 08:51:52.844,12,50pbistest,cstates_oneCPU_CG_C_32_12,11.008,365.5209681193034,cstates,oneCPU,CG,C,32,cstates oneCPU
643,195.48395538330078,,43.746368408203125,,2179.656105041504,1382.0479431152344,,558.3778381347656,,4359.312210083008,2019-07-15 08:51:55.848,2019-07-15 08:52:06.856,13,50pbistest,cstates_oneCPU_CG_C_32_13,11.008,363.2760175069173,cstates,oneCPU,CG,C,32,cstates oneCPU
682,209.9033966064453,,47.997352600097656,,2355.5129013061523,1490.2879028320312,,607.3242492675781,,4711.025802612305,2019-07-15 08:52:09.860,2019-07-15 08:52:21.871,14,50pbistest,cstates_oneCPU_CG_C_32_14,12.011,362.38660020094653,cstates,oneCPU,CG,C,32,cstates oneCPU
725,196.50997161865234,,43.880714416503906,,2182.364532470703,1384.0647277832031,,557.9091186523438,,4364.729064941406,2019-07-15 08:52:24.876,2019-07-15 08:52:35.884,15,50pbistest,cstates_oneCPU_CG_C_32_15,11.008,363.7274220784505,cstates,oneCPU,CG,C,32,cstates oneCPU
766,194.55113983154297,,43.900177001953125,,2171.9099655151367,1376.2044982910156,,557.254150390625,,4343.819931030273,2019-07-15 08:52:38.888,2019-07-15 08:52:49.901,16,50pbistest,cstates_oneCPU_CG_C_32_16,11.013,361.98499425252277,cstates,oneCPU,CG,C,32,cstates oneCPU
805,210.3495635986328,,48.045074462890625,,2354.964645385742,1490.8847961425781,,605.6852111816406,,4709.929290771484,2019-07-15 08:52:52.906,2019-07-15 08:53:04.914,17,50pbistest,cstates_oneCPU_CG_C_32_17,12.008,362.302253136268,cstates,oneCPU,CG,C,32,cstates oneCPU
849,194.9429702758789,,43.85277557373047,,2180.0358276367188,1384.3797607421875,,556.8603210449219,,4360.0716552734375,2019-07-15 08:53:07.918,2019-07-15 08:53:18.926,18,50pbistest,cstates_oneCPU_CG_C_32_18,11.008,363.3393046061198,cstates,oneCPU,CG,C,32,cstates oneCPU
890,197.33019256591797,,43.863372802734375,,2179.625419616699,1383.23779296875,,555.1940612792969,,4359.250839233398,2019-07-15 08:53:22.930,2019-07-15 08:53:33.938,19,50pbistest,cstates_oneCPU_CG_C_32_19,11.008,363.2709032694499,cstates,oneCPU,CG,C,32,cstates oneCPU
930,196.8337631225586,,43.859535217285156,,2180.2057495117188,1383.9645385742188,,555.5479125976562,,4360.4114990234375,2019-07-15 08:53:36.942,2019-07-15 08:53:47.949,20,50pbistest,cstates_oneCPU_CG_C_32_20,11.007,363.3676249186198,cstates,oneCPU,CG,C,32,cstates oneCPU
1005,95.1978988647461,,95.36474609375,,1707.4722518920898,759.3719787597656,,757.5376281738281,,3414.9445037841797,2019-07-15 08:59:19.925,2019-07-15 08:59:25.930,1,50pbistest,cstates_noHT_CG_C_32_1,6.005,487.84921482631137,cstates,noHT,CG,C,32,cstates noHT
1030,96.04771423339844,,96.01193237304688,,1713.9486541748047,761.9446716308594,,759.9443359375,,3427.8973083496094,2019-07-15 08:59:28.934,2019-07-15 08:59:34.938,2,50pbistest,cstates_noHT_CG_C_32_2,6.004,489.6996154785156,cstates,noHT,CG,C,32,cstates noHT
1056,108.5761489868164,,102.28521728515625,,1961.7424087524414,878.5171813964844,,872.3638610839844,,3923.484817504883,2019-07-15 08:59:37.943,2019-07-15 08:59:44.948,3,50pbistest,cstates_noHT_CG_C_32_3,7.005,490.43560218811035,cstates,noHT,CG,C,32,cstates noHT
1083,93.44853973388672,,93.08477783203125,,1687.252311706543,750.6540832519531,,750.0649108886719,,3374.504623413086,2019-07-15 08:59:47.953,2019-07-15 08:59:53.958,4,50pbistest,cstates_noHT_CG_C_32_4,6.005,482.0720890590123,cstates,noHT,CG,C,32,cstates noHT
1110,96.33568572998047,,95.26795959472656,,1716.3837966918945,763.1980590820312,,761.5820922851562,,3432.767593383789,2019-07-15 08:59:57.962,2019-07-15 09:00:03.966,5,50pbistest,cstates_noHT_CG_C_32_5,6.004,490.39537048339844,cstates,noHT,CG,C,32,cstates noHT
