,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax,RAPL_ENERGY_PKG_BOTH
1690,normal_test_UL_A_1_4,310.8377685546875,646.7799682617188,4119.317230224609,5281.797424316406,2019-08-06 08:50:28.054,2019-08-06 08:51:57.123,4,10358.732391357422,20717.464782714844,Dahu31,89.069,115.09702657063802,normal,test,UL,A,1,normal,9401.114654541016
1964,normal_test_UL_A_1_5,319.63599395751953,667.4470520019531,4278.027587890625,5501.947937011719,2019-08-06 08:52:00.128,2019-08-06 08:53:32.195,5,10767.058570861816,21534.117141723633,Dahu31,92.067,115.77482334260017,normal,test,UL,A,1,normal,9779.975524902344
2247,normal_test_UL_A_1_6,647.5692367553711,346.5774383544922,5066.437927246094,4538.229705810547,2019-08-06 08:53:35.200,2019-08-06 08:55:07.265,6,10598.814308166504,21197.628616333008,Dahu31,92.065,113.9657452491022,normal,test,UL,A,1,normal,9604.66763305664
2530,normal_test_UL_A_1_7,318.6720199584961,668.0871734619141,4287.026062011719,5448.317199707031,2019-08-06 08:55:10.269,2019-08-06 08:56:42.336,7,10722.10245513916,21444.20491027832,Dahu31,92.067,115.29142424880817,normal,test,UL,A,1,normal,9735.34326171875
2814,normal_test_UL_A_1_8,625.7690124511719,335.236083984375,4915.143585205078,4264.123870849609,2019-08-06 08:56:46.343,2019-08-06 08:58:15.410,8,10140.272552490234,20280.54510498047,Dahu31,89.067,112.66969502766928,normal,test,UL,A,1,normal,9179.267456054688
3089,normal_test_UL_A_1_9,304.9392623901367,640.0570526123047,4046.4358825683594,5193.935729980469,2019-08-06 08:58:18.414,2019-08-06 08:59:46.481,9,10185.36792755127,20370.73585510254,Dahu31,88.067,114.442336264621,normal,test,UL,A,1,normal,9240.371612548828
3362,normal_test_UL_A_1_10,308.1675720214844,647.3613128662109,4116.60546875,5302.7161865234375,2019-08-06 08:59:50.487,2019-08-06 09:01:19.553,10,10374.850540161133,20749.701080322266,Dahu31,89.066,115.27611711290147,normal,test,UL,A,1,normal,9419.321655273438
3636,normal_test_UL_A_1_11,311.59832763671875,654.1813812255859,4174.15380859375,5321.351989746094,2019-08-06 09:01:22.558,2019-08-06 09:02:52.628,11,10461.285507202148,20922.571014404297,Dahu31,90.07,114.9591813978258,normal,test,UL,A,1,normal,9495.505798339844
3912,normal_test_UL_A_1_12,619.6106262207031,330.6506881713867,4855.688995361328,4223.593902587891,2019-08-06 09:02:55.633,2019-08-06 09:04:23.698,12,10029.544212341309,20059.088424682617,Dahu31,88.065,112.69150800383493,normal,test,UL,A,1,normal,9079.282897949219
4184,normal_test_UL_A_1_13,301.1035842895508,630.7436370849609,4017.657012939453,5117.4595947265625,2019-08-06 09:04:26.703,2019-08-06 09:05:53.770,13,10066.963829040527,20133.927658081055,Dahu31,87.067,114.3973162390969,normal,test,UL,A,1,normal,9135.116607666016
4454,normal_test_UL_A_1_14,314.46148681640625,659.8898162841797,4231.667175292969,5437.131134033203,2019-08-06 09:05:57.775,2019-08-06 09:07:28.843,14,10643.149612426758,21286.299224853516,Dahu31,91.068,115.68640883072563,normal,test,UL,A,1,normal,9668.798309326172
4734,normal_test_UL_A_1_15,619.4759674072266,330.4508743286133,4847.446441650391,4226.574127197266,2019-08-06 09:07:31.849,2019-08-06 09:08:59.914,15,10023.947410583496,20047.894821166992,Dahu31,88.065,112.6286225908258,normal,test,UL,A,1,normal,9074.020568847656
5005,normal_test_UL_A_1_16,619.6556625366211,329.9084243774414,4866.002899169922,4217.843719482422,2019-08-06 09:09:02.920,2019-08-06 09:10:30.985,16,10033.410705566406,20066.821411132812,Dahu31,88.065,112.73495174793715,normal,test,UL,A,1,normal,9083.846618652344
5275,normal_test_UL_A_1_17,626.6763305664062,334.5036392211914,4896.182189941406,4327.5947265625,2019-08-06 09:10:33.990,2019-08-06 09:12:03.054,17,10184.956886291504,20369.913772583008,Dahu31,89.064,113.16618762546115,normal,test,UL,A,1,normal,9223.776916503906
5552,normal_test_UL_A_1_18,640.9773025512695,342.31282806396484,5035.191314697266,4420.685821533203,2019-08-06 09:12:07.059,2019-08-06 09:13:38.129,18,10439.167266845703,20878.334533691406,Dahu31,91.07,113.4692094222359,normal,test,UL,A,1,normal,9455.877136230469
5831,normal_test_UL_A_1_19,622.0211410522461,330.1055908203125,4839.344665527344,4223.483856201172,2019-08-06 09:13:41.134,2019-08-06 09:15:09.197,19,10014.955253601074,20029.91050720215,Dahu31,88.063,112.52758711911319,normal,test,UL,A,1,normal,9062.828521728516
6103,normal_test_UL_A_1_20,308.59136962890625,644.1899566650391,4110.618103027344,5261.109649658203,2019-08-06 09:15:12.202,2019-08-06 09:16:41.269,20,10324.509078979492,20649.018157958984,Dahu31,89.067,114.71676754421658,normal,test,UL,A,1,normal,9371.727752685547
6427,optimized_test_LU_B_32_1,152.13411712646484,46.30186462402344,1500.2228393554688,647.5339050292969,2019-08-06 09:22:21.463,2019-08-06 09:22:33.471,1,2346.192726135254,4692.385452270508,Dahu31,12.008,180.4763635488657,optimized,test,LU,B,32,optimized,2147.7567443847656
6470,optimized_test_LU_B_32_2,151.84078216552734,46.548545837402344,1491.8902893066406,651.3974304199219,2019-08-06 09:22:36.475,2019-08-06 09:22:48.483,2,2341.677047729492,4683.354095458984,Dahu31,12.008,180.1290036714994,optimized,test,LU,B,32,optimized,2143.2877197265625
6513,optimized_test_LU_B_32_3,162.7177505493164,49.99622344970703,1601.017822265625,701.0202026367188,2019-08-06 09:22:51.488,2019-08-06 09:23:04.495,3,2514.751998901367,5029.503997802734,Dahu31,13.007,179.62514277866907,optimized,test,LU,B,32,optimized,2302.0380249023438
6559,optimized_test_LU_B_32_4,152.58416748046875,45.87940216064453,1502.040283203125,644.1572265625,2019-08-06 09:23:07.500,2019-08-06 09:23:19.507,4,2344.6610794067383,4689.322158813477,Dahu31,12.007,180.35854456974909,optimized,test,LU,B,32,optimized,2146.197509765625
6603,optimized_test_LU_B_32_5,151.39763641357422,46.00147247314453,1489.897705078125,641.82080078125,2019-08-06 09:23:22.511,2019-08-06 09:23:34.521,5,2329.1176147460938,4658.2352294921875,Dahu31,12.01,179.1628934420072,optimized,test,LU,B,32,optimized,2131.718505859375
6647,optimized_test_LU_B_32_6,152.79202270507812,46.11023712158203,1502.3450927734375,646.5483093261719,2019-08-06 09:23:38.527,2019-08-06 09:23:50.535,6,2347.7956619262695,4695.591323852539,Dahu31,12.008,180.59966630202072,optimized,test,LU,B,32,optimized,2148.8934020996094
6690,optimized_test_LU_B_32_7,152.332763671875,46.038978576660156,1497.0660705566406,638.9722595214844,2019-08-06 09:23:53.539,2019-08-06 09:24:05.551,7,2334.41007232666,4668.82014465332,Dahu31,12.012,179.57000556358923,optimized,test,LU,B,32,optimized,2136.038330078125
6733,optimized_test_LU_B_32_8,163.33871459960938,50.11412048339844,1603.3973083496094,690.377685546875,2019-08-06 09:24:08.556,2019-08-06 09:24:21.563,8,2507.227828979492,5014.455657958984,Dahu31,13.007,179.08770206996374,optimized,test,LU,B,32,optimized,2293.7749938964844
6779,optimized_test_LU_B_32_9,153.07726287841797,46.072959899902344,1504.4277648925781,642.0715637207031,2019-08-06 09:24:24.568,2019-08-06 09:24:36.575,9,2345.6495513916016,4691.299102783203,Dahu31,12.007,180.43458087627704,optimized,test,LU,B,32,optimized,2146.4993286132812
6823,optimized_test_LU_B_32_10,152.23261260986328,46.11378479003906,1493.3167419433594,635.7501831054688,2019-08-06 09:24:39.580,2019-08-06 09:24:51.592,10,2327.4133224487305,4654.826644897461,Dahu31,12.012,179.03179403451773,optimized,test,LU,B,32,optimized,2129.066925048828
6865,optimized_test_LU_B_32_11,163.78204345703125,50.24859619140625,1606.9088439941406,690.1327514648438,2019-08-06 09:24:54.597,2019-08-06 09:25:07.606,11,2511.072235107422,5022.144470214844,Dahu31,13.009,179.36230250767298,optimized,test,LU,B,32,optimized,2297.0415954589844
6911,optimized_test_LU_B_32_12,153.54790496826172,46.126220703125,1505.1951904296875,636.7626037597656,2019-08-06 09:25:10.610,2019-08-06 09:25:22.618,12,2341.63191986084,4683.26383972168,Dahu31,12.008,180.12553229698767,optimized,test,LU,B,32,optimized,2141.957794189453
6955,optimized_test_LU_B_32_13,152.0209197998047,46.29450225830078,1493.1244201660156,636.2082214355469,2019-08-06 09:25:25.623,2019-08-06 09:25:37.638,13,2327.648063659668,4655.296127319336,Dahu31,12.015,179.04985105074368,optimized,test,LU,B,32,optimized,2129.3326416015625
6999,optimized_test_LU_B_32_14,153.46219635009766,46.197540283203125,1504.0224304199219,637.2459106445312,2019-08-06 09:25:41.643,2019-08-06 09:25:53.650,14,2340.928077697754,4681.856155395508,Dahu31,12.007,180.07139059213492,optimized,test,LU,B,32,optimized,2141.268341064453
7043,optimized_test_LU_B_32_15,153.17433166503906,46.1475830078125,1502.5538635253906,636.709716796875,2019-08-06 09:25:56.654,2019-08-06 09:26:08.666,15,2338.585494995117,4677.170989990234,Dahu31,12.012,179.89119192270132,optimized,test,LU,B,32,optimized,2139.2635803222656
7085,optimized_test_LU_B_32_16,163.88035583496094,50.14653778076172,1604.9780883789062,685.8059997558594,2019-08-06 09:26:11.672,2019-08-06 09:26:24.680,16,2504.8109817504883,5009.621963500977,Dahu31,13.008,178.91507012503487,optimized,test,LU,B,32,optimized,2290.7840881347656
7131,optimized_test_LU_B_32_17,153.5536880493164,45.96320343017578,1503.9596252441406,638.8016357421875,2019-08-06 09:26:27.684,2019-08-06 09:26:39.692,17,2342.2781524658203,4684.556304931641,Dahu31,12.008,180.1752424973708,optimized,test,LU,B,32,optimized,2142.761260986328
7175,optimized_test_LU_B_32_18,164.08804321289062,50.022193908691406,1609.177734375,690.0822448730469,2019-08-06 09:26:42.696,2019-08-06 09:26:55.707,18,2513.370216369629,5026.740432739258,Dahu31,13.011,179.52644402640206,optimized,test,LU,B,32,optimized,2299.259979248047
7220,optimized_test_LU_B_32_19,153.94512176513672,45.915443420410156,1504.5043334960938,636.8801879882812,2019-08-06 09:26:58.712,2019-08-06 09:27:10.719,19,2341.245086669922,4682.490173339844,Dahu31,12.007,180.0957758976863,optimized,test,LU,B,32,optimized,2141.384521484375
7263,optimized_test_LU_B_32_20,153.2643280029297,46.04267120361328,1500.912109375,640.6924438476562,2019-08-06 09:27:13.723,2019-08-06 09:27:25.732,20,2340.911552429199,4681.823104858398,Dahu31,12.009,180.0701194176307,optimized,test,LU,B,32,optimized,2141.6045532226562
7306,optimized_test_UL_A_1_1,1042.3498077392578,561.429443359375,8551.392852783203,8105.985687255859,2019-08-06 09:27:28.737,2019-08-06 09:29:55.827,1,18261.157791137695,36522.31558227539,Dahu31,147.09,123.38620129147091,optimized,test,UL,A,1,optimized,16657.378540039062
7756,optimized_test_UL_A_1_2,1035.0050506591797,561.2353973388672,8361.938568115234,8244.30697631836,2019-08-06 09:29:59.831,2019-08-06 09:32:26.921,2,18202.48599243164,36404.97198486328,Dahu31,147.09,122.98977021913271,optimized,test,UL,A,1,optimized,16606.245544433594
8205,optimized_test_UL_A_1_3,1029.982276916504,561.805305480957,8377.35888671875,8208.281005859375,2019-08-06 09:32:29.925,2019-08-06 09:34:57.018,3,18177.427474975586,36354.85494995117,Dahu31,147.093,122.8204559119972,optimized,test,UL,A,1,optimized,16585.639892578125
8652,optimized_test_UL_A_1_4,1028.8109817504883,560.1198654174805,8397.025177001953,8247.42935180664,2019-08-06 09:35:00.022,2019-08-06 09:37:27.102,4,18233.385375976562,36466.770751953125,Dahu31,147.08,123.19854983767948,optimized,test,UL,A,1,optimized,16644.454528808594
9102,optimized_test_UL_A_1_5,1028.6229629516602,561.6025314331055,8413.80630493164,8252.979095458984,2019-08-06 09:37:31.106,2019-08-06 09:39:58.196,5,18257.01089477539,36514.02178955078,Dahu31,147.09,123.35818172145534,optimized,test,UL,A,1,optimized,16666.785400390625
9551,optimized_test_UL_A_1_6,1028.2926025390625,559.5690383911133,8345.557830810547,8214.079010009766,2019-08-06 09:40:01.200,2019-08-06 09:42:28.288,6,18147.49848175049,36294.99696350098,Dahu31,147.088,122.6182329848006,optimized,test,UL,A,1,optimized,16559.636840820312
9999,optimized_test_UL_A_1_7,1028.1444931030273,560.3533554077148,8368.645446777344,8209.542541503906,2019-08-06 09:42:31.293,2019-08-06 09:44:58.371,7,18166.685836791992,36333.371673583984,Dahu31,147.078,122.74787727562156,optimized,test,UL,A,1,optimized,16578.18798828125
10449,optimized_test_UL_A_1_8,1029.6643676757812,560.8034896850586,8410.565704345703,8226.979614257812,2019-08-06 09:45:02.375,2019-08-06 09:47:29.468,8,18228.013175964355,36456.02635192871,Dahu31,147.093,123.16225118894835,optimized,test,UL,A,1,optimized,16637.545318603516
10897,optimized_test_UL_A_1_9,1028.9708938598633,559.8731307983398,8355.272888183594,8256.263763427734,2019-08-06 09:47:32.472,2019-08-06 09:49:59.563,9,18200.38067626953,36400.76135253906,Dahu31,147.091,122.97554510992927,optimized,test,UL,A,1,optimized,16611.536651611328
11344,optimized_test_UL_A_1_10,1026.003059387207,562.325798034668,8429.318542480469,8247.833465576172,2019-08-06 09:50:02.568,2019-08-06 09:52:29.660,10,18265.480865478516,36530.96173095703,Dahu31,147.092,123.41541125323322,optimized,test,UL,A,1,optimized,16677.15200805664
11793,optimized_test_UL_A_1_11,1026.2482986450195,562.1753616333008,8381.048736572266,8211.099578857422,2019-08-06 09:52:32.664,2019-08-06 09:54:59.743,11,18180.571975708008,36361.143951416016,Dahu31,147.079,122.84170253856762,optimized,test,UL,A,1,optimized,16592.148315429688
12243,optimized_test_UL_A_1_12,1027.9436874389648,562.3000030517578,8418.60092163086,8232.178802490234,2019-08-06 09:55:03.747,2019-08-06 09:57:30.839,12,18241.023414611816,36482.04682922363,Dahu31,147.092,123.2501582068366,optimized,test,UL,A,1,optimized,16650.779724121094
12690,optimized_test_UL_A_1_13,1036.531379699707,566.2953491210938,8455.069580078125,8174.321319580078,2019-08-06 09:57:33.843,2019-08-06 10:00:01.921,13,18232.217628479004,36464.43525695801,Dahu31,148.078,122.36387670120136,optimized,test,UL,A,1,optimized,16629.390899658203
13142,optimized_test_UL_A_1_14,1029.1401824951172,564.0237655639648,8395.368835449219,8244.677612304688,2019-08-06 10:00:04.925,2019-08-06 10:02:32.016,14,18233.21039581299,36466.42079162598,Dahu31,147.091,123.19736753927695,optimized,test,UL,A,1,optimized,16640.046447753906
13590,optimized_test_UL_A_1_15,1027.4003067016602,564.3026428222656,8412.779022216797,8240.190826416016,2019-08-06 10:02:35.021,2019-08-06 10:05:02.099,15,18244.67279815674,36489.34559631348,Dahu31,147.078,123.27481620376174,optimized,test,UL,A,1,optimized,16652.969848632812
14040,optimized_test_UL_A_1_16,1028.2445526123047,562.692253112793,8384.22348022461,8219.82876586914,2019-08-06 10:05:06.104,2019-08-06 10:07:33.195,16,18194.989051818848,36389.978103637695,Dahu31,147.091,122.93911521499221,optimized,test,UL,A,1,optimized,16604.05224609375
14487,optimized_test_UL_A_1_17,1027.5718688964844,563.3462753295898,8421.319946289062,8229.683227539062,2019-08-06 10:07:36.200,2019-08-06 10:10:03.289,17,18241.9213180542,36483.8426361084,Dahu31,147.089,123.25622512198784,optimized,test,UL,A,1,optimized,16651.003173828125
14936,optimized_test_UL_A_1_18,1028.420150756836,564.1856918334961,8384.47573852539,8175.863189697266,2019-08-06 10:10:06.294,2019-08-06 10:12:33.374,18,18152.94477081299,36305.88954162598,Dahu31,147.08,122.65503223522289,optimized,test,UL,A,1,optimized,16560.338928222656
15386,optimized_test_UL_A_1_19,1027.459129333496,564.7266998291016,8318.430145263672,8222.764892578125,2019-08-06 10:12:37.378,2019-08-06 10:15:04.471,19,18133.380867004395,36266.76173400879,Dahu31,147.093,122.52284369597564,optimized,test,UL,A,1,optimized,16541.195037841797
15833,optimized_test_UL_A_1_20,1029.607894897461,564.2311401367188,8416.193756103516,8216.122192382812,2019-08-06 10:15:07.475,2019-08-06 10:17:34.567,20,18226.154983520508,36452.309967041016,Dahu31,147.092,123.14969583459802,optimized,test,UL,A,1,optimized,16632.315948486328
