,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
222,normal_test_pbzip_C_32_1,71.10848236083984,66.14990997314453,839.5553283691406,828.6360168457031,2019-08-05 12:00:30.379,2019-08-05 12:00:38.385,1,1805.4497375488281,3610.8994750976562,optxDahu10xmix,8.006,200.60552639431424,normal,test,pbzip,C,32,normal test
253,normal_test_pbzip_C_32_2,72.90792846679688,64.86286926269531,833.0469055175781,814.2373657226562,2019-08-05 12:00:41.390,2019-08-05 12:00:49.396,2,1785.0550689697266,3570.110137939453,optxDahu10xmix,8.006,198.3394521077474,normal,test,pbzip,C,32,normal test
286,normal_test_pbzip_C_32_3,73.20169067382812,64.87384796142578,855.6194152832031,784.6887512207031,2019-08-05 12:00:53.402,2019-08-05 12:01:01.408,3,1778.3837051391602,3556.7674102783203,optxDahu10xmix,8.006,197.59818945990668,normal,test,pbzip,C,32,normal test
319,normal_test_pbzip_C_32_4,71.10227966308594,66.25138092041016,839.6244812011719,857.3772583007812,2019-08-05 12:01:05.415,2019-08-05 12:01:13.421,4,1834.3554000854492,3668.7108001708984,optxDahu10xmix,8.006,203.817266676161,normal,test,pbzip,C,32,normal test
351,normal_test_pbzip_C_32_5,64.48168182373047,89.05779266357422,750.600830078125,1108.02685546875,2019-08-05 12:01:16.426,2019-08-05 12:01:25.433,5,2012.1671600341797,4024.3343200683594,optxDahu10xmix,9.007,201.21671600341796,normal,test,pbzip,C,32,normal test
384,normal_test_pbzip_C_32_6,72.4188003540039,80.88819122314453,848.5574035644531,1007.7462463378906,2019-08-05 12:01:28.438,2019-08-05 12:01:37.445,6,2009.6106414794922,4019.2212829589844,optxDahu10xmix,9.007,200.96106414794923,normal,test,pbzip,C,32,normal test
418,normal_test_pbzip_C_32_7,62.02668762207031,57.895957946777344,763.9678344726562,769.0003356933594,2019-08-05 12:01:40.450,2019-08-05 12:01:47.455,7,1652.8908157348633,3305.7816314697266,optxDahu10xmix,7.005,206.6113519668579,normal,test,pbzip,C,32,normal test
449,normal_test_pbzip_C_32_8,77.63130950927734,60.50299835205078,894.4323425292969,799.630126953125,2019-08-05 12:01:51.461,2019-08-05 12:01:59.466,8,1832.19677734375,3664.3935546875,optxDahu10xmix,8.005,203.57741970486111,normal,test,pbzip,C,32,normal test
482,normal_test_pbzip_C_32_9,79.17399597167969,59.783538818359375,942.6923217773438,766.3391723632812,2019-08-05 12:02:03.473,2019-08-05 12:02:11.479,9,1847.989028930664,3695.978057861328,optxDahu10xmix,8.006,205.33211432562933,normal,test,pbzip,C,32,normal test
514,normal_test_pbzip_C_32_10,66.80816650390625,70.77059936523438,776.9248657226562,889.8177795410156,2019-08-05 12:02:15.484,2019-08-05 12:02:23.491,10,1804.3214111328125,3608.642822265625,optxDahu10xmix,8.007,200.48015679253473,normal,test,pbzip,C,32,normal test
545,normal_test_pbzip_C_32_11,68.5970687866211,85.1187973022461,792.7676696777344,1066.8734436035156,2019-08-05 12:02:26.497,2019-08-05 12:02:35.503,11,2013.3569793701172,4026.7139587402344,optxDahu10xmix,9.006,201.33569793701173,normal,test,pbzip,C,32,normal test
579,normal_test_pbzip_C_32_12,77.20616912841797,74.8429946899414,926.9204711914062,985.5662231445312,2019-08-05 12:02:38.508,2019-08-05 12:02:47.514,12,2064.535858154297,4129.071716308594,optxDahu10xmix,9.006,206.45358581542968,normal,test,pbzip,C,32,normal test
613,normal_test_pbzip_C_32_13,71.38550567626953,66.22566986083984,872.7046203613281,851.9580993652344,2019-08-05 12:02:50.519,2019-08-05 12:02:58.525,13,1862.2738952636719,3724.5477905273438,optxDahu10xmix,8.006,206.91932169596353,normal,test,pbzip,C,32,normal test
644,normal_test_pbzip_C_32_14,77.0447006225586,76.93135070800781,887.125,967.6073303222656,2019-08-05 12:03:01.530,2019-08-05 12:03:10.537,14,2008.708381652832,4017.416763305664,optxDahu10xmix,9.007,200.8708381652832,normal,test,pbzip,C,32,normal test
680,normal_test_pbzip_C_32_15,69.79065704345703,69.51861572265625,843.0874328613281,875.9543762207031,2019-08-05 12:03:14.543,2019-08-05 12:03:22.549,15,1858.3510818481445,3716.702163696289,optxDahu10xmix,8.006,206.48345353868274,normal,test,pbzip,C,32,normal test
712,normal_test_pbzip_C_32_16,80.64952850341797,74.11441802978516,940.2801208496094,918.6543579101562,2019-08-05 12:03:25.553,2019-08-05 12:03:34.560,16,2013.6984252929688,4027.3968505859375,optxDahu10xmix,9.007,201.36984252929688,normal,test,pbzip,C,32,normal test
745,normal_test_pbzip_C_32_17,74.15772247314453,81.16857147216797,857.9977416992188,1024.3810729980469,2019-08-05 12:03:37.565,2019-08-05 12:03:46.572,17,2037.7051086425781,4075.4102172851562,optxDahu10xmix,9.007,203.7705108642578,normal,test,pbzip,C,32,normal test
779,normal_test_pbzip_C_32_18,84.56914520263672,69.83966064453125,1010.9061584472656,847.2960510253906,2019-08-05 12:03:49.577,2019-08-05 12:03:58.583,18,2012.6110153198242,4025.2220306396484,optxDahu10xmix,9.006,201.26110153198243,normal,test,pbzip,C,32,normal test
813,normal_test_pbzip_C_32_19,74.63689422607422,77.77193450927734,865.4132385253906,954.9719848632812,2019-08-05 12:04:01.589,2019-08-05 12:04:10.596,19,1972.7940521240234,3945.588104248047,optxDahu10xmix,9.007,197.27940521240234,normal,test,pbzip,C,32,normal test
849,normal_test_pbzip_C_32_20,76.32687377929688,79.97406768798828,900.7102661132812,982.2890625,2019-08-05 12:04:14.601,2019-08-05 12:04:23.608,20,2039.3002700805664,4078.600540161133,optxDahu10xmix,9.007,203.93002700805664,normal,test,pbzip,C,32,normal test
887,normal_test_sha_B_1_1,7.591033935546875,12.996231079101562,103.60260009765625,128.67047119140625,2019-08-05 12:04:28.615,2019-08-05 12:04:30.617,1,252.86033630371094,505.7206726074219,optxDahu10xmix,2.002,84.28677876790364,normal,test,sha,B,1,normal test
902,normal_test_sha_B_1_2,7.500801086425781,12.949462890625,104.08670043945312,127.0728759765625,2019-08-05 12:04:34.623,2019-08-05 12:04:36.625,2,251.6098403930664,503.2196807861328,optxDahu10xmix,2.002,83.8699467976888,normal,test,sha,B,1,normal test
917,normal_test_sha_B_1_3,11.156082153320312,19.458526611328125,172.0369873046875,192.51321411132812,2019-08-05 12:04:40.632,2019-08-05 12:04:43.634,3,395.16481018066406,790.3296203613281,optxDahu10xmix,3.002,98.79120254516602,normal,test,sha,B,1,normal test
934,normal_test_sha_B_1_4,21.16728973388672,9.649978637695312,196.152587890625,153.63931274414062,2019-08-05 12:04:46.640,2019-08-05 12:04:49.642,4,380.60916900634766,761.2183380126953,optxDahu10xmix,3.002,95.15229225158691,normal,test,sha,B,1,normal test
950,normal_test_sha_B_1_5,7.7321624755859375,12.989189147949219,106.150634765625,125.85879516601562,2019-08-05 12:04:52.647,2019-08-05 12:04:54.648,5,252.73078155517578,505.46156311035156,optxDahu10xmix,2.001,84.24359385172527,normal,test,sha,B,1,normal test
965,normal_test_sha_B_1_6,14.179351806640625,6.3769073486328125,127.27871704101562,102.73089599609375,2019-08-05 12:04:58.654,2019-08-05 12:05:00.656,6,250.5658721923828,501.1317443847656,optxDahu10xmix,2.002,83.52195739746094,normal,test,sha,B,1,normal test
978,normal_test_sha_B_1_7,11.596000671386719,18.927459716796875,151.1553955078125,182.8193359375,2019-08-05 12:05:03.661,2019-08-05 12:05:06.664,7,364.4981918334961,728.9963836669922,optxDahu10xmix,3.003,91.12454795837402,normal,test,sha,B,1,normal test
994,normal_test_sha_B_1_8,21.0111083984375,9.692367553710938,186.74533081054688,155.80587768554688,2019-08-05 12:05:09.668,2019-08-05 12:05:12.670,8,373.2546844482422,746.5093688964844,optxDahu10xmix,3.002,93.31367111206055,normal,test,sha,B,1,normal test
1010,normal_test_sha_B_1_9,20.785018920898438,9.75848388671875,182.78762817382812,147.05224609375,2019-08-05 12:05:15.675,2019-08-05 12:05:18.677,9,360.3833770751953,720.7667541503906,optxDahu10xmix,3.002,90.09584426879883,normal,test,sha,B,1,normal test
1026,normal_test_sha_B_1_10,11.66943359375,19.32355499267578,167.26828002929688,190.582275390625,2019-08-05 12:05:21.682,2019-08-05 12:05:24.684,10,388.84354400634766,777.6870880126953,optxDahu10xmix,3.002,97.21088600158691,normal,test,sha,B,1,normal test
1041,normal_test_sha_B_1_11,20.736183166503906,9.739578247070312,182.61007690429688,148.14947509765625,2019-08-05 12:05:27.688,2019-08-05 12:05:30.690,11,361.23531341552734,722.4706268310547,optxDahu10xmix,3.002,90.30882835388184,normal,test,sha,B,1,normal test
1057,normal_test_sha_B_1_12,11.6639404296875,19.065597534179688,159.32012939453125,185.57138061523438,2019-08-05 12:05:33.696,2019-08-05 12:05:36.698,12,375.6210479736328,751.2420959472656,optxDahu10xmix,3.002,93.9052619934082,normal,test,sha,B,1,normal test
1076,normal_test_sha_B_1_13,14.220161437988281,6.361053466796875,124.16604614257812,102.5771484375,2019-08-05 12:05:40.703,2019-08-05 12:05:42.705,13,247.32440948486328,494.64881896972656,optxDahu10xmix,2.002,82.44146982828777,normal,test,sha,B,1,normal test
1088,normal_test_sha_B_1_14,15.46380615234375,25.319969177246094,223.49234008789062,247.92990112304688,2019-08-05 12:05:45.710,2019-08-05 12:05:49.712,14,512.2060165405273,1024.4120330810547,optxDahu10xmix,4.002,102.44120330810547,normal,test,sha,B,1,normal test
1108,normal_test_sha_B_1_15,21.23407745361328,9.673484802246094,183.48382568359375,148.39559936523438,2019-08-05 12:05:52.717,2019-08-05 12:05:55.719,15,362.7869873046875,725.573974609375,optxDahu10xmix,3.002,90.69674682617188,normal,test,sha,B,1,normal test
1124,normal_test_sha_B_1_16,7.697105407714844,12.835342407226562,100.65365600585938,123.43008422851562,2019-08-05 12:05:58.726,2019-08-05 12:06:00.727,16,244.6161880493164,489.2323760986328,optxDahu10xmix,2.001,81.53872934977214,normal,test,sha,B,1,normal test
1138,normal_test_sha_B_1_17,11.4632568359375,19.3048095703125,174.295654296875,189.59906005859375,2019-08-05 12:06:04.732,2019-08-05 12:06:07.734,17,394.66278076171875,789.3255615234375,optxDahu10xmix,3.002,98.66569519042969,normal,test,sha,B,1,normal test
1155,normal_test_sha_B_1_18,21.00799560546875,9.701957702636719,180.66171264648438,153.5721435546875,2019-08-05 12:06:10.739,2019-08-05 12:06:13.741,18,364.94380950927734,729.8876190185547,optxDahu10xmix,3.002,91.23595237731934,normal,test,sha,B,1,normal test
1172,normal_test_sha_B_1_19,14.304496765136719,6.421028137207031,123.61618041992188,106.41580200195312,2019-08-05 12:06:17.746,2019-08-05 12:06:19.747,19,250.75750732421875,501.5150146484375,optxDahu10xmix,2.001,83.58583577473958,normal,test,sha,B,1,normal test
1185,normal_test_sha_B_1_20,27.789947509765625,13.100090026855469,245.8563232421875,213.23809814453125,2019-08-05 12:06:22.753,2019-08-05 12:06:26.755,20,499.98445892333984,999.9689178466797,optxDahu10xmix,4.002,99.99689178466797,normal,test,sha,B,1,normal test
1308,normal_test_linpack_B_1_1,154.86165618896484,69.85372924804688,1455.048095703125,1114.8959655761719,2019-08-05 12:07:21.791,2019-08-05 12:07:43.805,1,2794.6594467163086,5589.318893432617,optxDahu10xmix,22.014,121.50693246592645,normal,test,linpack,B,1,normal test
1383,normal_test_linpack_B_1_2,77.84813690185547,134.57770538330078,1052.2202758789062,1401.0856018066406,2019-08-05 12:07:47.811,2019-08-05 12:08:08.829,2,2665.731719970703,5331.463439941406,optxDahu10xmix,21.018,121.16962363503195,normal,test,linpack,B,1,normal test
1454,normal_test_linpack_B_1_3,81.38116455078125,140.65277862548828,1097.9250793457031,1469.600830078125,2019-08-05 12:08:11.833,2019-08-05 12:08:33.848,3,2789.5598526000977,5579.119705200195,optxDahu10xmix,22.015,121.28521098261294,normal,test,linpack,B,1,normal test
1527,normal_test_linpack_B_1_4,161.89879608154297,72.79840850830078,1532.2646789550781,1171.9756774902344,2019-08-05 12:08:36.854,2019-08-05 12:08:59.873,4,2938.9375610351562,5877.8751220703125,optxDahu10xmix,23.019,122.45573170979817,normal,test,linpack,B,1,normal test
1603,normal_test_linpack_B_1_5,92.19541931152344,161.15947723388672,1320.8265380859375,1634.5119018554688,2019-08-05 12:09:02.878,2019-08-05 12:09:27.896,5,3208.6933364868164,6417.386672973633,optxDahu10xmix,25.018,123.41128217256986,normal,test,linpack,B,1,normal test
1687,normal_test_linpack_B_1_6,80.69541931152344,141.93909454345703,1101.7872009277344,1489.8697814941406,2019-08-05 12:09:31.901,2019-08-05 12:09:53.920,6,2814.2914962768555,5628.582992553711,optxDahu10xmix,22.019,122.36049983812416,normal,test,linpack,B,1,normal test
1759,normal_test_linpack_B_1_7,81.121826171875,141.4459686279297,1098.6083984375,1469.3580017089844,2019-08-05 12:09:56.925,2019-08-05 12:10:18.944,7,2790.534194946289,5581.068389892578,optxDahu10xmix,22.019,121.32757369331692,normal,test,linpack,B,1,normal test
1835,normal_test_linpack_B_1_8,147.77268981933594,66.65753936767578,1398.1878662109375,1077.5523376464844,2019-08-05 12:10:22.949,2019-08-05 12:10:43.968,8,2690.1704330444336,5380.340866088867,optxDahu10xmix,21.019,122.28047422929244,normal,test,linpack,B,1,normal test
1904,normal_test_linpack_B_1_9,168.70957946777344,76.18128204345703,1566.0166625976562,1267.4559326171875,2019-08-05 12:10:46.973,2019-08-05 12:11:10.988,9,3078.363456726074,6156.726913452148,optxDahu10xmix,24.015,123.13453826904296,normal,test,linpack,B,1,normal test
1985,normal_test_linpack_B_1_10,77.41288757324219,135.65045166015625,1053.5908508300781,1414.6289978027344,2019-08-05 12:11:14.993,2019-08-05 12:11:36.010,10,2681.283187866211,5362.566375732422,optxDahu10xmix,21.017,121.87650853937322,normal,test,linpack,B,1,normal test
2056,normal_test_linpack_B_1_11,100.78273010253906,174.3065643310547,1448.0245056152344,1773.2554931640625,2019-08-05 12:11:39.014,2019-08-05 12:12:06.034,11,3496.3692932128906,6992.738586425781,optxDahu10xmix,27.02,124.87033190046039,normal,test,linpack,B,1,normal test
2144,normal_test_linpack_B_1_12,81.44454193115234,142.36239624023438,1101.217041015625,1481.5255432128906,2019-08-05 12:12:09.039,2019-08-05 12:12:31.057,12,2806.5495223999023,5613.099044799805,optxDahu10xmix,22.018,122.02389227825662,normal,test,linpack,B,1,normal test
2217,normal_test_linpack_B_1_13,81.01791381835938,142.41451263427734,1101.1728820800781,1486.3294372558594,2019-08-05 12:12:34.061,2019-08-05 12:12:56.076,13,2810.934745788574,5621.869491577148,optxDahu10xmix,22.015,122.21455416472062,normal,test,linpack,B,1,normal test
2290,normal_test_linpack_B_1_14,88.42295837402344,155.22574615478516,1250.6905517578125,1590.3851318359375,2019-08-05 12:12:59.081,2019-08-05 12:13:23.101,14,3084.7243881225586,6169.448776245117,optxDahu10xmix,24.02,123.38897552490235,normal,test,linpack,B,1,normal test
2371,normal_test_linpack_B_1_15,176.32843780517578,79.79900360107422,1632.0655517578125,1328.7214660644531,2019-08-05 12:13:27.106,2019-08-05 12:13:52.125,15,3216.9144592285156,6433.828918457031,optxDahu10xmix,25.019,123.72747920109676,normal,test,linpack,B,1,normal test
2453,normal_test_linpack_B_1_16,92.5639877319336,160.83574676513672,1312.8311157226562,1649.2286987304688,2019-08-05 12:13:55.132,2019-08-05 12:14:20.152,16,3215.4595489501953,6430.919097900391,optxDahu10xmix,25.02,123.67152111346905,normal,test,linpack,B,1,normal test
2534,normal_test_linpack_B_1_17,154.64704132080078,69.91474914550781,1469.3553161621094,1122.020751953125,2019-08-05 12:14:23.157,2019-08-05 12:14:45.172,17,2815.937858581543,5631.875717163086,optxDahu10xmix,22.015,122.43208080789317,normal,test,linpack,B,1,normal test
2610,normal_test_linpack_B_1_18,81.86024475097656,141.36400604248047,1125.4178161621094,1479.2163696289062,2019-08-05 12:14:49.178,2019-08-05 12:15:11.196,18,2827.8584365844727,5655.716873168945,optxDahu10xmix,22.018,122.95036680802055,normal,test,linpack,B,1,normal test
2683,normal_test_linpack_B_1_19,96.86380767822266,167.18972778320312,1389.362548828125,1697.9098205566406,2019-08-05 12:15:14.200,2019-08-05 12:15:40.217,19,3351.3259048461914,6702.651809692383,optxDahu10xmix,26.017,124.12318166097005,normal,test,linpack,B,1,normal test
2770,normal_test_linpack_B_1_20,169.4169464111328,76.54975891113281,1593.2975463867188,1262.7789611816406,2019-08-05 12:15:44.223,2019-08-05 12:16:08.243,20,3102.043212890625,6204.08642578125,optxDahu10xmix,24.02,124.081728515625,normal,test,linpack,B,1,normal test
2917,optimized_test_pbzip_C_32_1,111.93563842773438,33.240455627441406,1247.2784118652344,520.9067993164062,2019-08-05 12:21:57.354,2019-08-05 12:22:07.360,1,1913.3613052368164,3826.722610473633,optxDahu10xmix,10.006,173.9419368397106,optimized,test,pbzip,C,32,optimized test
2955,optimized_test_pbzip_C_32_2,121.94105529785156,36.366722106933594,1356.4605407714844,564.1722412109375,2019-08-05 12:22:10.364,2019-08-05 12:22:21.372,2,2078.940559387207,4157.881118774414,optxDahu10xmix,11.008,173.2450466156006,optimized,test,pbzip,C,32,optimized test
2994,optimized_test_pbzip_C_32_3,121.77009582519531,36.41563415527344,1360.7998962402344,559.5617980957031,2019-08-05 12:22:24.377,2019-08-05 12:22:35.384,3,2078.5474243164062,4157.0948486328125,optxDahu10xmix,11.007,173.21228535970053,optimized,test,pbzip,C,32,optimized test
3034,optimized_test_pbzip_C_32_4,111.85381317138672,33.304664611816406,1252.3747863769531,503.7244567871094,2019-08-05 12:22:38.388,2019-08-05 12:22:48.394,4,1901.2577209472656,3802.5154418945312,optxDahu10xmix,10.006,172.84161099520597,optimized,test,pbzip,C,32,optimized test
3071,optimized_test_pbzip_C_32_5,121.65991973876953,36.943946838378906,1364.3374328613281,550.7159423828125,2019-08-05 12:22:51.398,2019-08-05 12:23:02.405,5,2073.657241821289,4147.314483642578,optxDahu10xmix,11.007,172.80477015177408,optimized,test,pbzip,C,32,optimized test
3112,optimized_test_pbzip_C_32_6,111.69680786132812,33.25298309326172,1254.3983154296875,499.76470947265625,2019-08-05 12:23:05.410,2019-08-05 12:23:15.419,6,1899.1128158569336,3798.225631713867,optxDahu10xmix,10.009,172.6466196233576,optimized,test,pbzip,C,32,optimized test
3150,optimized_test_pbzip_C_32_7,111.61412048339844,33.268463134765625,1255.2369384765625,499.37890625,2019-08-05 12:23:19.424,2019-08-05 12:23:29.431,7,1899.4984283447266,3798.996856689453,optxDahu10xmix,10.007,172.68167530406606,optimized,test,pbzip,C,32,optimized test
3187,optimized_test_pbzip_C_32_8,121.94490814208984,36.55609893798828,1367.402099609375,545.3540649414062,2019-08-05 12:23:32.435,2019-08-05 12:23:43.449,8,2071.2571716308594,4142.514343261719,optxDahu10xmix,11.014,172.60476430257162,optimized,test,pbzip,C,32,optimized test
3227,optimized_test_pbzip_C_32_9,111.88465118408203,33.22862243652344,1257.2291564941406,497.03863525390625,2019-08-05 12:23:46.454,2019-08-05 12:23:56.467,9,1899.3810653686523,3798.7621307373047,optxDahu10xmix,10.013,172.67100594260475,optimized,test,pbzip,C,32,optimized test
3266,optimized_test_pbzip_C_32_10,112.18118286132812,32.937408447265625,1253.5679321289062,492.80999755859375,2019-08-05 12:24:00.471,2019-08-05 12:24:10.478,10,1891.4965209960938,3782.9930419921875,optxDahu10xmix,10.007,171.95422918146306,optimized,test,pbzip,C,32,optimized test
3304,optimized_test_pbzip_C_32_11,122.44924926757812,36.280677795410156,1370.6019287109375,542.0060424804688,2019-08-05 12:24:13.482,2019-08-05 12:24:24.492,11,2071.3378982543945,4142.675796508789,optxDahu10xmix,11.01,172.61149152119955,optimized,test,pbzip,C,32,optimized test
3343,optimized_test_pbzip_C_32_12,111.97621154785156,33.061500549316406,1258.5841064453125,493.4017333984375,2019-08-05 12:24:27.496,2019-08-05 12:24:37.502,12,1897.023551940918,3794.047103881836,optxDahu10xmix,10.006,172.45668654008344,optimized,test,pbzip,C,32,optimized test
3382,optimized_test_pbzip_C_32_13,111.95748901367188,33.25043487548828,1257.9893188476562,493.52178955078125,2019-08-05 12:24:41.507,2019-08-05 12:24:51.513,13,1896.7190322875977,3793.4380645751953,optxDahu10xmix,10.006,172.42900293523616,optimized,test,pbzip,C,32,optimized test
3419,optimized_test_pbzip_C_32_14,121.94632720947266,36.67125701904297,1365.5841674804688,540.5087280273438,2019-08-05 12:24:54.517,2019-08-05 12:25:05.528,14,2064.710479736328,4129.420959472656,optxDahu10xmix,11.011,172.059206644694,optimized,test,pbzip,C,32,optimized test
3461,optimized_test_pbzip_C_32_15,112.20051574707031,33.24909210205078,1257.8817138671875,488.0737609863281,2019-08-05 12:25:09.534,2019-08-05 12:25:19.541,15,1891.4050827026367,3782.8101654052734,optxDahu10xmix,10.007,171.94591660933062,optimized,test,pbzip,C,32,optimized test
3498,optimized_test_pbzip_C_32_16,122.13506317138672,36.65101623535156,1372.099609375,536.728515625,2019-08-05 12:25:22.545,2019-08-05 12:25:33.556,16,2067.6142044067383,4135.228408813477,optxDahu10xmix,11.011,172.30118370056152,optimized,test,pbzip,C,32,optimized test
3540,optimized_test_pbzip_C_32_17,112.15979766845703,33.218727111816406,1257.2417907714844,489.2458801269531,2019-08-05 12:25:37.560,2019-08-05 12:25:47.567,17,1891.866195678711,3783.732391357422,optxDahu10xmix,10.007,171.9878359707919,optimized,test,pbzip,C,32,optimized test
3579,optimized_test_pbzip_C_32_18,112.54048919677734,33.35395812988281,1257.3144836425781,486.20831298828125,2019-08-05 12:25:51.571,2019-08-05 12:26:01.577,18,1889.4172439575195,3778.834487915039,optxDahu10xmix,10.006,171.76520399613813,optimized,test,pbzip,C,32,optimized test
3616,optimized_test_pbzip_C_32_19,122.3497085571289,36.884605407714844,1372.6537170410156,533.3799133300781,2019-08-05 12:26:04.581,2019-08-05 12:26:15.590,19,2065.2679443359375,4130.535888671875,optxDahu10xmix,11.009,172.10566202799478,optimized,test,pbzip,C,32,optimized test
3656,optimized_test_pbzip_C_32_20,122.86058807373047,36.7437744140625,1375.0420532226562,530.8063354492188,2019-08-05 12:26:18.594,2019-08-05 12:26:29.603,20,2065.452751159668,4130.905502319336,optxDahu10xmix,11.009,172.121062596639,optimized,test,pbzip,C,32,optimized test
3700,optimized_test_sha_B_1_1,21.41571807861328,9.868392944335938,205.41766357421875,163.4637451171875,2019-08-05 12:26:34.608,2019-08-05 12:26:37.610,1,400.16551971435547,800.3310394287109,optxDahu10xmix,3.002,100.04137992858887,optimized,test,sha,B,1,optimized test
3718,optimized_test_sha_B_1_2,21.50238037109375,9.769645690917969,205.04043579101562,163.47079467773438,2019-08-05 12:26:41.614,2019-08-05 12:26:44.616,2,399.7832565307617,799.5665130615234,optxDahu10xmix,3.002,99.94581413269043,optimized,test,sha,B,1,optimized test
3734,optimized_test_sha_B_1_3,28.115753173828125,13.1556396484375,261.75225830078125,214.1546630859375,2019-08-05 12:26:47.620,2019-08-05 12:26:51.623,3,517.1783142089844,1034.3566284179688,optxDahu10xmix,4.003,103.43566284179687,optimized,test,sha,B,1,optimized test
3756,optimized_test_sha_B_1_4,21.445785522460938,9.763618469238281,200.26113891601562,163.47677612304688,2019-08-05 12:26:55.627,2019-08-05 12:26:58.629,4,394.9473190307617,789.8946380615234,optxDahu10xmix,3.002,98.73682975769043,optimized,test,sha,B,1,optimized test
3772,optimized_test_sha_B_1_5,28.29810333251953,13.158843994140625,262.8878173828125,215.26370239257812,2019-08-05 12:27:01.633,2019-08-05 12:27:05.635,5,519.6084671020508,1039.2169342041016,optxDahu10xmix,4.002,103.92169342041015,optimized,test,sha,B,1,optimized test
3790,optimized_test_sha_B_1_6,28.530311584472656,13.098823547363281,264.5870666503906,216.32681274414062,2019-08-05 12:27:08.639,2019-08-05 12:27:12.642,6,522.5430145263672,1045.0860290527344,optxDahu10xmix,4.003,104.50860290527343,optimized,test,sha,B,1,optimized test
3809,optimized_test_sha_B_1_7,21.427505493164062,9.770530700683594,200.13262939453125,163.47265625,2019-08-05 12:27:15.646,2019-08-05 12:27:18.648,7,394.8033218383789,789.6066436767578,optxDahu10xmix,3.002,98.70083045959473,optimized,test,sha,B,1,optimized test
3828,optimized_test_sha_B_1_8,21.265792846679688,9.806343078613281,199.25982666015625,163.49456787109375,2019-08-05 12:27:22.652,2019-08-05 12:27:25.654,8,393.82653045654297,787.6530609130859,optxDahu10xmix,3.002,98.45663261413574,optimized,test,sha,B,1,optimized test
3845,optimized_test_sha_B_1_9,21.31580352783203,9.754653930664062,196.51675415039062,163.49081420898438,2019-08-05 12:27:29.658,2019-08-05 12:27:32.660,9,391.0780258178711,782.1560516357422,optxDahu10xmix,3.002,97.76950645446777,optimized,test,sha,B,1,optimized test
3862,optimized_test_sha_B_1_10,27.853439331054688,13.140251159667969,253.32858276367188,213.20309448242188,2019-08-05 12:27:35.665,2019-08-05 12:27:39.667,10,507.5253677368164,1015.0507354736328,optxDahu10xmix,4.002,101.50507354736328,optimized,test,sha,B,1,optimized test
3880,optimized_test_sha_B_1_11,28.12041473388672,13.129745483398438,255.79034423828125,214.84695434570312,2019-08-05 12:27:42.671,2019-08-05 12:27:46.674,11,511.88745880126953,1023.7749176025391,optxDahu10xmix,4.003,102.3774917602539,optimized,test,sha,B,1,optimized test
3899,optimized_test_sha_B_1_12,28.37915802001953,13.016441345214844,258.2914733886719,216.63436889648438,2019-08-05 12:27:49.678,2019-08-05 12:27:53.680,12,516.3214416503906,1032.6428833007812,optxDahu10xmix,4.002,103.26428833007813,optimized,test,sha,B,1,optimized test
3918,optimized_test_sha_B_1_13,21.29894256591797,9.688819885253906,194.94387817382812,163.46774291992188,2019-08-05 12:27:56.684,2019-08-05 12:27:59.686,13,389.3993835449219,778.7987670898438,optxDahu10xmix,3.002,97.34984588623047,optimized,test,sha,B,1,optimized test
3936,optimized_test_sha_B_1_14,21.41681671142578,9.709251403808594,194.87771606445312,163.46197509765625,2019-08-05 12:28:03.690,2019-08-05 12:28:06.692,14,389.46575927734375,778.9315185546875,optxDahu10xmix,3.002,97.36643981933594,optimized,test,sha,B,1,optimized test
3953,optimized_test_sha_B_1_15,28.346633911132812,12.962188720703125,256.7867736816406,215.73345947265625,2019-08-05 12:28:09.696,2019-08-05 12:28:13.698,15,513.8290557861328,1027.6581115722656,optxDahu10xmix,4.002,102.76581115722657,optimized,test,sha,B,1,optimized test
3972,optimized_test_sha_B_1_16,28.529251098632812,12.947349548339844,258.36474609375,217.02859497070312,2019-08-05 12:28:16.702,2019-08-05 12:28:20.704,16,516.8699417114258,1033.7398834228516,optxDahu10xmix,4.002,103.37398834228516,optimized,test,sha,B,1,optimized test
3990,optimized_test_sha_B_1_17,28.158798217773438,13.228080749511719,258.12786865234375,217.4520263671875,2019-08-05 12:28:23.708,2019-08-05 12:28:27.711,17,516.9667739868164,1033.9335479736328,optxDahu10xmix,4.003,103.39335479736329,optimized,test,sha,B,1,optimized test
4010,optimized_test_sha_B_1_18,21.30760955810547,9.849044799804688,194.80001831054688,163.62017822265625,2019-08-05 12:28:30.715,2019-08-05 12:28:33.717,18,389.5768508911133,779.1537017822266,optxDahu10xmix,3.002,97.39421272277832,optimized,test,sha,B,1,optimized test
4028,optimized_test_sha_B_1_19,21.395484924316406,9.74658203125,194.76766967773438,163.4542236328125,2019-08-05 12:28:37.722,2019-08-05 12:28:40.724,19,389.3639602661133,778.7279205322266,optxDahu10xmix,3.002,97.34099006652832,optimized,test,sha,B,1,optimized test
