,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
4980,optimized_test_linpack_B_1_10,263.6338577270508,121.24752807617188,2448.2797241210938,1852.0665283203125,2019-08-05 12:36:57.327,2019-08-05 12:37:29.346,10,4685.227638244629,9370.455276489258,optxDahu17xmix,32.019,141.9765950983221,optimized,test,linpack,B,1,optimized test
5085,optimized_test_linpack_B_1_11,263.9816131591797,120.7560043334961,2452.3167724609375,1803.1413269042969,2019-08-05 12:37:33.351,2019-08-05 12:38:05.371,11,4640.19571685791,9280.39143371582,optxDahu17xmix,32.02,140.61199141993666,optimized,test,linpack,B,1,optimized test
5187,optimized_test_linpack_B_1_12,264.0734100341797,120.97905731201172,2452.9534606933594,1855.4409484863281,2019-08-05 12:38:08.375,2019-08-05 12:38:40.395,12,4693.446876525879,9386.893753051758,optxDahu17xmix,32.02,142.22566292502663,optimized,test,linpack,B,1,optimized test
5291,optimized_test_linpack_B_1_13,271.69933319091797,125.45183563232422,2523.1944274902344,1903.3410339355469,2019-08-05 12:38:43.400,2019-08-05 12:39:16.421,13,4823.686630249023,9647.373260498047,optxDahu17xmix,33.021,141.8731361837948,optimized,test,linpack,B,1,optimized test
5396,optimized_test_linpack_B_1_14,263.8914260864258,120.90128326416016,2453.491241455078,1803.7350769042969,2019-08-05 12:39:19.425,2019-08-05 12:39:51.444,14,4642.019027709961,9284.038055419922,optxDahu17xmix,32.019,140.66724326393822,optimized,test,linpack,B,1,optimized test
5499,optimized_test_linpack_B_1_15,263.41046142578125,120.93164825439453,2449.367645263672,1844.2537841796875,2019-08-05 12:39:54.448,2019-08-05 12:40:26.468,15,4677.963539123535,9355.92707824707,optxDahu17xmix,32.02,141.75647088253137,optimized,test,linpack,B,1,optimized test
5604,optimized_test_linpack_B_1_16,263.84595489501953,121.00138854980469,2454.6517639160156,1837.2916870117188,2019-08-05 12:40:30.472,2019-08-05 12:41:02.492,16,4676.790794372559,9353.581588745117,optxDahu17xmix,32.02,141.7209331628048,optimized,test,linpack,B,1,optimized test
5708,optimized_test_linpack_B_1_17,271.98262786865234,124.90725708007812,2538.104034423828,1904.4970092773438,2019-08-05 12:41:05.496,2019-08-05 12:41:38.516,17,4839.490928649902,9678.981857299805,optxDahu17xmix,33.02,142.337968489703,optimized,test,linpack,B,1,optimized test
5814,optimized_test_linpack_B_1_18,263.95153045654297,121.41549682617188,2456.5480041503906,1855.9237976074219,2019-08-05 12:41:41.520,2019-08-05 12:42:13.539,18,4697.838829040527,9395.677658081055,optxDahu17xmix,32.019,142.3587523951675,optimized,test,linpack,B,1,optimized test
5916,optimized_test_linpack_B_1_19,271.69264221191406,124.56998443603516,2534.2009887695312,1869.5225524902344,2019-08-05 12:42:16.543,2019-08-05 12:42:49.564,19,4799.986167907715,9599.97233581543,optxDahu17xmix,33.021,141.1760637619916,optimized,test,linpack,B,1,optimized test
6022,optimized_test_linpack_B_1_20,271.9390640258789,124.69786834716797,2538.992401123047,1857.1995239257812,2019-08-05 12:42:52.568,2019-08-05 12:43:25.584,20,4792.828857421875,9585.65771484375,optxDahu17xmix,33.016,140.96555463005515,optimized,test,linpack,B,1,optimized test
68,normal_test_pbzip_C_32_1,76.30732727050781,75.52777862548828,785.4090881347656,926.6081237792969,2019-08-05 12:49:45.227,2019-08-05 12:49:53.232,1,1863.8523178100586,3727.704635620117,optxDahu2xmix,8.005,207.0947019788954,normal,test,pbzip,C,32,normal test
99,normal_test_pbzip_C_32_2,84.43582153320312,86.81876373291016,841.2614440917969,1065.4876098632812,2019-08-05 12:49:56.236,2019-08-05 12:50:05.243,2,2078.0036392211914,4156.007278442383,optxDahu2xmix,9.007,207.80036392211915,normal,test,pbzip,C,32,normal test
133,normal_test_pbzip_C_32_3,82.15471649169922,72.21216583251953,872.4759216308594,874.7080383300781,2019-08-05 12:50:08.247,2019-08-05 12:50:16.253,3,1901.5508422851562,3803.1016845703125,optxDahu2xmix,8.006,211.2834269205729,normal,test,pbzip,C,32,normal test
166,normal_test_pbzip_C_32_4,89.00164031982422,65.88790130615234,947.5906066894531,782.1809997558594,2019-08-05 12:50:20.258,2019-08-05 12:50:28.264,4,1884.661148071289,3769.322296142578,optxDahu2xmix,8.006,209.40679423014322,normal,test,pbzip,C,32,normal test
197,normal_test_pbzip_C_32_5,93.36547088623047,79.55049896240234,975.8762817382812,950.3941345214844,2019-08-05 12:50:31.269,2019-08-05 12:50:40.276,5,2099.1863861083984,4198.372772216797,optxDahu2xmix,9.007,209.91863861083985,normal,test,pbzip,C,32,normal test
231,normal_test_pbzip_C_32_6,106.46900939941406,65.74602508544922,1122.5524291992188,748.9690246582031,2019-08-05 12:50:43.281,2019-08-05 12:50:52.287,6,2043.7364883422852,4087.4729766845703,optxDahu2xmix,9.006,204.3736488342285,normal,test,pbzip,C,32,normal test
265,normal_test_pbzip_C_32_7,93.7952880859375,79.09767150878906,963.6090698242188,908.186279296875,2019-08-05 12:50:55.292,2019-08-05 12:51:04.299,7,2044.6883087158203,4089.3766174316406,optxDahu2xmix,9.007,204.46883087158204,normal,test,pbzip,C,32,normal test
301,normal_test_pbzip_C_32_8,86.29857635498047,69.58108520507812,909.697998046875,798.3917846679688,2019-08-05 12:51:08.304,2019-08-05 12:51:16.309,8,1863.9694442749023,3727.9388885498047,optxDahu2xmix,8.005,207.1077160305447,normal,test,pbzip,C,32,normal test
335,normal_test_pbzip_C_32_9,83.1264419555664,72.6806411743164,911.1738586425781,894.4324645996094,2019-08-05 12:51:20.315,2019-08-05 12:51:28.321,9,1961.4134063720703,3922.8268127441406,optxDahu2xmix,8.006,217.93482293023004,normal,test,pbzip,C,32,normal test
366,normal_test_pbzip_C_32_10,96.83477783203125,78.48309326171875,992.3201293945312,906.5256042480469,2019-08-05 12:51:31.326,2019-08-05 12:51:40.333,10,2074.163604736328,4148.327209472656,optxDahu2xmix,9.007,207.4163604736328,normal,test,pbzip,C,32,normal test
399,normal_test_pbzip_C_32_11,87.2015609741211,84.31258392333984,914.2402038574219,1027.4977416992188,2019-08-05 12:51:43.338,2019-08-05 12:51:52.344,11,2113.2520904541016,4226.504180908203,optxDahu2xmix,9.006,211.32520904541016,normal,test,pbzip,C,32,normal test
433,normal_test_pbzip_C_32_12,84.79888153076172,89.20993041992188,884.7562255859375,1039.9006958007812,2019-08-05 12:51:55.348,2019-08-05 12:52:04.355,12,2098.6657333374023,4197.331466674805,optxDahu2xmix,9.007,209.86657333374023,normal,test,pbzip,C,32,normal test
467,normal_test_pbzip_C_32_13,82.42483520507812,90.18058776855469,830.2954711914062,1094.373046875,2019-08-05 12:52:07.361,2019-08-05 12:52:16.368,13,2097.273941040039,4194.547882080078,optxDahu2xmix,9.007,209.7273941040039,normal,test,pbzip,C,32,normal test
501,normal_test_pbzip_C_32_14,88.03067016601562,85.74847412109375,879.9900207519531,1030.3515930175781,2019-08-05 12:52:19.373,2019-08-05 12:52:28.379,14,2084.1207580566406,4168.241516113281,optxDahu2xmix,9.006,208.41207580566407,normal,test,pbzip,C,32,normal test
535,normal_test_pbzip_C_32_15,88.82671356201172,84.18411254882812,928.6626586914062,1026.4696655273438,2019-08-05 12:52:31.383,2019-08-05 12:52:40.390,15,2128.14315032959,4256.28630065918,optxDahu2xmix,9.007,212.81431503295897,normal,test,pbzip,C,32,normal test
571,normal_test_pbzip_C_32_16,81.04883575439453,74.61929321289062,874.3260803222656,913.7456359863281,2019-08-05 12:52:44.395,2019-08-05 12:52:52.400,16,1943.739845275879,3887.479690551758,optxDahu2xmix,8.005,215.9710939195421,normal,test,pbzip,C,32,normal test
602,normal_test_pbzip_C_32_17,92.41870880126953,80.96427917480469,961.6077575683594,971.89208984375,2019-08-05 12:52:55.405,2019-08-05 12:53:04.412,17,2106.8828353881836,4213.765670776367,optxDahu2xmix,9.007,210.68828353881835,normal,test,pbzip,C,32,normal test
636,normal_test_pbzip_C_32_18,78.2969970703125,75.29269409179688,881.5867919921875,957.7024841308594,2019-08-05 12:53:07.416,2019-08-05 12:53:15.421,18,1992.8789672851562,3985.7579345703125,optxDahu2xmix,8.005,221.43099636501736,normal,test,pbzip,C,32,normal test
667,normal_test_pbzip_C_32_19,92.95755004882812,81.33948516845703,970.0134582519531,942.1794128417969,2019-08-05 12:53:18.425,2019-08-05 12:53:27.432,19,2086.489906311035,4172.97981262207,optxDahu2xmix,9.007,208.64899063110352,normal,test,pbzip,C,32,normal test
703,normal_test_pbzip_C_32_20,86.48182678222656,68.82434844970703,916.3769836425781,841.6660766601562,2019-08-05 12:53:31.436,2019-08-05 12:53:39.442,20,1913.349235534668,3826.698471069336,optxDahu2xmix,8.006,212.594359503852,normal,test,pbzip,C,32,normal test
741,normal_test_sha_B_1_1,17.54676055908203,7.550712585449219,139.07260131835938,103.48712158203125,2019-08-05 12:53:45.448,2019-08-05 12:53:47.449,1,267.6571960449219,535.3143920898438,optxDahu2xmix,2.001,89.2190653483073,normal,test,sha,B,1,normal test
754,normal_test_sha_B_1_2,17.560386657714844,20.715957641601562,174.3968505859375,188.37905883789062,2019-08-05 12:53:50.455,2019-08-05 12:53:53.457,2,401.05225372314453,802.1045074462891,optxDahu2xmix,3.002,100.26306343078613,normal,test,sha,B,1,normal test
770,normal_test_sha_B_1_3,16.68060302734375,20.909317016601562,172.6114501953125,190.83786010742188,2019-08-05 12:53:56.463,2019-08-05 12:53:59.465,3,401.0392303466797,802.0784606933594,optxDahu2xmix,3.002,100.25980758666992,normal,test,sha,B,1,normal test
786,normal_test_sha_B_1_4,11.039253234863281,14.074028015136719,112.35403442382812,129.21029663085938,2019-08-05 12:54:02.470,2019-08-05 12:54:04.471,4,266.6776123046875,533.355224609375,optxDahu2xmix,2.001,88.89253743489583,normal,test,sha,B,1,normal test
801,normal_test_sha_B_1_5,11.023170471191406,14.098625183105469,114.21112060546875,129.43795776367188,2019-08-05 12:54:08.476,2019-08-05 12:54:10.478,5,268.7708740234375,537.541748046875,optxDahu2xmix,2.002,89.59029134114583,normal,test,sha,B,1,normal test
814,normal_test_sha_B_1_6,25.513694763183594,11.506233215332031,197.00799560546875,149.97064208984375,2019-08-05 12:54:13.483,2019-08-05 12:54:16.485,6,383.9985656738281,767.9971313476562,optxDahu2xmix,3.002,95.99964141845703,normal,test,sha,B,1,normal test
830,normal_test_sha_B_1_7,16.7225341796875,20.840904235839844,171.52386474609375,186.00494384765625,2019-08-05 12:54:19.490,2019-08-05 12:54:22.492,7,395.09224700927734,790.1844940185547,optxDahu2xmix,3.002,98.77306175231934,normal,test,sha,B,1,normal test
846,normal_test_sha_B_1_8,10.994239807128906,14.074378967285156,110.51348876953125,126.01089477539062,2019-08-05 12:54:25.497,2019-08-05 12:54:27.499,8,261.59300231933594,523.1860046386719,optxDahu2xmix,2.002,87.19766743977864,normal,test,sha,B,1,normal test
861,normal_test_sha_B_1_9,10.985076904296875,14.076652526855469,113.22225952148438,127.404541015625,2019-08-05 12:54:31.504,2019-08-05 12:54:33.506,9,265.6885299682617,531.3770599365234,optxDahu2xmix,2.002,88.5628433227539,normal,test,sha,B,1,normal test
876,normal_test_sha_B_1_10,10.9830322265625,14.0670166015625,111.89334106445312,126.27633666992188,2019-08-05 12:54:37.511,2019-08-05 12:54:39.512,10,263.2197265625,526.439453125,optxDahu2xmix,2.001,87.73990885416667,normal,test,sha,B,1,normal test
889,normal_test_sha_B_1_11,16.55866241455078,20.5230712890625,173.10189819335938,183.47775268554688,2019-08-05 12:54:42.517,2019-08-05 12:54:45.519,11,393.66138458251953,787.3227691650391,optxDahu2xmix,3.002,98.41534614562988,normal,test,sha,B,1,normal test
905,normal_test_sha_B_1_12,34.23109436035156,15.240081787109375,271.9585876464844,219.68319702148438,2019-08-05 12:54:48.524,2019-08-05 12:54:52.527,12,541.1129608154297,1082.2259216308594,optxDahu2xmix,4.003,108.22259216308593,normal,test,sha,B,1,normal test
924,normal_test_sha_B_1_13,26.14020538330078,11.240386962890625,213.109375,167.3818359375,2019-08-05 12:54:55.532,2019-08-05 12:54:58.533,13,417.8718032836914,835.7436065673828,optxDahu2xmix,3.001,104.46795082092285,normal,test,sha,B,1,normal test
942,normal_test_sha_B_1_14,17.476112365722656,7.498390197753906,133.85333251953125,99.6492919921875,2019-08-05 12:55:02.539,2019-08-05 12:55:04.541,14,258.4771270751953,516.9542541503906,optxDahu2xmix,2.002,86.15904235839844,normal,test,sha,B,1,normal test
955,normal_test_sha_B_1_15,16.8077392578125,20.490097045898438,162.04843139648438,181.080078125,2019-08-05 12:55:07.546,2019-08-05 12:55:10.548,15,380.4263458251953,760.8526916503906,optxDahu2xmix,3.002,95.10658645629883,normal,test,sha,B,1,normal test
971,normal_test_sha_B_1_16,25.973472595214844,11.308219909667969,204.14303588867188,163.35647583007812,2019-08-05 12:55:13.554,2019-08-05 12:55:16.556,16,404.7812042236328,809.5624084472656,optxDahu2xmix,3.002,101.1953010559082,normal,test,sha,B,1,normal test
989,normal_test_sha_B_1_17,16.566246032714844,21.15074920654297,189.02716064453125,193.2706298828125,2019-08-05 12:55:20.561,2019-08-05 12:55:23.563,17,420.01478576660156,840.0295715332031,optxDahu2xmix,3.002,105.00369644165039,normal,test,sha,B,1,normal test
1004,normal_test_sha_B_1_18,34.58313751220703,15.098922729492188,273.7535705566406,229.01345825195312,2019-08-05 12:55:26.567,2019-08-05 12:55:30.570,18,552.449089050293,1104.898178100586,optxDahu2xmix,4.003,110.4898178100586,normal,test,sha,B,1,normal test
1024,normal_test_sha_B_1_19,11.102317810058594,14.086997985839844,109.65756225585938,125.81283569335938,2019-08-05 12:55:33.575,2019-08-05 12:55:35.577,19,260.6597137451172,521.3194274902344,optxDahu2xmix,2.002,86.88657124837239,normal,test,sha,B,1,normal test
1039,normal_test_sha_B_1_20,17.540206909179688,7.5499725341796875,131.89520263671875,99.59811401367188,2019-08-05 12:55:39.588,2019-08-05 12:55:41.589,20,256.58349609375,513.1669921875,optxDahu2xmix,2.001,85.52783203125,normal,test,sha,B,1,normal test
1154,normal_test_linpack_B_1_1,131.98589324951172,168.2890853881836,1343.1615600585938,1574.4422607421875,2019-08-05 12:56:35.628,2019-08-05 12:56:59.647,1,3217.8787994384766,6435.757598876953,optxDahu2xmix,24.019,128.71515197753905,normal,test,linpack,B,1,normal test
1233,normal_test_linpack_B_1_2,130.39749145507812,161.37301635742188,1279.693603515625,1536.7893371582031,2019-08-05 12:57:02.652,2019-08-05 12:57:25.666,2,3108.253448486328,6216.506896972656,optxDahu2xmix,23.014,129.51056035359701,normal,test,linpack,B,1,normal test
1308,normal_test_linpack_B_1_3,117.18433380126953,153.9035873413086,1183.0474243164062,1466.38818359375,2019-08-05 12:57:28.673,2019-08-05 12:57:50.688,3,2920.5235290527344,5841.047058105469,optxDahu2xmix,22.015,126.97928387185802,normal,test,linpack,B,1,normal test
1382,normal_test_linpack_B_1_4,118.15364837646484,153.83319091796875,1173.7343444824219,1472.1457824707031,2019-08-05 12:57:53.693,2019-08-05 12:58:15.708,4,2917.8669662475586,5835.733932495117,optxDahu2xmix,22.015,126.8637811411982,normal,test,linpack,B,1,normal test
1455,normal_test_linpack_B_1_5,116.98542022705078,153.92144775390625,1176.0108947753906,1470.6862487792969,2019-08-05 12:58:18.713,2019-08-05 12:58:40.728,5,2917.6040115356445,5835.208023071289,optxDahu2xmix,22.015,126.85234832763672,normal,test,linpack,B,1,normal test
1530,normal_test_linpack_B_1_6,115.79635620117188,154.2133331298828,1176.1760559082031,1492.408935546875,2019-08-05 12:58:44.733,2019-08-05 12:59:06.751,6,2938.594680786133,5877.189361572266,optxDahu2xmix,22.018,127.7649861211362,normal,test,linpack,B,1,normal test
1603,normal_test_linpack_B_1_7,205.60450744628906,88.87345886230469,1663.3236083984375,1265.1435852050781,2019-08-05 12:59:09.757,2019-08-05 12:59:33.774,7,3222.9451599121094,6445.890319824219,optxDahu2xmix,24.017,128.91780639648437,normal,test,linpack,B,1,normal test
1684,normal_test_linpack_B_1_8,120.73326110839844,161.4871597290039,1272.0049133300781,1539.4087219238281,2019-08-05 12:59:37.784,2019-08-05 13:00:00.802,8,3093.6340560913086,6187.268112182617,optxDahu2xmix,23.018,128.90141900380453,normal,test,linpack,B,1,normal test
1762,normal_test_linpack_B_1_9,180.32633209228516,77.85934448242188,1468.6881713867188,1045.2528686523438,2019-08-05 13:00:04.807,2019-08-05 13:00:25.825,9,2772.1267166137695,5544.253433227539,optxDahu2xmix,21.018,126.00575984608044,normal,test,linpack,B,1,normal test
1832,normal_test_linpack_B_1_10,109.8418197631836,147.4224853515625,1122.6984252929688,1404.1401977539062,2019-08-05 13:00:28.830,2019-08-05 13:00:49.846,10,2784.102928161621,5568.205856323242,optxDahu2xmix,21.016,126.5501330982555,normal,test,linpack,B,1,normal test
1904,normal_test_linpack_B_1_11,205.58665466308594,88.94156646728516,1670.3988647460938,1262.6167297363281,2019-08-05 13:00:53.851,2019-08-05 13:01:17.868,11,3227.543815612793,6455.087631225586,optxDahu2xmix,24.017,129.10175262451173,normal,test,linpack,B,1,normal test
1983,normal_test_linpack_B_1_12,187.82396697998047,82.90631103515625,1521.3111572265625,1107.2043151855469,2019-08-05 13:01:20.874,2019-08-05 13:01:42.889,12,2899.245750427246,5798.491500854492,optxDahu2xmix,22.015,126.05416306205417,normal,test,linpack,B,1,normal test
2056,normal_test_linpack_B_1_13,114.86663818359375,154.13944244384766,1179.1095581054688,1489.1287231445312,2019-08-05 13:01:45.895,2019-08-05 13:02:07.913,13,2937.2443618774414,5874.488723754883,optxDahu2xmix,22.018,127.70627660336702,normal,test,linpack,B,1,normal test
2128,normal_test_linpack_B_1_14,109.3416976928711,147.35750579833984,1122.1994934082031,1415.8908081054688,2019-08-05 13:02:10.918,2019-08-05 13:02:31.936,14,2794.789505004883,5589.579010009766,optxDahu2xmix,21.018,127.03588659113103,normal,test,linpack,B,1,normal test
2199,normal_test_linpack_B_1_15,124.97732543945312,167.97174072265625,1341.3316345214844,1578.8165588378906,2019-08-05 13:02:34.941,2019-08-05 13:02:58.959,15,3213.0972595214844,6426.194519042969,optxDahu2xmix,24.018,128.52389038085937,normal,test,linpack,B,1,normal test
2280,normal_test_linpack_B_1_16,237.95692443847656,103.7303237915039,1900.1430969238281,1531.1575622558594,2019-08-05 13:03:02.964,2019-08-05 13:03:30.983,16,3772.987907409668,7545.975814819336,optxDahu2xmix,28.019,130.10303128998856,normal,test,linpack,B,1,normal test
2371,normal_test_linpack_B_1_17,112.81465911865234,154.41275024414062,1172.4737854003906,1468.3843688964844,2019-08-05 13:03:33.987,2019-08-05 13:03:56.007,17,2908.085563659668,5816.171127319336,optxDahu2xmix,22.02,126.43850276781166,normal,test,linpack,B,1,normal test
2444,normal_test_linpack_B_1_18,211.2593994140625,96.60130310058594,1699.9798889160156,1316.9949035644531,2019-08-05 13:03:59.012,2019-08-05 13:04:24.027,18,3324.835494995117,6649.670989990234,optxDahu2xmix,25.015,127.87828826904297,normal,test,linpack,B,1,normal test
2526,normal_test_linpack_B_1_19,211.46443939208984,93.17666625976562,1704.0333251953125,1286.7392578125,2019-08-05 13:04:27.032,2019-08-05 13:04:52.051,19,3295.413688659668,6590.827377319336,optxDahu2xmix,25.019,126.74668033306415,normal,test,linpack,B,1,normal test
2608,normal_test_linpack_B_1_20,107.7498779296875,147.4526138305664,1122.6747131347656,1405.7821960449219,2019-08-05 13:04:55.057,2019-08-05 13:05:16.074,20,2783.6594009399414,5567.318801879883,optxDahu2xmix,21.017,126.52997276999734,normal,test,linpack,B,1,normal test
2749,optimized_test_pbzip_C_32_1,127.83531951904297,37.87059783935547,1258.1677551269531,477.24603271484375,2019-08-05 13:11:05.655,2019-08-05 13:11:15.661,1,1901.1197052001953,3802.2394104003906,optxDahu2xmix,10.006,172.82906410910866,optimized,test,pbzip,C,32,optimized test
2785,optimized_test_pbzip_C_32_2,139.76364135742188,42.24872589111328,1374.3054809570312,516.1060485839844,2019-08-05 13:11:18.666,2019-08-05 13:11:29.673,2,2072.423896789551,4144.847793579102,optxDahu2xmix,11.007,172.70199139912924,optimized,test,pbzip,C,32,optimized test
2825,optimized_test_pbzip_C_32_3,140.2413101196289,41.25584411621094,1378.8197326660156,512.689453125,2019-08-05 13:11:32.677,2019-08-05 13:11:43.687,3,2073.0063400268555,4146.012680053711,optxDahu2xmix,11.01,172.7505283355713,optimized,test,pbzip,C,32,optimized test
2865,optimized_test_pbzip_C_32_4,127.86723327636719,37.508331298828125,1260.6912841796875,461.0969543457031,2019-08-05 13:11:46.691,2019-08-05 13:11:56.697,4,1887.163803100586,3774.327606201172,optxDahu2xmix,10.006,171.5603457364169,optimized,test,pbzip,C,32,optimized test
2904,optimized_test_pbzip_C_32_5,127.7331314086914,37.490203857421875,1258.7824401855469,457.2314453125,2019-08-05 13:12:00.702,2019-08-05 13:12:10.708,5,1881.2372207641602,3762.4744415283203,optxDahu2xmix,10.006,171.02156552401456,optimized,test,pbzip,C,32,optimized test
2943,optimized_test_pbzip_C_32_6,127.59716033935547,37.46415710449219,1256.9866638183594,449.0234680175781,2019-08-05 13:12:14.713,2019-08-05 13:12:24.719,6,1871.0714492797852,3742.1428985595703,optxDahu2xmix,10.006,170.09740447998047,optimized,test,pbzip,C,32,optimized test
2982,optimized_test_pbzip_C_32_7,127.60389709472656,37.5128173828125,1256.6334838867188,443.0127258300781,2019-08-05 13:12:28.724,2019-08-05 13:12:38.730,7,1864.762924194336,3729.525848388672,optxDahu2xmix,10.006,169.5239021994851,optimized,test,pbzip,C,32,optimized test
3019,optimized_test_pbzip_C_32_8,138.87866973876953,41.495033264160156,1374.0393676757812,490.6604919433594,2019-08-05 13:12:41.734,2019-08-05 13:12:52.742,8,2045.0735626220703,4090.1471252441406,optxDahu2xmix,11.008,170.42279688517252,optimized,test,pbzip,C,32,optimized test
3059,optimized_test_pbzip_C_32_9,138.78062438964844,41.572052001953125,1374.5853881835938,487.51068115234375,2019-08-05 13:12:55.747,2019-08-05 13:13:06.755,9,2042.448745727539,4084.897491455078,optxDahu2xmix,11.008,170.20406214396158,optimized,test,pbzip,C,32,optimized test
3100,optimized_test_pbzip_C_32_10,139.21143341064453,41.39122772216797,1376.8424377441406,487.851318359375,2019-08-05 13:13:09.759,2019-08-05 13:13:20.768,10,2045.2964172363281,4090.5928344726562,optxDahu2xmix,11.009,170.44136810302734,optimized,test,pbzip,C,32,optimized test
3139,optimized_test_pbzip_C_32_11,139.52163696289062,41.324058532714844,1378.2269592285156,485.7536315917969,2019-08-05 13:13:23.772,2019-08-05 13:13:34.780,11,2044.826286315918,4089.652572631836,optxDahu2xmix,11.008,170.4021905263265,optimized,test,pbzip,C,32,optimized test
3179,optimized_test_pbzip_C_32_12,139.35105895996094,41.288818359375,1378.2137756347656,486.1462707519531,2019-08-05 13:13:37.785,2019-08-05 13:13:48.792,12,2044.9999237060547,4089.9998474121094,optxDahu2xmix,11.007,170.4166603088379,optimized,test,pbzip,C,32,optimized test
3219,optimized_test_pbzip_C_32_13,139.2375946044922,41.366607666015625,1378.1506958007812,483.8885498046875,2019-08-05 13:13:51.797,2019-08-05 13:14:02.804,13,2042.6434478759766,4085.286895751953,optxDahu2xmix,11.007,170.22028732299805,optimized,test,pbzip,C,32,optimized test
3259,optimized_test_pbzip_C_32_14,139.1403350830078,41.37604522705078,1375.6700439453125,484.9058837890625,2019-08-05 13:14:05.809,2019-08-05 13:14:16.816,14,2041.0923080444336,4082.184616088867,optxDahu2xmix,11.007,170.09102567036948,optimized,test,pbzip,C,32,optimized test
3299,optimized_test_pbzip_C_32_15,139.06581115722656,41.35340881347656,1375.3768920898438,484.29290771484375,2019-08-05 13:14:19.821,2019-08-05 13:14:30.828,15,2040.0890197753906,4080.1780395507812,optxDahu2xmix,11.007,170.00741831461588,optimized,test,pbzip,C,32,optimized test
3341,optimized_test_pbzip_C_32_16,127.59394073486328,37.482208251953125,1256.0435485839844,436.2580261230469,2019-08-05 13:14:34.833,2019-08-05 13:14:44.841,16,1857.3777236938477,3714.7554473876953,optxDahu2xmix,10.008,168.85252033580434,optimized,test,pbzip,C,32,optimized test
3380,optimized_test_pbzip_C_32_17,127.82464599609375,37.46271514892578,1258.0227355957031,434.879150390625,2019-08-05 13:14:48.846,2019-08-05 13:14:58.854,17,1858.1892471313477,3716.3784942626953,optxDahu2xmix,10.008,168.92629519375888,optimized,test,pbzip,C,32,optimized test
3419,optimized_test_pbzip_C_32_18,140.1585693359375,41.18842315673828,1379.7429504394531,481.9195861816406,2019-08-05 13:15:02.859,2019-08-05 13:15:13.868,18,2043.0095291137695,4086.019058227539,optxDahu2xmix,11.009,170.25079409281412,optimized,test,pbzip,C,32,optimized test
3459,optimized_test_pbzip_C_32_19,140.4718475341797,41.21562957763672,1382.9051208496094,479.26617431640625,2019-08-05 13:15:16.872,2019-08-05 13:15:27.880,19,2043.858772277832,4087.717544555664,optxDahu2xmix,11.008,170.321564356486,optimized,test,pbzip,C,32,optimized test
3499,optimized_test_pbzip_C_32_20,140.66708374023438,41.235572814941406,1386.6106872558594,479.72235107421875,2019-08-05 13:15:30.884,2019-08-05 13:15:41.893,20,2048.235694885254,4096.471389770508,optxDahu2xmix,11.009,170.6863079071045,optimized,test,pbzip,C,32,optimized test
3544,optimized_test_sha_B_1_1,35.04754638671875,15.151046752929688,300.2135925292969,217.697509765625,2019-08-05 13:15:46.898,2019-08-05 13:15:50.901,1,568.1096954345703,1136.2193908691406,optxDahu2xmix,4.003,113.62193908691407,optimized,test,sha,B,1,optimized test
3563,optimized_test_sha_B_1_2,34.95362091064453,15.17193603515625,300.0107421875,218.20587158203125,2019-08-05 13:15:53.906,2019-08-05 13:15:57.909,2,568.342170715332,1136.684341430664,optxDahu2xmix,4.003,113.6684341430664,optimized,test,sha,B,1,optimized test
3581,optimized_test_sha_B_1_3,26.29254913330078,11.368064880371094,224.50341796875,163.80551147460938,2019-08-05 13:16:00.913,2019-08-05 13:16:03.915,3,425.96954345703125,851.9390869140625,optxDahu2xmix,3.002,106.49238586425781,optimized,test,sha,B,1,optimized test
3599,optimized_test_sha_B_1_4,26.244888305664062,11.352363586425781,220.66455078125,163.79873657226562,2019-08-05 13:16:07.920,2019-08-05 13:16:10.922,4,422.06053924560547,844.1210784912109,optxDahu2xmix,3.002,105.51513481140137,optimized,test,sha,B,1,optimized test
3616,optimized_test_sha_B_1_5,34.566322326660156,15.33355712890625,288.5067138671875,214.81857299804688,2019-08-05 13:16:13.927,2019-08-05 13:16:17.930,5,553.2251663208008,1106.4503326416016,optxDahu2xmix,4.003,110.64503326416016,optimized,test,sha,B,1,optimized test
3634,optimized_test_sha_B_1_6,34.75585174560547,15.184394836425781,290.07012939453125,215.8138427734375,2019-08-05 13:16:20.934,2019-08-05 13:16:24.937,6,555.82421875,1111.6484375,optxDahu2xmix,4.003,111.16484375,optimized,test,sha,B,1,optimized test
3654,optimized_test_sha_B_1_7,34.95977783203125,15.104843139648438,292.8476257324219,217.811279296875,2019-08-05 13:16:27.941,2019-08-05 13:16:31.944,7,560.7235260009766,1121.4470520019531,optxDahu2xmix,4.003,112.14470520019532,optimized,test,sha,B,1,optimized test
3673,optimized_test_sha_B_1_8,26.25171661376953,11.365272521972656,220.00439453125,163.95928955078125,2019-08-05 13:16:34.949,2019-08-05 13:16:37.951,8,421.58067321777344,843.1613464355469,optxDahu2xmix,3.002,105.39516830444336,optimized,test,sha,B,1,optimized test
