,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,machineName,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
146,normal_normal_CG_C_16_1,208.42507934570312,92.56285095214844,1621.0452270507812,1312.5154724121094,2019-06-19 13:31:13.356,2019-06-19 13:31:26.366,1,3234.548629760742,6469.097259521484,threadtest,13.01,231.03918784005302,normal,normal,CG,C,16,normal normal
193,normal_normal_CG_C_16_2,110.55120849609375,187.20826721191406,1319.2037963867188,1617.8819885253906,2019-06-19 13:31:29.371,2019-06-19 13:31:42.379,2,3234.845260620117,6469.690521240234,threadtest,13.008,231.0603757585798,normal,normal,CG,C,16,normal normal
241,normal_normal_CG_C_16_3,113.40696716308594,175.05925750732422,1351.0552673339844,1402.1481628417969,2019-06-19 13:31:46.384,2019-06-19 13:31:58.395,3,3041.6696548461914,6083.339309692383,threadtest,12.011,233.97458883432242,normal,normal,CG,C,16,normal normal
284,normal_normal_CG_C_16_4,221.6471176147461,98.27861022949219,1728.7340087890625,1450.7997741699219,2019-06-19 13:32:01.399,2019-06-19 13:32:15.409,4,3499.4595108032227,6998.919021606445,threadtest,14.01,233.29730072021485,normal,normal,CG,C,16,normal normal
333,normal_normal_CG_C_16_5,208.41202545166016,92.26348114013672,1631.523681640625,1365.7608947753906,2019-06-19 13:32:18.416,2019-06-19 13:32:31.426,5,3297.9600830078125,6595.920166015625,threadtest,13.01,235.5685773577009,normal,normal,CG,C,16,normal normal
378,normal_normal_CG_C_16_6,122.2858657836914,185.88992309570312,1439.8906860351562,1579.3385925292969,2019-06-19 13:32:34.430,2019-06-19 13:32:47.441,6,3327.4050674438477,6654.810134887695,threadtest,13.011,237.6717905317034,normal,normal,CG,C,16,normal normal
425,normal_normal_CG_C_16_7,115.93602752685547,185.8818130493164,1341.1015014648438,1624.832275390625,2019-06-19 13:32:50.446,2019-06-19 13:33:03.456,7,3267.7516174316406,6535.503234863281,threadtest,13.01,233.41082981654577,normal,normal,CG,C,16,normal normal
470,normal_normal_CG_C_16_8,122.38374328613281,186.6763153076172,1432.6376037597656,1608.2245178222656,2019-06-19 13:33:06.461,2019-06-19 13:33:19.470,8,3349.9221801757812,6699.8443603515625,threadtest,13.009,239.2801557268415,normal,normal,CG,C,16,normal normal
516,normal_normal_CG_C_16_9,208.01614379882812,92.59370422363281,1607.2769470214844,1383.7037353515625,2019-06-19 13:33:22.475,2019-06-19 13:33:35.483,9,3291.590530395508,6583.181060791016,threadtest,13.008,235.11360931396484,normal,normal,CG,C,16,normal normal
564,normal_normal_CG_C_16_10,115.28890991210938,188.57135009765625,1459.9839172363281,1613.3308410644531,2019-06-19 13:33:39.490,2019-06-19 13:33:52.500,10,3377.175018310547,6754.350036621094,threadtest,13.01,241.22678702218192,normal,normal,CG,C,16,normal normal
611,normal_normal_CG_C_16_11,114.66934204101562,187.1686019897461,1353.4386596679688,1620.9747619628906,2019-06-19 13:33:55.505,2019-06-19 13:34:08.516,11,3276.251365661621,6552.502731323242,threadtest,13.011,234.0179546901158,normal,normal,CG,C,16,normal normal
658,normal_normal_CG_C_16_12,208.6046905517578,92.21218872070312,1625.8143310546875,1356.2261047363281,2019-06-19 13:34:12.521,2019-06-19 13:34:25.531,12,3282.8573150634766,6565.714630126953,threadtest,13.01,234.48980821881975,normal,normal,CG,C,16,normal normal
705,normal_normal_CG_C_16_13,123.68189239501953,185.02479553222656,1376.2005615234375,1489.8354797363281,2019-06-19 13:34:28.535,2019-06-19 13:34:41.546,13,3174.7427291870117,6349.485458374023,threadtest,13.011,226.76733779907227,normal,normal,CG,C,16,normal normal
751,normal_normal_CG_C_16_14,208.77127838134766,92.67158508300781,1583.067138671875,1396.4830627441406,2019-06-19 13:34:44.551,2019-06-19 13:34:57.559,14,3280.993064880371,6561.986129760742,threadtest,13.008,234.35664749145508,normal,normal,CG,C,16,normal normal
798,normal_normal_CG_C_16_15,209.20983123779297,99.76947784423828,1587.67578125,1319.6867065429688,2019-06-19 13:35:01.569,2019-06-19 13:35:14.578,15,3216.341796875,6432.68359375,threadtest,13.009,229.73869977678572,normal,normal,CG,C,16,normal normal
845,normal_normal_CG_C_16_16,208.8313446044922,92.24169158935547,1633.8078918457031,1326.882080078125,2019-06-19 13:35:17.583,2019-06-19 13:35:30.593,16,3261.763008117676,6523.526016235352,threadtest,13.01,232.9830720084054,normal,normal,CG,C,16,normal normal
892,normal_normal_CG_C_16_17,195.7942352294922,94.23606872558594,1511.2958068847656,1347.6716918945312,2019-06-19 13:35:34.598,2019-06-19 13:35:46.607,17,3148.997802734375,6297.99560546875,threadtest,12.009,242.23060021033655,normal,normal,CG,C,16,normal normal
935,normal_normal_CG_C_16_18,225.06947326660156,98.66192626953125,1749.7129516601562,1476.5628662109375,2019-06-19 13:35:49.612,2019-06-19 13:36:03.624,18,3550.0072174072266,7100.014434814453,threadtest,14.012,236.66714782714843,normal,normal,CG,C,16,normal normal
985,normal_normal_CG_C_16_19,115.736328125,188.04790496826172,1414.3411865234375,1625.5960388183594,2019-06-19 13:36:06.630,2019-06-19 13:36:19.642,19,3343.7214584350586,6687.442916870117,threadtest,13.012,238.8372470310756,normal,normal,CG,C,16,normal normal
1031,normal_normal_CG_C_16_20,124.15208435058594,200.65579223632812,1519.9660034179688,1740.9045104980469,2019-06-19 13:36:22.647,2019-06-19 13:36:36.656,20,3585.6783905029297,7171.356781005859,threadtest,14.009,239.04522603352865,normal,normal,CG,C,16,normal normal
1080,normal_normal_CG_C_8_1,294.3571090698242,146.80480194091797,2169.375213623047,1781.3598937988281,2019-06-19 13:36:39.661,2019-06-19 13:37:00.676,1,4391.897018432617,8783.794036865234,threadtest,21.015,199.63168265602806,normal,normal,CG,C,8,normal normal
1152,normal_normal_CG_C_8_2,283.3963623046875,141.31854248046875,2097.642852783203,1791.5081787109375,2019-06-19 13:37:04.681,2019-06-19 13:37:24.695,2,4313.865936279297,8627.731872558594,threadtest,20.014,205.42218744187127,normal,normal,CG,C,8,normal normal
1219,normal_normal_CG_C_8_3,277.5415344238281,155.04811096191406,2143.070068359375,1826.0169677734375,2019-06-19 13:37:27.700,2019-06-19 13:37:47.716,3,4401.676681518555,8803.35336303711,threadtest,20.016,209.60365150088356,normal,normal,CG,C,8,normal normal
1286,normal_normal_CG_C_8_4,176.0634536743164,234.11529541015625,1868.0669250488281,1969.9464416503906,2019-06-19 13:37:50.720,2019-06-19 13:38:09.735,4,4248.192115783691,8496.384231567383,threadtest,19.015,212.40960578918458,normal,normal,CG,C,8,normal normal
1352,normal_normal_CG_C_8_5,179.78182220458984,245.02864837646484,1894.2521057128906,1967.9189453125,2019-06-19 13:38:13.740,2019-06-19 13:38:33.756,5,4286.981521606445,8573.96304321289,threadtest,20.016,204.14197721935454,normal,normal,CG,C,8,normal normal
1420,normal_normal_CG_C_8_6,177.98828125,233.62567901611328,1877.4835510253906,1963.7129516601562,2019-06-19 13:38:37.761,2019-06-19 13:38:56.776,6,4252.81046295166,8505.62092590332,threadtest,19.015,212.640523147583,normal,normal,CG,C,8,normal normal
1485,normal_normal_CG_C_8_7,195.68177032470703,235.88583374023438,1925.0654296875,2048.7281494140625,2019-06-19 13:38:59.780,2019-06-19 13:39:19.795,7,4405.361183166504,8810.722366333008,threadtest,20.015,209.7791039603097,normal,normal,CG,C,8,normal normal
1552,normal_normal_CG_C_8_8,177.79772186279297,247.35597229003906,1944.9978942871094,2082.566131591797,2019-06-19 13:39:22.799,2019-06-19 13:39:42.814,8,4452.717720031738,8905.435440063477,threadtest,20.015,212.0341771443685,normal,normal,CG,C,8,normal normal
1619,normal_normal_CG_C_8_9,188.0243377685547,242.19156646728516,1983.4359741210938,2070.330810546875,2019-06-19 13:39:45.818,2019-06-19 13:40:05.832,9,4483.982688903809,8967.965377807617,threadtest,20.014,213.52298518589564,normal,normal,CG,C,8,normal normal
1686,normal_normal_CG_C_8_10,283.6816177368164,141.50592041015625,2119.857391357422,1804.2362060546875,2019-06-19 13:40:08.836,2019-06-19 13:40:28.851,10,4349.281135559082,8698.562271118164,threadtest,20.015,207.10862550281342,normal,normal,CG,C,8,normal normal
1755,normal_normal_CG_C_8_11,274.20057678222656,134.44988250732422,2088.4562072753906,1786.6903686523438,2019-06-19 13:40:32.856,2019-06-19 13:40:51.869,11,4283.797035217285,8567.59407043457,threadtest,19.013,214.18985176086426,normal,normal,CG,C,8,normal normal
1818,normal_normal_CG_C_8_12,286.61936950683594,139.9250717163086,2204.6195373535156,1822.9720153808594,2019-06-19 13:40:54.874,2019-06-19 13:41:14.887,12,4454.1359939575195,8908.271987915039,threadtest,20.013,212.10171399797713,normal,normal,CG,C,8,normal normal
1885,normal_normal_CG_C_8_13,274.50720977783203,134.27493286132812,2102.753204345703,1777.4523010253906,2019-06-19 13:41:17.892,2019-06-19 13:41:36.905,13,4288.987648010254,8577.975296020508,threadtest,19.013,214.4493824005127,normal,normal,CG,C,8,normal normal
1949,normal_normal_CG_C_8_14,284.3906021118164,140.84265899658203,2177.8207397460938,1812.14013671875,2019-06-19 13:41:39.911,2019-06-19 13:41:59.926,14,4415.194137573242,8830.388275146484,threadtest,20.015,210.2473398844401,normal,normal,CG,C,8,normal normal
2017,normal_normal_CG_C_8_15,286.6844482421875,139.8780059814453,2214.0900268554688,1837.7985229492188,2019-06-19 13:42:02.932,2019-06-19 13:42:22.946,15,4478.45100402832,8956.90200805664,threadtest,20.014,213.2595716203962,normal,normal,CG,C,8,normal normal
2083,normal_normal_CG_C_8_16,279.9393310546875,152.06988525390625,2188.5279235839844,1790.3825988769531,2019-06-19 13:42:25.951,2019-06-19 13:42:45.964,16,4410.919738769531,8821.839477539062,threadtest,20.013,210.0437970842634,normal,normal,CG,C,8,normal normal
2150,normal_normal_CG_C_8_17,184.50699615478516,245.45459747314453,1996.2755737304688,2080.832244873047,2019-06-19 13:42:48.969,2019-06-19 13:43:08.983,17,4507.069412231445,9014.13882446289,threadtest,20.014,214.62235296340216,normal,normal,CG,C,8,normal normal
2218,normal_normal_CG_C_8_18,178.8041763305664,248.17506408691406,1988.7779541015625,2079.6710205078125,2019-06-19 13:43:11.988,2019-06-19 13:43:32.003,18,4495.4282150268555,8990.856430053711,threadtest,20.015,214.06801023937408,normal,normal,CG,C,8,normal normal
2285,normal_normal_CG_C_8_19,179.50543212890625,246.14749908447266,1938.02783203125,2068.9011840820312,2019-06-19 13:43:35.008,2019-06-19 13:43:55.024,19,4432.58194732666,8865.16389465332,threadtest,20.016,211.07533082507905,normal,normal,CG,C,8,normal normal
2352,normal_normal_CG_C_8_20,295.31156158447266,147.50538635253906,2187.6260681152344,1839.3346252441406,2019-06-19 13:43:58.030,2019-06-19 13:44:19.045,20,4469.777641296387,8939.555282592773,threadtest,21.015,203.17171096801758,normal,normal,CG,C,8,normal normal
2422,normal_normal_CG_C_4_1,417.2820510864258,293.16149139404297,3135.1494750976562,2879.678741455078,2019-06-19 13:44:22.050,2019-06-19 13:44:58.077,1,6725.271759033203,13450.543518066406,threadtest,36.027,181.76410159549198,normal,normal,CG,C,4,normal normal
2537,normal_normal_CG_C_4_2,372.11146545410156,357.92108154296875,3131.767578125,3001.123779296875,2019-06-19 13:45:01.081,2019-06-19 13:45:38.110,2,6862.923904418945,13725.84780883789,threadtest,37.029,180.60326064260383,normal,normal,CG,C,4,normal normal
2655,normal_normal_CG_C_4_3,370.8533630371094,356.9733123779297,3094.2501831054688,3062.4476928710938,2019-06-19 13:45:41.116,2019-06-19 13:46:18.144,3,6884.524551391602,13769.049102783203,threadtest,37.028,181.1716987208316,normal,normal,CG,C,4,normal normal
2773,normal_normal_CG_C_4_4,369.9857177734375,357.49566650390625,3107.223663330078,3060.5579528808594,2019-06-19 13:46:21.149,2019-06-19 13:46:58.177,4,6895.263000488281,13790.526000976562,threadtest,37.028,181.45428948653372,normal,normal,CG,C,4,normal normal
2893,normal_normal_CG_C_4_5,359.99857330322266,349.8403854370117,3041.0775756835938,2965.981170654297,2019-06-19 13:47:02.182,2019-06-19 13:47:38.211,5,6716.897705078125,13433.79541015625,threadtest,36.029,181.5377758129223,normal,normal,CG,C,4,normal normal
3008,normal_normal_CG_C_4_6,361.8285903930664,363.8402099609375,3094.7511596679688,3067.678924560547,2019-06-19 13:47:41.216,2019-06-19 13:48:18.245,6,6888.0988845825195,13776.197769165039,threadtest,37.029,181.26576012059263,normal,normal,CG,C,4,normal normal
3125,normal_normal_CG_C_4_7,346.8878173828125,372.9623565673828,3070.3624877929688,3062.6376342773438,2019-06-19 13:48:21.250,2019-06-19 13:48:58.276,7,6852.850296020508,13705.700592041016,threadtest,37.026,180.3381656847502,normal,normal,CG,C,4,normal normal
3244,normal_normal_CG_C_4_8,437.5972366333008,307.0241241455078,3256.9872131347656,2991.500946044922,2019-06-19 13:49:01.281,2019-06-19 13:49:39.311,8,6993.109519958496,13986.219039916992,threadtest,38.03,179.31050051175632,normal,normal,CG,C,4,normal normal
3365,normal_normal_CG_C_4_9,370.23111724853516,357.58792877197266,3120.6190185546875,3066.33544921875,2019-06-19 13:49:42.317,2019-06-19 13:50:19.343,9,6914.773513793945,13829.54702758789,threadtest,37.026,181.9677240472091,normal,normal,CG,C,4,normal normal
3482,normal_normal_CG_C_4_10,369.90967559814453,357.23130798339844,3109.7518005371094,3067.8985290527344,2019-06-19 13:50:22.348,2019-06-19 13:50:59.374,10,6904.791313171387,13809.582626342773,threadtest,37.026,181.70503455714174,normal,normal,CG,C,4,normal normal
3601,normal_normal_CG_C_4_11,436.8428192138672,307.57274627685547,3248.956268310547,2947.39306640625,2019-06-19 13:51:02.379,2019-06-19 13:51:40.405,11,6940.7649002075195,13881.529800415039,threadtest,38.026,177.9683307745518,normal,normal,CG,C,4,normal normal
3723,normal_normal_CG_C_4_12,417.0373229980469,295.11890411376953,3121.466064453125,2867.8209838867188,2019-06-19 13:51:44.411,2019-06-19 13:52:20.436,12,6701.44327545166,13402.88655090332,threadtest,36.025,181.12008852572055,normal,normal,CG,C,4,normal normal
3839,normal_normal_CG_C_4_13,416.7166213989258,293.47167205810547,3104.7813415527344,2865.0952758789062,2019-06-19 13:52:23.441,2019-06-19 13:52:59.467,13,6680.064910888672,13360.129821777344,threadtest,36.026,180.54229488888302,normal,normal,CG,C,4,normal normal
3956,normal_normal_CG_C_4_14,363.53529357910156,347.53160858154297,3017.8482971191406,2943.0931396484375,2019-06-19 13:53:03.472,2019-06-19 13:53:39.500,14,6672.008338928223,13344.016677856445,threadtest,36.028,180.3245497007628,normal,normal,CG,C,4,normal normal
4071,normal_normal_CG_C_4_15,387.3869934082031,372.8495635986328,3215.462646484375,3129.5606384277344,2019-06-19 13:53:42.506,2019-06-19 13:54:21.534,15,7105.259841918945,14210.51968383789,threadtest,39.028,177.63149604797363,normal,normal,CG,C,4,normal normal
4195,normal_normal_CG_C_4_16,370.4467239379883,357.4565124511719,3092.969482421875,3019.7196044921875,2019-06-19 13:54:24.539,2019-06-19 13:55:01.568,16,6840.592323303223,13681.184646606445,threadtest,37.029,180.01558745534797,normal,normal,CG,C,4,normal normal
4312,normal_normal_CG_C_4_17,543.8420104980469,342.0178756713867,4021.858154296875,3544.158233642578,2019-06-19 13:55:04.573,2019-06-19 13:55:51.609,17,8451.876274108887,16903.752548217773,threadtest,47.036,176.0807557106018,normal,normal,CG,C,4,normal normal
4461,normal_normal_CG_C_4_18,371.29451751708984,357.03233337402344,3085.8960571289062,3010.8567810058594,2019-06-19 13:55:54.614,2019-06-19 13:56:31.641,18,6825.079689025879,13650.159378051758,threadtest,37.027,179.60736023752312,normal,normal,CG,C,4,normal normal
4579,normal_normal_CG_C_4_19,492.54102325439453,291.2708053588867,3568.955291748047,3192.8474731445312,2019-06-19 13:56:34.645,2019-06-19 13:57:15.676,19,7545.614593505859,15091.229187011719,threadtest,41.031,179.65749032156808,normal,normal,CG,C,4,normal normal
4709,normal_normal_CG_C_4_20,421.5498962402344,456.7919158935547,3834.900115966797,3849.2543334960938,2019-06-19 13:57:18.681,2019-06-19 13:58:05.719,20,8562.49626159668,17124.99252319336,threadtest,47.038,178.38533878326416,normal,normal,CG,C,4,normal normal
4859,normal_normal_CG_C_2_1,659.6456604003906,536.4141845703125,4852.924285888672,4549.555389404297,2019-06-19 13:58:09.725,2019-06-19 13:59:14.774,1,10598.539520263672,21197.079040527344,threadtest,65.049,160.58393212520716,normal,normal,CG,C,2,normal normal
